DatasetName,NOP58_C(109) NOP58_C(509) NOP58_C(514) NOP58_S(105) NOP58_S(109) NOP58_S(304) NOP58_S(351) NOP58_S(407) NOP58_S(434) NOP58_S(440) NOP58_S(475) NOP58_S(483) NOP58_S(494) NOP58_S(497) NOP58_S(502) NOP58_S(507) NOP58_S(509) NOP58_S(514) NOP58_T(34) NOP58_T(350) NOP58_T(435) NOP58_T(438) NOP58_T(482) NOP58_T(508),NOP58_T(510)
RM2024_Intensity D4-1,0.5212769403922878,
KBE2022_Log2_Ex_25_U,0.5417211268671803,
AH2018_SILAC_3_C,0.5319456879618712,
EJN2021_5_Rest_Ins,0.5228913037328368,
VOI2024_0.1uM 24 h_3 di,0.5183180653722238,
RNJ2017_Log2_ratio_Tstim:Trest_D3,0.5194312371848141,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,0.5018463383293056,
CK2022_4 16-1,0.53059916014997,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,0.5282624535023065,
EJN2021_2_Ex_Ins,0.521666100983173,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.5244297884421647,
SAS2015_PLX/DMSO_Exp1,0.5156357274576121,
SFR2015_HL_log2_ratio_avg_c,0.5284979016206955,
JJ2018_Ratio M/L normalized pP2,0.5171451739468079,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,0.5247965758622943,
FSO2013_Ratio H/L normalized Rep3,0.5302416234377214,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,0.5139006315485023,
JJ2018_Ratio M/L normalized,0.5225825896619104,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,0.5344616211407945,
KBE2022_Log2_Ex_9_T,0.541015856120156,
AH2018_SILAC_IT_2_N,0.5316289455109175,
AH2018_SILAC_IT_1_X,0.5346763831991725,
HW2015_Ratio H/L normalized Exp3,0.5236402255701184,
HS2024_7_PD_T1,0.5267400189335408,
UK2020_UA_2,0.5214931462346125,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.50974869108098,
WZ2023_Pe_025_20min,0.5173545299048491,
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.5196802599868601,
HS2024_4_I_N2,0.5260595413411285,
AH2018_TMTMS2_3_N,0.5230012573870515,
RN2012_H06,0.520972528381494,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,0.5085872812037615,
WZ2023_Su_005_30min,0.5109345372816335,
SR2019_HCC1419_Biol_repl_4,0.5295701723681527,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,0.5356070760756868,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,0.5209576982138189,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5248404541630339,
WZ2023_Su_025_10min,0.5137021711977645,
AH2018_LFQ_IT_4_X,0.5298690364784259,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,0.5142410094867486,
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,0.5224786790024083,
WZ2023_Su_005_20min,0.5183742962378654,
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,0.5239784722350372,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.507511309836758,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.5316707582198243,
MV2014_Ratio H/M normalized A2___1 (2 min),0.5137071277608426,
PG2020_Intensity 8h_D,0.5334823912802186,
LY2019_P7+,0.5164983594716908,
EP2017_Untreated R#1 normalized log2 ratio,0.5134987734926887,
RN2012_L10,0.5199941241245507,
PG2020_Intensity 4h_C,0.5278974644583496,
EP2017_Mitotic R#3 normalized log2 ratio,0.5087712349721389,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.543026804572513,
RB2022_8_PostStrength,0.5242346950722658,
AH2018_SILAC_IT_2_X,0.5322311717813923,
HS2024_4_B_T3,0.531672219701908,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,0.5171104287632562,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,0.5143299956649702,
HS2024_8_I_T2,0.5029252747587408,
KBE2022_Log2_Ex_6_U,0.5312247062460512,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.5342905500833804,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,0.518362733160002,
MV2014_Ratio M/H normalized B3___2 (30 min),0.5064702894385785,
CK2022_16 200-1,0.5348635226699529,
VOI2024_0.1uM 2 h_3 di,0.5251013525654742,
EP2017_Mitotic R#1 normalized log2 ratio,0.5166163008197412,
GF2025_P9_Sph,0.511237086104067,
CK2022_6 200-1,0.5357936921390233,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.5128555216945713,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,0.5239639496599365,
HS2024_4_I_T2,0.518837752361307,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,0.5122435303679332,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.5089945639740024,
SAS2015_AZD/DMSO_Exp1,0.5155178197317635,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,0.5311753641626916,
HS2024_3_B_T3,0.5274560399104531,
MV2014_Ratio L/H normalized A3___2 (2 min),0.505457269015784,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,0.5232017905483858,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,0.515940441122679,
PG2020_Intensity 2h_D,0.5168692012717051,
EP2017_Untreated R#3 normalized log2 ratio,0.535564594787218,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5355666330551986,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5330934369279154,
RB2022_7_PostEndurance,0.521657622083426,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,0.5183815294860541,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.4975882665441402,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,0.5158560894223371,
AH2018_SILAC_2_C,0.5343704655822926,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,0.5076358345096083,
KBE2022_Log2_Ex_29_T,0.5387963049906893,
HS2024_7_I_T2,0.5056698065701191,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.5267643097115777,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,0.5281903132858207,
EJN2021_1_Ex_Basal,0.5223393506169932,
FR2021_Intensity.M,0.5175146428346139,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,0.5265266186231957,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5202049124519419,
PG2020_Intensity CT_C,0.5226492804690499,
ZCP2016_Ratio H/L Rep 1,0.5066509505642691,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.5279274668613175,
EP2017_Untreated R#3 log2 ratio,0.5360027814625682,
RB2022_2_PostStrength,0.5232793030655815,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),0.5191370304540667,
CR2017_Ratio Replicate 3.4,0.529471458300341,
HS2024_8_PD_T2,0.5195859665748174,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,0.518135456803848,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,0.5180083037430353,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,0.505138617139797,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.5306975646884177,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,0.5206298423792313,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.5325738538921602,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.49347831759211075,
YA2020_Reporter_intensity_Normal_No.2,0.5281876012368464,
YP2020_Intensity P30_R2_mult_log2,0.5056086088113646,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,0.5144646348678253,
HS2024_3_PD_T3,0.5301769578883341,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,0.5196882712961509,
RAM2015_Log2 C,0.5238876082262168,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,0.5055961616347419,
AH2018_LFQ_M_2_N,0.5224770898718373,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.5393799860563309,
CK2022_2 16-1,0.5303184391240644,
RAM2015_Log2 B,0.5169619064419143,
YP2020_Intensity C10_R1_mult_log2,0.5208787147713774,
FSO2013_Ratio M/L normalized Rep1___2,0.5179008955505723,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.5225938232944712,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,0.5150092880555838,
VOI2024_Veh2 mono,0.5134166817240776,
HS2024_6_B_T1,0.5222167869396003,
UK2020_HCM_5,0.5215335276572649,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,0.5181817920390237,
HS2024_7_PD_T3,0.5107176937627246,
PG2020_Intensity Mock_10h_B,0.5253279108366433,
WZ2023_Su_025_30min,0.5203852964204962,
AH2018_LFQ_4_N,0.5259820163914266,
CR2017_Ratio Replicate 1.2,0.5235483206028413,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.5173790168532039,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.5193086268723264,
AH2018_SILAC_M_1_X,0.5325279085448847,
RB2022_7_PreEndurance,0.5228893095520951,
VOI2024_0.1uM 24 h_2 di,0.5305431041199701,
DL2023_control-2,0.5173834955006422,
LY2019_P6+,0.5228990104979528,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.535079876853283,
VOI2024_Veh1 di,0.5199148093194387,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,0.5147704612979558,
HS2024_5_I_T2,0.518430422202535,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),0.5161928610857011,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.512680548508455,
SR2019_Hs578T_Biol_repl_4,0.5248750828795012,
RB2022_8_PreStrength,0.5229029444737198,
KS2014_Intensity C5,0.541484097117486,
RM2024_Intensity D0-1,0.5252462357484985,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,0.5110082980542056,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,0.5269988732238166,
GF2025_P9_Adh,0.5329775416818581,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.5257406062868681,
SR2019_BT549_Biol_repl_1,0.5305524161636663,
AH2018_LFQ_M_4_N,0.5235661411947424,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.5314554215226616,
AH2018_LFQ_2_X,0.5224474676997243,
PG2020_Intensity 2h_B,0.525485830711103,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,0.5253158813679771,
GF2025_P3_Sph,0.5030555558116312,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),0.516206689399624,
AH2018_SILAC_1_C,0.5341000658563072,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,0.514016907596191,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.5337064353042061,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.5172790026389072,
ZQ2022_N1,,
LY2019_P6-,0.5215650589723956,
RM2024_Intensity D2-3,0.5265675301830295,
UK2020_HCM_1,0.521155147445027,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,0.521544574930746,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.5183261212639463,
AH2018_LFQ_3_N,0.5257372483604048,
RKK2015_TNF-α/IKKb,0.5079710244705599,
SFR2015_HL_log2_ratio_std_b,0.5226076787426386,
UK2020_UA_1,0.5216328691242597,
KBE2022_Log2_Ex_13_U,0.5401706031084168,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,0.5230563735673086,
RB2022_1_RecoverySprint,0.5279099940340044,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,0.5202048367185076,
JJ2018_Ratio H/L normalized pP3,0.5194641038302366,
CK2022_7 40-1,0.5257913331648596,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.5305673442718882,
SR2019_BT549_Biol_repl_2,0.5243866971668011,
RM2024_Intensity D4-2,0.5206778962074665,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,0.5161244952923317,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,0.5179442013519749,
WZ2023_Su_025_20min,0.5168126305136944,
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,0.5309047700527264,
LY2019_P8-,0.5089210641834947,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,0.5154094813336706,
FSO2013_Ratio H/L normalized Rep1,0.5015871123014211,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,0.5162040334201133,
CK2022_13 40-1,0.5253800213689556,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5129249650049085,
PG2020_Intensity 10h_D,0.5325449852722793,
RB2022_8_PreEndurance,0.523215442433811,
HS2024_3_B_N2,0.5324576249830054,
EJN2021_4_Ex_Ins,0.5227250863766643,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.5229174260298093,
EP2017_Pervanadate R#3 log2 ratio,0.5075407273590998,
FSO2013_Ratio M/L normalized Rep1___3,0.5261742623730408,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,0.5091475956333947,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.527974792585033,
AH2018_LFQ_M_4_C,0.524834604797166,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,0.5174854522628648,
MV2014_Ratio L/M normalized B2___1 (30 min),0.5185222366655172,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,0.5149665151633498,
RN2012_H04,0.5182975082580595,
CK2022_6 40-1,0.5261088279895932,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.532082356407288,
LY2019_P3-,0.5148533283451845,
FR2021_Intensity.A,0.5172354878369682,
EJN2021_3_Ex_Ins,0.521822444624639,
MV2014_Ratio M/L normalized A1___1 (2 min),0.5122908649697965,
WZ2023_Pe_005_30min,0.5183169457372726,
HS2024_8_PD_T3,0.515969231919675,
EJN2021_3_Ex_Basal,0.5220650781437624,
AST2020_Control.1,0.530576335710646,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.5200337338966329,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.5166911506886723,
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.5095310059252708,
RB2022_1_RecoveryStrength,0.5249832841632635,
SR2019_HCC1954_Biol_repl_4,0.5243156473576427,
FR2021_Norm.Intensity.N,0.5207786989324509,
HS2024_5_B_N1,0.5033016790559178,
FSO2013_Ratio H/M normalized Rep3___3,0.5055602590117481,
AH2018_TMTMS2_2_C,0.5287077723935141,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5096197781420192,
HS2024_8_I_N2,0.507620802512971,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.5351861218113111,
LY2019_P8+,0.5170597028507994,
RB2022_2_RecoveryEndurance,0.5285815699532005,
JJ2018_Ratio H/M normalized pP2___1,0.5211685961598417,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,0.5121960302983525,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,0.5288424396928569,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.5237167156851154,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,0.5271065238522948,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,0.5230697838200079,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.5286726601331235,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.5232539366900774,
LY2019_P2-,0.5226414677648062,
AH2018_LFQ_IT_1_X,0.5322105860199263,
JJ2018_Ratio H/L normalized pP3___1,0.5194665649700739,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,0.5182306242308744,
AST2020_Control.2,0.529768596297502,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,0.499040477941794,
FSO2013_Ratio H/L normalized Rep2___3,0.5176254483495476,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.5254025598840356,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.5282335041585949,
SR2019_MCF10A_Biol_repl_4,0.5291528241451046,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.5201299062083641,
HS2024_5_B_T2,0.5178082630726886,
HS2024_6_I_T1,0.5120229999928787,
HS2024_5_B_T3,0.5227931875980762,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.541502670586867,
AH2018_TMTMS3_3_N,0.5097811724137161,
SR2019_HCC1419_Biol_repl_2,0.5277644258076394,
FR2021_Intensity.N,0.5207737328664048,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5249742747359819,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5112106831819677,
KBE2022_Log2_Ex_36_T,0.5391011694503806,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.518780050129415,
KS2014_Intensity C2,0.545993014193966,
FSO2013_Ratio H/L normalized Rep1___2,0.519148664225168,
RM2024_Intensity D2-2,0.5247916320127891,
KBE2022_Log2_Ex_42_T,0.5289924826084191,
CK2022_9 200-1,0.536538234154862,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.5368719678545096,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.5189103267432432,
RBK2021_1332T Late,,
LY2019_P1-,0.5204087147711118,
RKK2015_TNF-α/basal.1,0.5071018419311483,
RKK2015_TNF-α/TNF-α+SC-514,0.5161438824760133,
CR2017_Ratio Replicate 2.5,0.5167762900979009,
HS2024_3_I_T3,0.5391737104494213,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,0.5186085964266173,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5219794504793572,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,0.5219596421044876,
YP2020_Intensity P10_R2_mult_log2,0.5195236086843553,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.5281465784614904,
FSO2013_Ratio H/M normalized Rep3___2,0.5087856955802931,
RM2024_Intensity D6-2,0.5227240836980576,
EP2017_Untreated R#1 log2 ratio,0.5138345326453914,
RKK2015_SC-514/basal,0.526264805680723,
RM2024_Intensity D6-1___3,0.5213246774338868,
WZ2023_Pu_010_10min,0.5118472869455822,
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,0.5272107184127547,
HS2024_5_I_T3,0.5181749400493897,
KS2014_Intensity N1,0.5524563328718355,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,0.5476361198289549,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,0.5191027040159438,
JJ2018_Ratio H/M normalized pP3,0.5150218470024122,
AH2018_SILAC_MR_2_C,0.5281677715108936,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.5204112572454617,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5267328040877164,
JJ2018_Ratio H/M normalized___1,0.5150775550762584,
RCJD2014_15min_2,0.5142502529430563,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.5154875957713975,
HS2024_5_B_N2,0.5319064181168874,
HS2024_5_I_N1,0.5303437464012217,
HS2024_6_I_N1,0.5285625299819608,
AR2021_KD 48h,0.5396866827657658,
FR2021_Intensity.B,0.5228237639774936,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.5275813881229844,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,0.5235813769697267,
AST2020_anti-CD3,0.5296973354608564,
SR2019_MDAMB231_Biol_repl_1,0.524993520899844,
RM2024_Intensity D2-3___3,0.5205318306885537,
WZ2023_Pe_005_10min,0.5186300043848581,
KBE2022_Log2_Ex_29_U,0.5357797925767784,
HS2024_7_B_T1,0.5059204434535668,
AH2018_LFQ_M_2_X,0.5134369853066608,
AH2018_LFQ_IT_4_N,0.5309690021469149,
CK2022_15 200-1,0.5356128858561094,
RM2024_Intensity D4-1___2,0.5144010378410026,
JJ2018_Ratio H/M normalized,0.5151501913176936,
JJ2018_Ratio M/L normalized pP3___1,0.5267330629741512,
KBE2022_Log2_Ex_34_T,0.5489663929718598,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,0.5226355071430546,
LY2019_P2+,0.5142970572948246,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.5373220984043233,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.513363062767998,
RN2012_H01,0.5210208692599789,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.521928513512246,
KS2014_Intensity pY_E5_3,0.5017814595118774,
MM2018_Ratio H/L replicate 3,0.5207224280263943,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5080550694352931,
HS2024_8_B_T3,0.5089998566627972,
YA2020_Reporter_intensity_Cancer_No.3,0.5320700838269358,
KBE2022_Log2_Ex_44_U,0.5409432890564493,
WZ2023_Pe_010_20min,0.5151353177437046,
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.530741819790944,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,0.5296972057762864,
KS2014_Intensity C1,0.5476950370868593,
FSO2013_Ratio H/M normalized Rep3___1,0.5228978744272845,
AH2018_SILAC_M_3_C,0.5325001569160591,
RKK2015_TNF-α+IKKb/TNF-α,0.5146962402332668,
RM2024_Intensity D0-3___2,0.5140115661875364,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5289977211771804,
AH2018_SILAC_M_2_X,0.5252824120448528,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.5314107559216744,
VOI2024_0.1uM 24 h_1 di,0.5152599398619059,
WZ2023_Su_010_10min,0.5147247934924387,
PG2020_Intensity 6h_C,0.5309648337846374,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
