DatasetName,MISP_S(155) MISP_S(156) MISP_S(177) MISP_S(178) MISP_S(208) MISP_S(214) MISP_S(269) MISP_S(284) MISP_S(333) MISP_S(335) MISP_S(344) MISP_S(348) MISP_S(376) MISP_S(391) MISP_S(394) MISP_S(395) MISP_S(397) MISP_S(400) MISP_S(430) MISP_S(449) MISP_S(460) MISP_S(466) MISP_S(468) MISP_S(471) MISP_S(473) MISP_S(479) MISP_S(540) MISP_S(541) MISP_S(543) MISP_S(575) MISP_S(582) MISP_S(586) MISP_S(675) MISP_S(78) MISP_S(84) MISP_T(153) MISP_T(154) MISP_T(157) MISP_T(164) MISP_T(172) MISP_T(179) MISP_T(217) MISP_T(219) MISP_T(224) MISP_T(287) MISP_T(291) MISP_T(333) MISP_T(338) MISP_T(374) MISP_T(377) MISP_T(433) MISP_T(459) MISP_T(464) MISP_T(577) MISP_Y(344) MISP_Y(350) MISP_Y(638) MISP_Y(7),MISP_S(213) MISP_S(474) MISP_S(566) MISP_S(69) MISP_T(160) MISP_T(262)
AH2018_LFQ_2_C,0.5188339264659662,
AH2018_SILAC_MR_1_X,0.5206093251194602,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,0.52386889659877,
IMM2018_normalised rep. int. Empty-2,0.5289985362422556,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,,
AH2018_SILAC_3_C,0.5220789263380339,
EJN2021_5_Rest_Ins,,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,0.5623292226947421,
CK2022_4 16-1,0.5276957047647831,
AS2011_Ratio H/L,0.4895688154570198,
SR2019_MCF7_Biol_repl_4,0.5222975846345169,
EJN2021_2_Ex_Ins,,
AS2011_Ratio H/L Inhi_2_3,0.5379905063144917,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.5225346626446296,
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,0.5230495240986166,
JJ2018_Ratio M/L normalized pP2,0.5269824699205601,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,0.5328720949064681,
FSO2013_Ratio H/L normalized Rep3,0.4970573224506796,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,0.5171603040624432,
JJ2018_Ratio M/L normalized,0.5217011888366961,
KTGR2014_Ratio-AA 30 mins,0.5246268421091825,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,0.5895197305576496,
KBE2022_Log2_Ex_9_T,,
AH2018_SILAC_IT_2_N,0.5207820722329397,
AH2018_SILAC_IT_1_X,0.5244738336640267,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.506468920035698,
UK2020_UA_2,,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5217994222178967,
WZ2023_Pe_025_20min,,
JVO2010_Log2 Ratio M/L Normalized aphidicolin,0.5330455671591836,0.28207744676291663
AH2018_LFQ_2_N,0.5245018619249131,
HS2024_4_I_N2,0.5015120704337515,
AH2018_TMTMS2_3_N,0.5251501203765961,
RN2012_H06,0.5226022160049593,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),0.5432443784714763,
HS2024_4_PD_T3,0.49421978601891053,
WZ2023_Su_005_30min,,
SR2019_HCC1419_Biol_repl_4,0.5217459445640055,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,0.5226029239059342,
AS2011_Ratio H/L Protein,0.5056390046064992,
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,,
WZ2023_Su_025_10min,,
AH2018_LFQ_IT_4_X,0.5210523916456835,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,,
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,0.5282712518266128,0.31796306873690744
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,0.5250651784676098,
EP2017_Pervanadate R#1 log2 ratio,0.5392228506472017,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.525840037168397,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.5185978790481514,
LY2019_P7+,0.5236242820805705,
EP2017_Untreated R#1 normalized log2 ratio,0.5234086634438712,
RN2012_L10,0.5235700976115377,
PG2020_Intensity 4h_C,0.5296690652390675,
EP2017_Mitotic R#3 normalized log2 ratio,0.5390520048774837,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,0.5239546246462795,
HS2024_4_B_T3,0.5231830589392339,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,0.5664681682569597,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,0.5316106250004061,
HS2024_8_I_T2,0.5081578375696737,
KBE2022_Log2_Ex_6_U,,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.5152607153036693,0.2756850849244003
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.5404537215189473,
GF2025_P9_Sph,0.5216815963493233,
CK2022_6 200-1,0.5195247582887673,0.28031745720826856
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.5160789748589198,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,0.5231012146138803,
HS2024_4_I_T2,0.5106282493172576,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.5198288263087603,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,0.5276579020664252,
HS2024_3_B_T3,0.5394583899106253,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,0.5226793794348383,
PG2020_Intensity 2h_D,0.5149308722871131,
EP2017_Untreated R#3 normalized log2 ratio,0.5372929075716516,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5179300510323901,0.28056188487721406
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,,
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,0.5251369091860115,
JJ2018_Ratio H/L normalized pP1,0.5258350000684218,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5448236023419405,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),0.4964711462175616,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,0.523342908114467,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),0.5343214357219115,
HS2024_7_I_N1,0.46989191763568844,
KBE2022_Log2_Ex_29_T,,
HS2024_7_I_T2,0.5297350859280624,
AS2011_Ratio H/L Normalized RNAi_2_3,0.5377324798116014,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.4806138018110121,
AMK2021_45I_p5,0.5226399496842495,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,,
FR2021_Intensity.M,0.5228593786253636,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,0.5233644724678883,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5256075242445397,
PG2020_Intensity CT_C,0.5112574841272062,0.28963300578455703
ZCP2016_Ratio H/L Rep 1,0.5299367848804949,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,0.52419193100594,
KBE2022_Log2_Ex_39_U,,
EP2017_Untreated R#3 log2 ratio,0.5364896339931952,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,0.5165041584073891,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,,
HS2024_8_PD_T2,0.5038191670808707,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,0.5208457753270138,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,0.5508590314964416,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,,
AS2011_Ratio H/L Normalized Inhi_2,0.5089116302633229,
RKK2015_TNF-α/SC-514,0.5237618661743987,0.31798053179732816
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),0.5157071060108607,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.529496664402782,
YA2020_Reporter_intensity_Normal_No.2,0.5228551152435646,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,0.5206570717150217,
HS2024_3_PD_T3,0.5510816407727861,
AMK2021_120R_p3,0.5210156461761865,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,0.5216742787344361,
RAM2015_Log2 C,0.5165654781633994,0.28833345413219796
AS2011_Ratio H/L Proteins Inhi_1,0.5361838650487416,
FSO2013_Ratio H/M normalized Rep1___3,0.5384111709774636,
AH2018_LFQ_M_2_N,0.5189363130573859,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,
CK2022_2 16-1,0.527648166632841,
RAM2015_Log2 B,0.5074349372221865,0.28970017732681125
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,0.5114744262981757,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,0.5267197788612791,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,0.4790541881347789,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,0.5379905063144917,
DL2023_24h-3,,
HS2024_7_PD_T3,0.5679824954247662,
PG2020_Intensity Mock_10h_B,0.5257723566590167,0.2959234602624552
WZ2023_Su_025_30min,,
AH2018_LFQ_4_N,0.5253937492323706,
CR2017_Ratio Replicate 1.2,,
AS2011_Ratio H/L Normalized by Proteins,0.5031224305595574,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.5513380048117648,
AMK2021_Ctrl_p3,0.5215961704456349,
AS2011_Ratio H/L Protein Inhi_2,0.5145540747848714,
HH2022_Reporter intensity 7,0.5237957453326004,
AH2018_SILAC_M_1_X,0.5209561730235979,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.5231084726247912,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.5219639073029374,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,0.5418880585629051,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,0.49983777860698786,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),0.527776238817662,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,0.5219648448133318,
AS2011_Ratio H/L Inhi_1,0.5331635766236611,
AS2011_Ratio H/L Normalized RNAi_1_2,0.5344394379180644,
AH2018_TMTMS3_2_C,0.5174873603857817,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,0.5187981920040243,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.5250285300372342,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,0.5239688737812649,
AS2011_Ratio H/L RNAi_1_1,0.5357485752224751,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,0.5232196667275799,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.521680383011181,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,0.5274855173850189,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.5193172690195564,
AH2018_LFQ_2_X,0.521504292295078,
PG2020_Intensity 2h_B,0.522830050448684,
AS2011_Ratio H/L Proteins RNAi_1,0.5052075364435319,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,0.5210206864847475,
GF2025_P3_Sph,0.5229470901378326,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,0.5206534566511964,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,0.5201782428586422,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,0.5315548584054851,
AH2018_SILAC_IT_1_N,0.5218272947349615,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,0.5242778136824624,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,0.5295296813042575,
CR2017_Ratio Replicate 2.4,,
ZQ2022_N1,,
LY2019_P6-,0.5238739397893458,
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.5271257592679772,
AH2018_LFQ_3_N,0.5255253217708917,
RKK2015_TNF-α/IKKb,0.5388216874395838,
SFR2015_HL_log2_ratio_std_b,0.5210919981206945,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,,
AS2011_Ratio H/L Normalized Inhi_1,0.532661349532116,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,0.5188515898333467,
CK2022_7 40-1,0.518630232513708,0.2589428183893577
AS2011_Ratio H/L Inhi_1_3,0.5321346349946271,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,0.5232552481536807,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.5247714310165582,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,0.533387631866623,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,0.5139199027800332,
WZ2023_Su_025_20min,,
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,0.5269237883408402,
LY2019_P8-,0.5237121216450241,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,0.4963719098065999,0.2923114896541155
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.5365546347550043,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,0.5185186704084775,0.26560126251624744
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5236744416680037,
PG2020_Intensity 10h_D,0.5209687875293814,
RB2022_8_PreEndurance,,
HS2024_3_B_N2,0.4768284950647745,
EJN2021_4_Ex_Ins,,
AS2011_Ratio H/L Normalized by Protein,0.5031224305595574,
EJN2021_1_Ex_Ins,,
EP2017_Pervanadate R#3 log2 ratio,0.5465821574778992,
FSO2013_Ratio M/L normalized Rep1___3,0.508599448932158,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,0.5212913884612895,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.5235324824008307,
AH2018_LFQ_M_4_C,0.522877192894357,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,0.5321346349946271,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,0.5126567658349914,
CK2022_6 40-1,0.5191872863125394,0.267451607532315
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,
LY2019_P3-,0.5228342503825453,
FR2021_Intensity.A,0.5206556066957233,
EJN2021_3_Ex_Ins,,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,,
HS2024_8_PD_T3,0.5196538141158469,
EJN2021_3_Ex_Basal,,
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.5093197769106234,0.29278219769443736
FS2019_Ctr3,,
WZ2023_Pu_025_20min,,
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,0.520497648906995,0.29563627063440956
GF2025_P10_Adh,0.5238036689130645,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,0.5202513921604953,
HS2024_5_B_N1,0.5929568156112786,
FSO2013_Ratio H/M normalized Rep3___3,0.5209671293187739,
AH2018_TMTMS2_2_C,0.523888643853804,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5224153885505748,
HS2024_8_I_N2,0.5567408691297039,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.5227539158842749,
LY2019_P8+,0.5198537226591079,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,0.5244683621997561,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,0.5245637795708601,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,0.49387085477662807,
AH2018_LFQ_M_4_X,0.5262209187558627,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,0.4733625713512329,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.5216262629404127,
LY2019_P2-,0.5248872034960514,
AH2018_LFQ_IT_1_X,0.5196728532785589,
JJ2018_Ratio H/L normalized pP3___1,0.5178885671721748,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,,
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,0.5190234017662017,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,0.5433310977624785,0.2903690941749401
HS2024_3_I_T1,0.5661958514103573,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.5264258738154676,0.3066351950775242
SR2019_MCF10A_Biol_repl_4,0.5220540589512356,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.5248667820938,
HS2024_5_B_T2,0.5192860288978436,
HS2024_6_I_T1,0.48167311555879416,
HS2024_5_B_T3,0.4851437043136104,
JJ2018_Ratio H/M normalized pP1___1,0.5162376044034732,
KBE2022_Log2_Ex_36_U,,
AH2018_TMTMS3_3_N,0.5176042003895204,
SR2019_HCC1419_Biol_repl_2,0.52199890119813,
FR2021_Intensity.N,0.5202418519675617,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5229168040991665,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.535975866654084,
KBE2022_Log2_Ex_36_T,,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,,
KS2014_Intensity C2,0.5232658054593073,
FSO2013_Ratio H/L normalized Rep1___2,0.517563347372472,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,,
CK2022_9 200-1,0.5167936340432304,0.27595229758468237
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.516027494487155,0.2763544995916272
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.4729695614505861,
RBK2021_1332T Late,,
LY2019_P1-,0.5251720138733638,
RKK2015_TNF-α/basal.1,0.5343932997270262,0.3358763741346269
RKK2015_TNF-α/TNF-α+SC-514,0.525972773084744,0.30241344206624377
CR2017_Ratio Replicate 2.5,,
HS2024_3_I_T3,0.5321540237939643,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,0.5240971178561667,
KS2014_Intensity E15_4,0.5236918999705701,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,
FSO2013_Ratio H/M normalized Rep3___2,0.5084231893005228,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.5227112411593712,
RKK2015_SC-514/basal,0.5194447472252555,0.3268745232490487
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,,
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,0.5238804018096077,
HS2024_5_I_T3,0.5038557717297938,
KS2014_Intensity N1,0.529094065985043,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,0.5239942091943761,
CR2017_Ratio Replicate 1,,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),0.534678684848265,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,0.5268117858708357,
AH2018_SILAC_MR_2_C,0.5234329524810956,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.5180213449510659,0.3011567737084016
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5234807218343906,
JJ2018_Ratio H/M normalized___1,0.5252986266085344,
RCJD2014_15min_2,0.5297357218684681,
AS2011_Ratio H/L_2,0.5269051530404357,
AS2011_Ratio H/L Normalized,0.4980245305637271,
RN2012_H03,0.5272741717420746,
HS2024_5_B_N2,0.4839523806911933,
HS2024_5_I_N1,0.4848763666191903,
HS2024_6_I_N1,0.512230232323948,
AR2021_KD 48h,,
FR2021_Intensity.B,0.5230151454991983,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.5086569277055296,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,0.5222229047891261,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,,
KBE2022_Log2_Ex_29_U,,
HS2024_7_B_T1,0.47445133929828764,
AH2018_LFQ_M_2_X,0.5230614371228153,
AH2018_LFQ_IT_4_N,0.5217076444793056,
CK2022_15 200-1,0.5157011572252477,0.27618049522930993
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,0.5254643986699697,
JJ2018_Ratio M/L normalized pP3___1,0.5113745089907721,
KBE2022_Log2_Ex_34_T,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.5188553518503444,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.5365736141746434,0.29703833472286084
AS2011_Ratio H/L Protein RNAi_2,0.5407196872436263,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,,
RN2012_H01,0.5262914737524106,
KTGR2014_Ratio-Rapa 2 mins,0.524676647791096,
EJN2021_2_Rest_Basal,,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,0.5255929290235702,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5408003174333278,
HS2024_8_B_T3,0.5162171549128093,
YA2020_Reporter_intensity_Cancer_No.3,0.5264484933434509,
KBE2022_Log2_Ex_44_U,,
WZ2023_Pe_010_20min,,
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.5237861228457891,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,0.5227414085226225,
KS2014_Intensity C1,0.5227669172559132,
FSO2013_Ratio H/M normalized Rep3___1,0.5245946782410292,
AH2018_SILAC_M_3_C,0.5224084887039391,
RKK2015_TNF-α+IKKb/TNF-α,0.5222556019008903,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5239720717014493,
AH2018_SILAC_M_2_X,0.5227623721808461,
KTGR2014_Ratio-Rapa 15 mins,0.5235541418962946,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,,
PG2020_Intensity 6h_C,0.5323667749144463,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,0.5487072604823543,0.3350990652308536
