DatasetName,NAGK_S(19) NAGK_S(23) NAGK_S(25) NAGK_S(69) NAGK_S(74),NAGK_S(7) NAGK_S(70) NAGK_S(76) NAGK_S(96) NAGK_S(98)
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,0.4377704965346837,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,,0.5773257858115964
CW2012_10 µM Gef/control Experiment 1 Replicate B,,0.5734715514972202
SFR2015_HL_log2_ratio_avg_a,,0.5344402801758577
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,0.3936832886363713,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,,0.5512844329037885
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,0.46863992686258527,
KS2014_Intensity,,0.5455136338924313
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,,
LY2019_P7+,,0.5466537928740727
EP2017_Untreated R#1 normalized log2 ratio,,0.5559825223321455
RN2012_L10,,0.5541085961887621
PG2020_Intensity 4h_C,,
EP2017_Mitotic R#3 normalized log2 ratio,,0.54434871588862
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,0.5583762429939602
DB2022_LFQ intensity L1,0.44465008173706366,0.5467751383414454
KBE2022_Log2_Ex_24_T,,0.5699479003891318
RB2022_8_PostStrength,0.39848247674553167,
AH2018_SILAC_IT_2_X,,0.5347543005161237
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,,0.5665703994178739
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,0.5608635898464172
CR2017_Ratio Replicate 1.1,,0.5592243878218603
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,,0.5647089165080507
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,,0.5466492398461311
GF2025_P9_Sph,,0.6023109053181136
CK2022_6 200-1,,0.564738415289941
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,,0.5418400565859958
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,0.4157292063600841,0.5178542629644659
JW2015_Intensity cap3,,0.5558586752252717
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,,
EP2017_Untreated R#3 normalized log2 ratio,,0.5432376331018443
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,,0.5640562275474718
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,,
RB2022_7_PostEndurance,0.49487560217967796,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,,0.5415572321095784
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,,0.5383431861355866
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,,0.5689990709384168
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,0.538852180526918
HS2024_6_B_T2,,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,0.5395808746526921
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,0.46394914125216824,
FR2021_Intensity.M,,
RB2022_2_PostSprint,0.4436672817883191,
AH2018_SILAC_MR_3_N,,0.5467642116959602
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,,0.5469107649829592
PG2020_Intensity CT_C,,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,,0.5697651697799583
EP2017_Untreated R#3 log2 ratio,,0.5449124881266887
RB2022_2_PostStrength,0.41942204706638303,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,,
HS2024_8_PD_T2,,
FS2019_Ctr2,,
RB2022_6_PreEndurance,0.4354927619338696,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,,0.5698461876638106
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,0.43514706341947545,
CR2017_Ratio Replicate 2.3,,0.5498155572374221
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,,0.5549165006596557
YA2020_Reporter_intensity_Normal_No.2,0.4135455013609102,0.56111031254816
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,,0.5571229801246247
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,0.5711759884154219
CK2022_2 16-1,,0.552057528334785
RAM2015_Log2 B,,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.45456123551849686,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,0.42770367171683554,0.5502540020671365
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,,
WZ2023_Su_025_30min,,0.5766602239371335
AH2018_LFQ_4_N,,0.5527711603336722
CR2017_Ratio Replicate 1.2,,0.5494784825906635
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,0.41292879956812384,
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,
AH2018_SILAC_M_1_X,,0.5469835274856943
RB2022_7_PreEndurance,0.40597142941746983,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,,0.5557387308925166
DB2022_LFQ intensity R2,0.4861083934060397,0.5882334500104215
GF2025_P6_Adh,,0.5280528203985668
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,0.3932806960858216,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,,0.5454634706721675
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,0.44136292430787527,
KS2014_Intensity C5,,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,0.3866716507735549,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,,0.520048727516041
RB2022_3_PostStrength,0.43049861176261717,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,,0.5580689734608647
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,,
AH2018_LFQ_2_X,,
PG2020_Intensity 2h_B,,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,0.3879027394232006,
KS2014_Intensity E15_3,,
GF2025_P3_Sph,,0.5768485096374649
DB2022_LFQ intensity L2,0.4499881395283669,0.5521131961327488
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,0.5399774187847852
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,0.5522568938914485
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,0.5358595813495445
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,0.44552016296758995,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,,0.5643483350663749
ZQ2022_N1,0.45440154626807167,0.5604782209327467
LY2019_P6-,,0.5601805433893653
RM2024_Intensity D2-3,,
UK2020_HCM_1,0.42230813631762665,0.5481658334098951
JW2015_Intensity pre2,,0.5515525880447025
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,,0.5609402254711704
AH2018_LFQ_3_N,,0.5515280226210194
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,,0.5318231050072972
UK2020_UA_1,0.4285262955389201,0.5501710436308735
KBE2022_Log2_Ex_13_U,,0.5657817445911383
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,0.4517799833963833,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,,0.5633850330700343
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,0.4867019732929446,0.5888270298973264
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,0.42605062839225016,
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,,0.5751947403702302
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,,0.5248442786992416
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,0.5145326028131031
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,,0.5621286076411239
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,0.5549398510163388
PG2020_Intensity 10h_D,,
RB2022_8_PreEndurance,0.3934009077076312,
HS2024_3_B_N2,,
EJN2021_4_Ex_Ins,0.5051947094625093,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.48197223549772794,
EP2017_Pervanadate R#3 log2 ratio,,0.5449257320967321
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,0.42713280624058986,
AH2018_SILAC_MR_3_C,,0.5689649363335237
AH2018_LFQ_M_4_C,,0.5605353937681438
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,0.4494863453034437,0.5516114019078255
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,,0.5559214465476183
CK2022_6 40-1,,0.5638208298856515
DB2022_LFQ intensity R2.1,0.48757232736708067,0.5896973839714625
KBE2022_Log2_Ex_42_U,,0.5626630391958016
LY2019_P3-,,0.5502004599175041
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,0.4511743233655744,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,,0.5775775330668722
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,0.4842000732246519,
AST2020_Control.1,0.41348940138919427,
JW2015_Intensity cap1,,0.5570443561333496
PG2020_Intensity CT_A,,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,,0.5776681294856895
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,0.5361040526233807
GF2025_P10_Adh,,0.5652067053129526
RB2022_1_RecoveryStrength,0.42841740501484366,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,,0.5962848196432292
RB2022_4_PreSprint,0.41391043374722863,
DB2022_Intensity R2,0.4499072038340686,0.5668326695828801
AH2018_TMTMS2_Pool,,0.538769972615252
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,0.5429544828666295
LY2019_P8+,,0.5313574646449738
RB2022_2_RecoveryEndurance,0.43683229093186615,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,0.4028436847170802,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,0.5709152795690126
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,0.5600083756247441
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,,0.5660724714125471
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,0.5424563813455008
LY2019_P2-,,0.5752395602835262
AH2018_LFQ_IT_1_X,,0.5461083880165185
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,0.4575113237370421,
WZ2023_Pe_005_20min,,0.5770122424004283
AST2020_Control.2,0.41448958017769194,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,0.5670222815361694
HS2024_3_I_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,0.576695443534667
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,,0.5494941429871162
HS2024_5_B_T2,,
HS2024_6_I_T1,,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,,0.5660997882341342
AH2018_TMTMS3_3_N,,0.5399530227449387
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,0.5466082472950354
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,,0.5463725965081041
KBE2022_Log2_Ex_36_T,,0.5682640093045782
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,,0.5768914591908277
KS2014_Intensity C2,,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,,0.5654411711587132
CK2022_9 200-1,,0.5594761535214359
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,,0.5590040119541589
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,,
LY2019_P1-,,0.5538947244711346
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,,0.5795974343529318
HS2024_3_I_T3,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,
ZQ2022_C3,0.46161447186087007,0.5477796572445619
EJN2021_3_Rest_Ins,0.49899426016934073,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,0.5666073719595159
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,,0.5577611624361369
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,,0.5780967148728109
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,,
KS2014_Intensity N1,,0.553820473467278
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,,0.552044347273483
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,,0.5468769142686865
LATM2013_Log2 Ratio (Medium/Light) Forward,,0.5669977969329206
PG2020_Intensity 2h_A,,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,,0.5459277482437864
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,0.5359834211335306
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,,
AR2021_KD 48h,,0.5398324531093024
FR2021_Intensity.B,,
RB2022_3_PreEndurance,0.485889148049921,
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,0.4131546181476553,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,,0.5778199501821522
KBE2022_Log2_Ex_29_U,,0.567727063187934
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,,0.565756472434128
AH2018_LFQ_IT_4_N,,
CK2022_15 200-1,,0.5648401712275007
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,,0.564458921937573
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,,0.5642732824491679
LATM2013_Log2 Ratio (Light/Medium) Reverse,,0.5609664401706971
CK2022_2 200-1,,0.563999272578516
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,,0.5755964529275375
RN2012_H01,,0.5609265713554918
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.466499394130126,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,,0.5508000716955909
HS2024_8_B_T3,,
YA2020_Reporter_intensity_Cancer_No.3,0.40348455905740394,0.5525250549858722
KBE2022_Log2_Ex_44_U,,0.5740645997609624
WZ2023_Pe_010_20min,,0.5768549494158733
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,0.44352389107861756,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,0.558333599073433
RCJD2014_10min_mean,,
KS2014_Intensity C1,,
FSO2013_Ratio H/M normalized Rep3___1,,
AH2018_SILAC_M_3_C,,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,0.5396148591032087
AH2018_SILAC_M_2_X,,0.5414075560457405
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,0.5688106392604688
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,,0.5774530887379075
PG2020_Intensity 6h_C,,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,0.5442985781653562
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,,0.556892122607888
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,,0.5979955980083002
CK2022_15 16-1,,0.5490726442156562
CK2022_3 16-1,,0.5479326921898876
LY2019_P4-,,0.5459482163247491
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,
GF2025_P8_Adh,,0.5233928732744233
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,,0.5487080331271461
CK2022_10 16-1,,0.5375945010485234
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,0.5503043487607282
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,0.4740114597253262,0.5761365163297081
DB2022_Intensity R1,0.4547375301501123,0.5568625867544942
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,0.42798249084527173,0.5498853908011051
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,0.438412242325366,0.5405372989297479
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,,0.5479614811980087
EJN2021_2_Ex_Basal,0.4814324665833304,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,,0.5552147844661357
AR2021_L41 10 μM,,0.6283398968097493
CF2017_EOC 2,,0.5587921415488151
RB2022_6_PostEndurance,0.41817835964206534,
AH2018_SILAC_1_N,,0.5438027169055034
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,0.4297121903200415,0.5508115604908369
RB2022_7_PreSprint,0.3990235251875799,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,
CK2022_6 16-1,,0.5461714346859781
ZX2022_CB treated Replicate 1,,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.42623931611979665,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,0.44132441797833144,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,,0.5981314710605444
AR2021_L41 1 μM,,0.6211114869202425
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,,0.5993362246612676
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,0.5591364418842065
ZX2022_Control Replicate 3,,
KS2014_Intensity C4,,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,,0.5716437160904813
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,,0.5590806371208993
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,0.41417109388857065,0.5553250862547964
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,0.43515827947801966,
AH2018_SILAC_IT_3_C,,0.5402482359491596
WZ2023_Pu_025_10min,,0.5791380155353012
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,,0.5761005421011747
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,0.5402697918837598
KS2014_Intensity C6,,0.5176029099515179
ZQ2022_N3,0.4449196333298924,0.5600404530669261
