DatasetName,RRAS2_S(10) RRAS2_S(109) RRAS2_S(177) RRAS2_S(192) RRAS2_S(68) RRAS2_S(9),RRAS2_C(186) RRAS2_C(190) RRAS2_S(176) RRAS2_S(186)
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,
WZ2023_Su_005_30min,,0.6712628047023631
SR2019_HCC1419_Biol_repl_4,0.523224390061039,0.7262905786110282
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,0.5422422708216712,0.7423229530097321
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,0.7161528991589703
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,,0.6255055335735267
WZ2023_Su_025_10min,,0.6638088942384575
AH2018_LFQ_IT_4_X,,0.6795222543353011
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,0.5431228425437186,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,,0.6782455958342575
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,0.512699067933192,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5276765206052239,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.5193828762576879,0.6856973612660864
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,,0.627346864161026
LY2019_P7+,,0.6654308784316032
EP2017_Untreated R#1 normalized log2 ratio,0.5347506522580966,
RN2012_L10,0.5143704940279942,
PG2020_Intensity 4h_C,,0.6205627351414085
EP2017_Mitotic R#3 normalized log2 ratio,0.5264256061631042,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,,0.6875487429163505
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,0.647670428888633
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,,0.6434543705312705
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,,0.6909828625041413
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.5243778972800087,
GF2025_P9_Sph,,0.6026190018686673
CK2022_6 200-1,,0.6886688154800504
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,,0.6856731625998352
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,0.5268316281834652,0.7315556769848394
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,0.5330646204207272,0.7348517065170881
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,0.688979843402659
PG2020_Intensity 2h_D,,0.6288634220291582
EP2017_Untreated R#3 normalized log2 ratio,0.5315807049906398,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,,0.6892056707699189
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,,
RB2022_7_PostEndurance,0.527303596966509,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,0.6828143435351971
EP2017_Pervanadate R#2 normalized log2 ratio,0.5110259091910362,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,,0.6865163338655664
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,,
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,0.5627545037951508,
FR2021_Intensity.M,,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,0.5428100087343232,0.7037430937705956
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5347291925745431,
PG2020_Intensity CT_C,,0.6296693381704033
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,0.6646254229666864
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,,
EP2017_Untreated R#3 log2 ratio,0.5325343138080046,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,,
HS2024_8_PD_T2,,
FS2019_Ctr2,,0.6589395863819002
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,0.49481874576565693,
CR2017_Ratio Replicate 2.3,,0.6423873712780739
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,,0.6883531657139863
YA2020_Reporter_intensity_Normal_No.2,,0.7010223724221778
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.5314006894724875,0.7015059874875749
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,
CK2022_2 16-1,,0.6302598191142827
RAM2015_Log2 B,,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.5583517509768693,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,0.6145953889214737
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,,0.7251959113620627
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,,0.6287310707175604
WZ2023_Su_025_30min,,0.667136973299782
AH2018_LFQ_4_N,,0.7000910863407188
CR2017_Ratio Replicate 1.2,,0.6294498942691389
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,0.6570559755716503
AH2018_SILAC_M_1_X,,0.6857690320033617
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,,0.6103594577904675
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,,0.6784639900245076
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,,0.6855774466212005
SR2019_Hs578T_Biol_repl_4,0.5271003970086082,0.7096036163130712
RB2022_8_PreStrength,0.5187017498368274,
KS2014_Intensity C5,,0.6407741111495713
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,0.5204017242545795,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,,0.6720690284054056
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,0.5295695916270345,0.716164789592058
AH2018_LFQ_M_4_N,0.5321472221367124,0.7041860149181939
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,,0.6346715419212627
AH2018_LFQ_2_X,,0.7002421954131673
PG2020_Intensity 2h_B,,0.6143406105002033
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,,0.6412094579507139
GF2025_P3_Sph,,0.6047873280426588
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,0.6814754035247308
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.5421520700261123,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,0.6862672698120655
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,0.5179065122057834,
JJ2018_Ratio M/L normalized pP1,,0.6917459560010095
CR2017_Ratio Replicate 2.4,,
ZQ2022_N1,,0.6748723184790077
LY2019_P6-,,0.623128413486944
RM2024_Intensity D2-3,,
UK2020_HCM_1,,0.7219892036815295
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.5366852739534852,
AH2018_LFQ_3_N,,0.7009359655742919
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,0.7200947267340255
KBE2022_Log2_Ex_13_U,,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,0.5247930903110231,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,0.603558466849837
CK2022_7 40-1,,0.6808499177293894
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,0.6353206023433992
SR2019_BT549_Biol_repl_2,0.5318036482556232,0.7162024543352282
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,0.6248815603774642
RB2022_5_PostEndurance,0.532982314496904,
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,,0.6668444707208835
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,,0.6170805231075235
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,0.5291827628888448,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,,0.637784936593071
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,,0.6733659770327385
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5319166198433328,
PG2020_Intensity 10h_D,,0.6376290233120987
RB2022_8_PreEndurance,0.4923576183982095,
HS2024_3_B_N2,,
EJN2021_4_Ex_Ins,0.5618601376002613,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.5626430455179298,
EP2017_Pervanadate R#3 log2 ratio,0.5267426131256115,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.5428995613998596,0.7021047063187563
AH2018_LFQ_M_4_C,0.5327622565149119,0.702315347969473
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,0.5414667651921367,
CK2022_6 40-1,,0.6815963889229397
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,
LY2019_P3-,,0.6242091510529735
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,0.558311512925636,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,,0.6711803196589488
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,0.5590355790671362,
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,,0.6049001344797099
FS2019_Ctr3,,0.6552019637190553
WZ2023_Pu_025_20min,,0.6777857523539179
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,0.5742867968952706,
GF2025_P10_Adh,,0.6628751467809637
RB2022_1_RecoveryStrength,0.5407403424514724,
SR2019_HCC1954_Biol_repl_4,0.5225079588595781,0.7302530156285292
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,,0.6973112363178516
RB2022_4_PreSprint,0.4888863108285612,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,,0.6995073474264106
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,0.5276127110802461,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,0.6908674278417409
LY2019_P8+,,0.602172943191927
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,0.6800768163814077
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,0.5199974677284376,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,0.5139216464132208,0.7085309724040829
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.5253227085209555,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.5268708651632887,0.6978583896268946
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.5386868505651992,0.6668034615085491
LY2019_P2-,,0.638593573900252
AH2018_LFQ_IT_1_X,,0.6781817090001665
JJ2018_Ratio H/L normalized pP3___1,,0.6015445249050072
RB2022_8_RecoveryStrength,0.5470368788468017,
WZ2023_Pe_005_20min,,0.6711454317885923
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,0.5447255916860204,
HS2024_3_I_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,0.678111312401876
SR2019_MCF10A_Biol_repl_4,0.5263041678867091,0.7115700520512677
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.5328147683289531,
HS2024_5_B_T2,,
HS2024_6_I_T1,,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,,0.6173058258313109
KBE2022_Log2_Ex_36_U,,
AH2018_TMTMS3_3_N,,0.7039577664157739
SR2019_HCC1419_Biol_repl_2,0.5276998006192901,0.7282964688944514
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5411273075614138,0.7087407346988281
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5284136317198006,
KBE2022_Log2_Ex_36_T,,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,,0.6607761582810576
KS2014_Intensity C2,0.5260041580755916,0.6520668952439111
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,,
CK2022_9 200-1,,0.6710965307714141
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,,0.6714489700208927
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,,
LY2019_P1-,,0.6642090560200905
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,,
HS2024_3_I_T3,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,0.6369183238659263
ZQ2022_C3,,0.6134862103948961
EJN2021_3_Rest_Ins,0.5585801014249582,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.5358561658091866,
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,,0.6638373423798419
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,0.5342547562008445,0.7237673976833092
HS2024_5_I_T3,,
KS2014_Intensity N1,0.5101321584692136,0.6749234337188404
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,,0.6436730095681719
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,0.6146702929823726
AH2018_SILAC_MR_2_C,0.5408964193631982,0.7059828131287553
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,,0.5973507920431272
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5420166855444392,0.7036685831122773
JJ2018_Ratio H/M normalized___1,,0.6093215042591753
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.511638872353566,
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,,
AR2021_KD 48h,,0.6320755350548845
FR2021_Intensity.B,,
RB2022_3_PreEndurance,0.5298241304362765,
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,0.5284083114685753,0.7138801799519993
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,0.5292039700676279,0.7400740856931853
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,,0.6761122050613448
KBE2022_Log2_Ex_29_U,,
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,0.5294683145571552,0.7049417528290515
AH2018_LFQ_IT_4_N,,0.6806167780588251
CK2022_15 200-1,,0.690440860466466
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,0.60943696759447
JJ2018_Ratio M/L normalized pP3___1,,0.6358059849642798
KBE2022_Log2_Ex_34_T,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,,0.6572764420180393
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,,0.6940264643500638
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,,0.67263305416808
RN2012_H01,0.4973173770908346,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.5581169528596744,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,0.6812725507323435
EP2017_Pervanadate R#1 normalized log2 ratio,0.5253281415838548,
HS2024_8_B_T3,,
YA2020_Reporter_intensity_Cancer_No.3,,0.6836186122946863
KBE2022_Log2_Ex_44_U,,
WZ2023_Pe_010_20min,,0.6720537398696504
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,0.5291332229398525,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),0.5305785185687918,
RCJD2014_10min_mean,,
KS2014_Intensity C1,0.5284527896266523,0.6448336121683128
FSO2013_Ratio H/M normalized Rep3___1,,0.6412096624064054
AH2018_SILAC_M_3_C,,0.6885125967637109
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,0.6865567955489347
AH2018_SILAC_M_2_X,,0.6820033221541657
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,,0.6752475046659048
PG2020_Intensity 6h_C,,0.631055987274716
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,0.5348011288958594,
JJ2018_Ratio M/L normalized pP1___1,,0.692739312477902
AH2018_LFQ_M_3_N,,0.7052864446574505
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,,0.699969731665792
CK2022_15 16-1,,0.6250994859618563
CK2022_3 16-1,,0.6305123972583297
LY2019_P4-,,0.6422051201453418
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,
GF2025_P8_Adh,,0.6676613274342984
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,,0.6404257433764898
CK2022_10 16-1,,0.6191544168961526
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.5253308806858309,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,0.7244642416576104
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.5262125694203824,
EJN2021_2_Ex_Basal,0.5600758658700417,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,0.5356309043335358,0.6539849456371395
AR2021_L41 10 μM,,0.570553356454863
CF2017_EOC 2,0.5216593236832363,0.638387154798934
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,0.6805254839922603
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,0.7109458437179036
RB2022_7_PreSprint,0.5204549967256259,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,
CK2022_6 16-1,,0.6239340111868246
ZX2022_CB treated Replicate 1,,0.7125616590099249
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5301551017168017,0.6826196760094363
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,0.5242659095995984,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,,0.6938384354255375
AR2021_L41 1 μM,,0.589509165542737
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,,0.6992852419549475
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,0.5583595317935526,
ZX2022_Control Replicate 3,,0.7152253639050217
KS2014_Intensity C4,0.5272925556898901,0.6373377277742079
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,0.5280549091728002,0.7162766786894793
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,,0.7073148060838823
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
