DatasetName,HDAC1_C(409) HDAC1_M(393) HDAC1_S(393) HDAC1_S(403) HDAC1_S(406) HDAC1_S(409) HDAC1_S(410) HDAC1_S(413) HDAC1_S(421) HDAC1_S(423) HDAC1_S(434),HDAC1_C(410) HDAC1_C(421) HDAC1_S(408)
HS2024_6_B_N2,0.5825260402571542,
KBE2022_Log2_Ex_9_T,,
AH2018_SILAC_IT_2_N,0.564409586918183,
AH2018_SILAC_IT_1_X,0.5609686212036815,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.5879324080963468,
UK2020_UA_2,0.5618856515867533,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5534581294379769,
WZ2023_Pe_025_20min,0.5898450685891188,0.3836888406718008
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,,
HS2024_4_I_N2,0.5830340048877544,
AH2018_TMTMS2_3_N,0.562791846538407,
RN2012_H06,0.5546799133391229,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,0.5741021893423697,
WZ2023_Su_005_30min,0.5783620040069999,0.3560881903221156
SR2019_HCC1419_Biol_repl_4,0.5736501994108595,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,0.589077006640784,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,0.561590471526959,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5753550645673756,
WZ2023_Su_025_10min,0.5843590464586872,0.3696634117798063
AH2018_LFQ_IT_4_X,0.5670783842177218,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.5712931035200557,0.3971532517530989
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,0.5452596225889009,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,0.5718708737740342,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5520003817713164,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.5774652409002553,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.5617452139592367,
LY2019_P7+,0.5463207918268433,
EP2017_Untreated R#1 normalized log2 ratio,0.5358168135771498,
RN2012_L10,0.5551816145885663,
PG2020_Intensity 4h_C,0.5582529342743556,
EP2017_Mitotic R#3 normalized log2 ratio,0.5582425532299793,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.5669442050828164,
RB2022_8_PostStrength,0.5696081476992493,
AH2018_SILAC_IT_2_X,0.5618942202355759,
HS2024_4_B_T3,0.6080529520938828,
NJH2024_Sub2_HIIT_Post,0.5414858116630789,
HS2024_8_B_N2,0.5435190538649404,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,0.5614744700578558,
HS2024_8_I_T2,0.5321433107765278,
KBE2022_Log2_Ex_6_U,0.6185664400982295,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.5513365542936273,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.5766522383829915,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.5665135911542442,
GF2025_P9_Sph,0.5611784937877375,
CK2022_6 200-1,0.5858011931874482,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.5814773697746697,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,0.56881770436997,
HS2024_4_I_T2,0.5935174975439742,
NJH2024_Sub2_MICT_Mid,0.5542988118267536,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.5806455010623129,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,0.5725405452733022,
HS2024_3_B_T3,0.5614558838890923,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,0.5696806997454985,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,0.5510247825393103,
PG2020_Intensity 2h_D,0.5228936601902888,
EP2017_Untreated R#3 normalized log2 ratio,0.5762578133212423,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5834662982540076,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5639799348280606,
RB2022_7_PostEndurance,0.5654668813855172,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,0.5758362491788169,
JJ2018_Ratio H/L normalized pP1,0.5659618636128587,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5270943275092359,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,0.564590451329606,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,0.547225609038779,
KBE2022_Log2_Ex_29_T,,
HS2024_7_I_T2,0.5617452880923355,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.5782609722686266,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,0.563571322535802,
FR2021_Intensity.M,0.5859632014555348,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5811013748310679,
PG2020_Intensity CT_C,0.5210770262740514,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.6205321328366048,
EP2017_Untreated R#3 log2 ratio,0.577938027696312,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.5840376121567801,
HS2024_8_PD_T2,0.5572220539953167,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,0.5861990313272595,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,0.5548050746230946,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.6142929119666263,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.5382097994564531,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5380933297924472,
YA2020_Reporter_intensity_Normal_No.2,,
YP2020_Intensity P30_R2_mult_log2,0.5620199568317189,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,0.5748202386286121,
HS2024_3_PD_T3,0.5739046588786064,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,0.592280206361545,
RAM2015_Log2 C,0.571634894771168,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.551618720636177,
CK2022_2 16-1,0.5676149154945525,
RAM2015_Log2 B,0.5605155548530985,
YP2020_Intensity C10_R1_mult_log2,0.5800834427277436,
FSO2013_Ratio M/L normalized Rep1___2,0.5445094421776454,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.5632274146797743,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,0.5539233412046621,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,0.5667235697967201,
UK2020_HCM_5,0.5616806114058767,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,0.5898503915833045,
PG2020_Intensity Mock_10h_B,0.5763068889146383,
WZ2023_Su_025_30min,0.5851522756382491,0.4027336516128203
AH2018_LFQ_4_N,,
CR2017_Ratio Replicate 1.2,0.57304910600738,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.5471832802566962,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.5720797318632941,
AH2018_SILAC_M_1_X,,
RB2022_7_PreEndurance,0.5770979677590198,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.5672619238824216,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.5636138795310969,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,0.5360540108697046,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.5836986104588169,
SR2019_Hs578T_Biol_repl_4,0.5697714884039905,
RB2022_8_PreStrength,0.5653217717619006,
KS2014_Intensity C5,0.5715442157146008,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,0.554450102787859,
NJH2025_Sub2_HIIT_Pre,0.554777160420784,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,0.5654445031396111,
GF2025_P9_Adh,0.5873772066348056,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,0.5752551657693863,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,0.5548427538102829,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.5958779194444775,
SR2019_BT549_Biol_repl_1,0.574117769999446,
AH2018_LFQ_M_4_N,,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.5675950859682624,
AH2018_LFQ_2_X,,
PG2020_Intensity 2h_B,0.49418873189623175,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,0.5704433911235464,
GF2025_P3_Sph,0.5471375169970668,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,0.553915703019022,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.5623837587573487,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,0.5696606427291427,
CR2017_Ratio Replicate 2.4,0.546904291733111,
ZQ2022_N1,,
LY2019_P6-,0.5658519361913383,
RM2024_Intensity D2-3,,
UK2020_HCM_1,0.561226165416402,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.559852430299257,
AH2018_LFQ_3_N,,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,0.5441978028032147,
UK2020_UA_1,0.5616922074337086,
KBE2022_Log2_Ex_13_U,0.5579263473936742,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,0.5668073418485483,
RB2022_1_RecoverySprint,0.5790616420229082,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,0.5540060735048469,
CK2022_7 40-1,,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.5473040383959197,
SR2019_BT549_Biol_repl_2,0.562138656619637,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,0.5616728910501515,
RB2022_5_PostEndurance,0.5576419940188853,
HS2024_5_PD_T2,0.5768601776721969,
WZ2023_Su_025_20min,0.5739814512873896,0.3521466702403016
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,0.5727636491366749,
LY2019_P8-,0.5393288872919685,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.555391941584328,
NJH2024_Sub2_HIIT_Pre,0.554777160420784,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5282711201760373,
PG2020_Intensity 10h_D,0.5718108308416435,
RB2022_8_PreEndurance,0.5665817217688561,
HS2024_3_B_N2,0.5924466748769119,
EJN2021_4_Ex_Ins,0.5630817123034475,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.5632383790555856,
EP2017_Pervanadate R#3 log2 ratio,0.5545432661026256,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,,
AH2018_LFQ_M_4_C,,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,0.5365150569902758,
CK2022_6 40-1,,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.6195317563362877,
LY2019_P3-,0.5502493287984525,
FR2021_Intensity.A,0.5814378840354316,
EJN2021_3_Ex_Ins,0.5640533569949917,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.5880323468207078,0.37256618639383693
HS2024_8_PD_T3,0.5534015504036917,
EJN2021_3_Ex_Basal,0.5664219625778147,
AST2020_Control.1,0.5787051230596435,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.5641288964773815,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.579107152477025,0.3733269323197111
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.5600331308098578,
RB2022_1_RecoveryStrength,0.5690645889510844,
SR2019_HCC1954_Biol_repl_4,0.5674232908989678,
FR2021_Norm.Intensity.N,0.5851750699189585,
HS2024_5_B_N1,0.5822340692176053,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.5629208529850455,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5801305551791178,
HS2024_8_I_N2,0.5596163785555763,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,
LY2019_P8+,0.5654378354284705,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,0.5624097569278312,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,0.5866718794549098,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.5587844700658601,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,0.5865887955532648,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.6232074825094277,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.5751501553665427,
LY2019_P2-,0.5446721303682689,
AH2018_LFQ_IT_1_X,,
JJ2018_Ratio H/L normalized pP3___1,0.5539366012953267,
RB2022_8_RecoveryStrength,0.5677666742420848,
WZ2023_Pe_005_20min,0.5860468003421564,0.3603722315877292
AST2020_Control.2,0.5772147479453614,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.5981057445845135,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,
SR2019_MCF10A_Biol_repl_4,0.5751638237809159,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.574820791758224,
HS2024_5_B_T2,0.5775255464533604,
HS2024_6_I_T1,0.5772503407923316,
HS2024_5_B_T3,0.5541073356951118,
JJ2018_Ratio H/M normalized pP1___1,0.5545496622818417,
KBE2022_Log2_Ex_36_U,,
AH2018_TMTMS3_3_N,0.5793771821818487,
SR2019_HCC1419_Biol_repl_2,0.5739639050203523,
FR2021_Intensity.N,0.5851603239505155,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5585524034326921,
KBE2022_Log2_Ex_36_T,,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.5823249260710704,0.3660142127416716
KS2014_Intensity C2,0.5726392239123905,
FSO2013_Ratio H/L normalized Rep1___2,0.5916528314472745,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.6201981556435862,
CK2022_9 200-1,0.5823605946222439,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.590746449038742,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.5317772019240254,
RBK2021_1332T Late,,
LY2019_P1-,0.5869534129374621,
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,0.5446537680638298,
HS2024_3_I_T3,0.5880485246503756,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5743376474373806,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,0.5584200322102494,
YP2020_Intensity P10_R2_mult_log2,0.5800388040611455,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.6224949522711873,
FSO2013_Ratio H/M normalized Rep3___2,0.5278780694600207,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.5369640714054633,
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5747822948607557,0.33100922243849706
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,0.5902643582717725,
HS2024_5_I_T3,0.5787794628115345,
KS2014_Intensity N1,0.5735761002258558,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,0.5753069455148523,
CR2017_Ratio Replicate 1,0.5603761924493148,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,0.5538993581518697,
AH2018_SILAC_MR_2_C,,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.5498951925933019,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,,
JJ2018_Ratio H/M normalized___1,0.5529177239566111,
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.5469408999110923,
HS2024_5_B_N2,0.5720107438357198,
HS2024_5_I_N1,0.5794372616418776,
HS2024_6_I_N1,0.5724213839963772,
AR2021_KD 48h,0.5382180571966191,
FR2021_Intensity.B,0.5899355414154404,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.5558575084642083,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,0.5672238986462997,
AST2020_anti-CD3,0.5765893668360987,
SR2019_MDAMB231_Biol_repl_1,0.5748234135410745,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5838405747864799,0.3733845008458055
KBE2022_Log2_Ex_29_U,,
HS2024_7_B_T1,0.5637940405236743,
AH2018_LFQ_M_2_X,,
AH2018_LFQ_IT_4_N,0.5668222690426564,
CK2022_15 200-1,0.5779258377858927,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,0.5530142924506279,
JJ2018_Ratio M/L normalized pP3___1,0.5656226829833003,
KBE2022_Log2_Ex_34_T,0.5723568596727198,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.5469804523774718,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.5859781664872261,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5738524534028765,0.37972704239928595
RN2012_H01,0.558444329866775,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.564409883607051,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,0.5565261997451069,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5531285095741457,
HS2024_8_B_T3,0.585759115158777,
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,0.5700949415584673,
WZ2023_Pe_010_20min,0.587921461923209,0.37847008360820994
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,
KS2014_Intensity C1,0.5497427379825524,
FSO2013_Ratio H/M normalized Rep3___1,0.5136895811600832,
AH2018_SILAC_M_3_C,0.5649022381305566,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5650720495778147,
AH2018_SILAC_M_2_X,0.5652851847111775,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.6191723585986475,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.576721133612028,0.3750981734401099
PG2020_Intensity 6h_C,0.5685383276623865,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,0.569463255275407,
AH2018_LFQ_M_3_N,,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.5614212520297583,
CK2022_15 16-1,0.5581333733326491,
CK2022_3 16-1,0.5676690712932349,
LY2019_P4-,0.5845687748940482,
FSO2013_Ratio H/L normalized Rep3___2,0.5060349222387068,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.5597620830837655,
GF2025_P8_Adh,0.6071802157851184,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,0.5672173733518178,
GF2025_P5_Sph,0.528702735423676,
CK2022_10 16-1,0.5698647652645891,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,0.5474266357661969,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,0.561639448079726,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,0.5726826954299679,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.565161571343822,
EJN2021_2_Ex_Basal,0.5599351494274715,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,,
AR2021_L41 10 μM,0.5536932361766819,
CF2017_EOC 2,,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,0.562184397691078,
RB2022_7_PreSprint,0.5732950226184169,
NJH2024_Sub2_MICT_Pre,0.5548427538102829,
HS2024_3_PD_T2,0.5941107404327434,
CK2022_6 16-1,0.5706593150584349,
ZX2022_CB treated Replicate 1,0.5538522063152099,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,0.5758937004698235,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5601105902784776,
RM2024_Intensity D2-2___2,,
