DatasetName,MMTAG2_S(155) MMTAG2_S(170) MMTAG2_S(178) MMTAG2_S(233),MMTAG2_S(11) MMTAG2_S(123) MMTAG2_S(125) MMTAG2_S(127) MMTAG2_S(164) MMTAG2_S(177) MMTAG2_S(209) MMTAG2_S(216) MMTAG2_S(217) MMTAG2_S(220) MMTAG2_S(225) MMTAG2_S(231) MMTAG2_S(235) MMTAG2_S(246) MMTAG2_S(261) MMTAG2_T(175) MMTAG2_T(215) MMTAG2_T(219)
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,0.6235216164663685
WZ2023_Su_005_30min,,0.5500939690903759
SR2019_HCC1419_Biol_repl_4,,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,,0.5248751007773383
WZ2023_Su_025_10min,,0.5493921486232345
AH2018_LFQ_IT_4_X,,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,,0.5501995929068575
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,,0.5377583402531075
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.3360966341146987,0.5447370290051609
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,,0.5604348624072867
LY2019_P7+,,0.5468005436231791
EP2017_Untreated R#1 normalized log2 ratio,,0.576375676185148
RN2012_L10,,0.5426199030406686
PG2020_Intensity 4h_C,,0.5609864530932449
EP2017_Mitotic R#3 normalized log2 ratio,,0.5424383839625075
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,0.5467932212994924
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,,
HS2024_4_B_T3,,0.5685754192475031
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,0.5430170410249526
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,0.555107065946119
KBE2022_Log2_Ex_6_U,,0.5439725878133427
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,,0.5511774756724088
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.3396999814127437,0.5315259829131082
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,,0.5347262936100845
GF2025_P9_Sph,,0.5383052219153384
CK2022_6 200-1,0.34013284650473746,0.5255548914411469
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,,0.5363345293436675
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,0.6384626139180294
SAS2015_AZD/DMSO_Exp1,,0.5399986334756985
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,0.5478194732882068
HS2024_3_B_T3,,0.5498077775940402
MV2014_Ratio L/H normalized A3___2 (2 min),,0.5464668812749685
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,,0.5648677936087912
EP2017_Untreated R#3 normalized log2 ratio,,0.5097631537860916
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.33391395702335047,0.52148850943515
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,,0.5710627669750998
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,,0.5442294828807809
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,0.5564016189065479
KBE2022_Log2_Ex_29_T,0.3430170733141181,0.5534506941768399
HS2024_7_I_T2,,0.540037668019093
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,0.5026848821317768
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,0.5465177269214041
EJN2021_1_Ex_Basal,,
FR2021_Intensity.M,,0.559774459761517
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,,0.5512395871540826
PG2020_Intensity CT_C,,0.5484811882314586
ZCP2016_Ratio H/L Rep 1,,0.5400473589726837
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,,0.5485910713515337
EP2017_Untreated R#3 log2 ratio,,0.5106348929085781
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,,0.571686670642501
HS2024_8_PD_T2,,0.5397140839542475
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,0.5598069880873834
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,0.5435565047509745
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,,0.5432430773527234
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,0.5637197628774314
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,,0.5703883207630902
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,,0.5462057172987724
YA2020_Reporter_intensity_Normal_No.2,,
YP2020_Intensity P30_R2_mult_log2,,0.5433570935077306
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,0.6071924392902572
HS2024_3_PD_T3,,0.5654902482133898
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,0.5623636918853602
RAM2015_Log2 C,,0.5528943995110004
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,0.4967966659886145
AH2018_LFQ_M_2_N,,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,0.5487657422438088
CK2022_2 16-1,,0.5328792199051146
RAM2015_Log2 B,,0.5523365989383033
YP2020_Intensity C10_R1_mult_log2,,0.5480521826335749
FSO2013_Ratio M/L normalized Rep1___2,,0.5575953571763407
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,0.5128578618396473
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,,0.5568702083100004
PG2020_Intensity Mock_10h_B,,0.5668871092141102
WZ2023_Su_025_30min,,0.5509271050174749
AH2018_LFQ_4_N,,
CR2017_Ratio Replicate 1.2,,0.5387642905883259
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,0.5869747432986315
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,
AH2018_SILAC_M_1_X,,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,,0.5344180532055453
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,,0.557074420459253
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,0.5289866454152973
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,0.5338035105121904
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,,0.550714079102181
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,0.559216131215995
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,,0.5592282137957344
AH2018_LFQ_2_X,,
PG2020_Intensity 2h_B,,0.5638093447655812
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,,0.5369076592420874
GF2025_P3_Sph,,0.5399477925619821
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,0.5427277848674628
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,,0.5867295894554202
ZQ2022_N1,,0.5216810159440571
LY2019_P6-,,0.5557606466678698
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,0.5437344615625108
RN2012_L14,,0.5397943360999977
AH2018_LFQ_3_N,,
RKK2015_TNF-α/IKKb,,0.5300511454471093
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,,0.5489467204240643
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,,0.5307122079100798
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,0.5606622100819156
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,,0.5203469474889335
WZ2023_Su_025_20min,,0.550401239926807
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,0.5484795716956632
LY2019_P8-,,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,,0.5444868015305722
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,,0.5400693019033889
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,0.528871210547529
PG2020_Intensity 10h_D,,0.5175950559572057
RB2022_8_PreEndurance,,
HS2024_3_B_N2,,0.563768857074607
EJN2021_4_Ex_Ins,,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,
EP2017_Pervanadate R#3 log2 ratio,,0.5298296662751785
FSO2013_Ratio M/L normalized Rep1___3,,0.5378247487718663
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,0.5342464202593108
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,,
AH2018_LFQ_M_4_C,,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,,0.5458647847283465
CK2022_6 40-1,,0.5321229818184795
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,0.5502566800655035
LY2019_P3-,,0.5381916038996
FR2021_Intensity.A,,0.549878918745308
EJN2021_3_Ex_Ins,,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,,0.549680604255982
HS2024_8_PD_T3,,0.5152612397432703
EJN2021_3_Ex_Basal,,
AST2020_Control.1,,0.538414104934215
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,,0.5640581240869196
FS2019_Ctr3,,
WZ2023_Pu_025_20min,,0.5497951511143725
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,,0.5398073643151007
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,0.5559298409152829
HS2024_5_B_N1,,0.540645427620938
FSO2013_Ratio H/M normalized Rep3___3,,0.579765042401194
AH2018_TMTMS2_2_C,,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,,
HS2024_8_I_N2,,0.5673277018262568
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,
LY2019_P8+,,0.5481310669474464
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,0.5449760872911218
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,0.5501016012071014
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,,0.5452638341413764
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,0.5215229280290183
LY2019_P2-,,0.5321272947172482
AH2018_LFQ_IT_1_X,,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,,0.5488495706470649
AST2020_Control.2,,0.5405802754246931
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,0.5403059579691205
FSO2013_Ratio H/L normalized Rep2___3,,0.549142640632863
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,,0.5325386095277653
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,0.5297511336641669
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,,0.5352600957157901
HS2024_5_B_T2,,0.5510484441821439
HS2024_6_I_T1,,0.5317713773968147
HS2024_5_B_T3,,0.562815905852911
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.3353659654155445,0.54445197660236
AH2018_TMTMS3_3_N,,
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,,0.5559243229946348
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,,0.5406738968481295
KBE2022_Log2_Ex_36_T,0.34016059980957425,0.5490014740806952
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,,0.55072890418657
KS2014_Intensity C2,,0.5366113804136314
FSO2013_Ratio H/L normalized Rep1___2,,0.5561954890305918
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,,0.5462831008463918
CK2022_9 200-1,0.31046765236299534,0.5133166135588669
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.3100457747590728,0.5123351705171603
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,0.5607368415430428
RBK2021_1332T Late,,
LY2019_P1-,,0.5609643886121558
RKK2015_TNF-α/basal.1,,0.5260293578874387
RKK2015_TNF-α/TNF-α+SC-514,,0.5496743629848968
CR2017_Ratio Replicate 2.5,,0.6180291152391972
HS2024_3_I_T3,,0.562099944696405
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,
ZQ2022_C3,,0.5621419284800342
EJN2021_3_Rest_Ins,,
YP2020_Intensity P10_R2_mult_log2,,0.5493196076982652
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,0.5465615842782764
FSO2013_Ratio H/M normalized Rep3___2,,0.5543242775809031
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,,0.5772614725638606
RKK2015_SC-514/basal,,0.5022780959403649
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,,0.548017682556438
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,,0.5412511812174771
KS2014_Intensity N1,0.3308105491827657,0.54510378272338
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,,0.5396273854521959
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,,0.5657703128946779
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,0.5468713110615754
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,0.5359817536596494
HS2024_5_B_N2,,0.5593602894142166
HS2024_5_I_N1,,0.5748665213657581
HS2024_6_I_N1,,0.5630158493058232
AR2021_KD 48h,,0.5725841745776994
FR2021_Intensity.B,,0.5515327278127812
RB2022_3_PreEndurance,,
HS2024_5_I_T1,,0.5365402951858732
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,0.5413827816962581
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,,0.5491045869395176
KBE2022_Log2_Ex_29_U,0.34968705867322947,0.5528116278166894
HS2024_7_B_T1,,0.552543174539899
AH2018_LFQ_M_2_X,,
AH2018_LFQ_IT_4_N,,
CK2022_15 200-1,0.3464290786551406,0.534423679745003
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,,0.5466776836651412
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.33327455712897214,0.5224867488728021
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,0.5366138963991158
WZ2023_Su_010_30min,,0.5501133842307602
RN2012_H01,,0.5511676405504291
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,0.5290392370343668
EP2017_Pervanadate R#1 normalized log2 ratio,,0.5376376643119598
HS2024_8_B_T3,,0.5588253875302451
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,,0.5399531178672888
WZ2023_Pe_010_20min,,0.5500516985494391
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,0.5634348456424769
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,0.5459740318920824
KS2014_Intensity C1,,0.5406837380560644
FSO2013_Ratio H/M normalized Rep3___1,,0.5451140277408583
AH2018_SILAC_M_3_C,,
RKK2015_TNF-α+IKKb/TNF-α,,0.528322094436742
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,
AH2018_SILAC_M_2_X,,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,0.5437480550223684
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,,0.5481912501609133
PG2020_Intensity 6h_C,,0.5607939052852773
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,,
CK2022_15 16-1,,0.5373542120854659
CK2022_3 16-1,,0.5302559944446075
LY2019_P4-,,0.5536065546438194
FSO2013_Ratio H/L normalized Rep3___2,,0.5414268987802159
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,0.5635251763056095
GF2025_P8_Adh,,0.5451075051624644
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,0.5279831700130666
GF2025_P5_Sph,,0.5619484380458902
CK2022_10 16-1,,0.5204399454310384
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,0.5436444217952999
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,,0.5397401224136672
IMM2018_normalised rep. int. CDK5L-1,,0.5476237851755444
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,,0.5310416682440008
EJN2021_2_Ex_Basal,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,,0.5234205316793283
AR2021_L41 10 μM,,0.5522200134774977
CF2017_EOC 2,,0.5376957333892829
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,0.5624309841921433
CK2022_6 16-1,,0.53315432126397
ZX2022_CB treated Replicate 1,,0.5494773884975857
BS2014_Log2(Ratio H/L normalized Rep_3),,0.5415277871661542
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.33325543878375796,0.5450105658979955
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,,
AR2021_L41 1 μM,,0.5368358292782207
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,,0.5476628810523023
KS2014_Intensity C4,,0.5371188184211284
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.3151924092919514,0.5449070495923846
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,0.5349437928252636
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,0.5225236496567787
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,,0.5455417405789835
SAS2015_PLX/DMSO_Exp3,,0.5422350867468596
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,,
FSO2013_Ratio H/M normalized Rep2___3,,0.5224671104441136
