DatasetName,DTD1_S(193),DTD1_S(12) DTD1_S(179) DTD1_S(182) DTD1_S(194) DTD1_S(196) DTD1_S(197) DTD1_S(204) DTD1_S(205) DTD1_S(4)
RN2012_H06,,0.5392569557735738
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,0.554388303413087
WZ2023_Su_005_30min,,0.5816237391125431
SR2019_HCC1419_Biol_repl_4,,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,0.5344993385204432
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,,0.5700244275777755
WZ2023_Su_025_10min,,0.585887638635711
AH2018_LFQ_IT_4_X,,0.5554849792859576
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,0.5274880910927657
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,,0.5867199226321307
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,,0.5542422723648528
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,,0.5632183825348973
MV2014_Ratio H/M normalized A2___1 (2 min),,0.5296750467691131
PG2020_Intensity 8h_D,,
LY2019_P7+,,0.5455295926400813
EP2017_Untreated R#1 normalized log2 ratio,,0.5364370690078406
RN2012_L10,,0.5351992929058973
PG2020_Intensity 4h_C,,0.5204298718706212
EP2017_Mitotic R#3 normalized log2 ratio,,0.5237068226557063
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,0.5506254979564587
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,,0.5567066088552581
HS2024_4_B_T3,,0.541717755209157
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,0.5512610433546509
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,0.5267058875144845
HS2024_8_I_T2,,0.5644092358014209
KBE2022_Log2_Ex_6_U,,0.5500332005913918
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,,0.5582582317934125
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,0.5312747073884837
MV2014_Ratio M/H normalized B3___2 (30 min),,0.5349913761666028
CK2022_16 200-1,,0.5406845755703699
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,,0.5205997111318453
GF2025_P9_Sph,,0.546478924936818
CK2022_6 200-1,,0.5423277684935404
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,,0.5367854323637099
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,,0.542422122706476
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,0.5304901167596513
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,0.5725635697446119
SAS2015_AZD/DMSO_Exp1,,0.5423431313576612
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,0.5663693176887246
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,,0.5479321981340243
EP2017_Untreated R#3 normalized log2 ratio,,0.5364618486512468
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,,0.542752496659803
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,,0.5333703442879382
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,0.5287075956419706
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,0.5398479662928001
EP2017_Pervanadate R#2 normalized log2 ratio,,0.5346112379621708
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,0.5319125853744271
AH2018_SILAC_2_C,,0.5538693846445623
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,0.5525988375468902
KBE2022_Log2_Ex_29_T,,0.5351133344824074
HS2024_7_I_T2,,0.5529114073374816
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,0.5773646147410064
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,0.5468333056375286
EJN2021_1_Ex_Basal,,0.5321040625661184
FR2021_Intensity.M,,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,,0.5761497978736084
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,,0.5554801646627407
PG2020_Intensity CT_C,,0.5474908668118663
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,0.5304940800962085
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,,0.5492548509428938
EP2017_Untreated R#3 log2 ratio,,0.535453046415406
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,0.5386853517505327
CR2017_Ratio Replicate 3.4,,0.5332861045551296
HS2024_8_PD_T2,,0.5549107736789434
FS2019_Ctr2,,0.5246314258235467
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,0.5306713955193478
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,0.5493704697190648
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,,0.5473791221051656
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,0.5352476757847563
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,,0.5388805734579587
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,,0.5499909151772425
YA2020_Reporter_intensity_Normal_No.2,,0.5173539695734838
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,0.5594733758019919
HS2024_3_PD_T3,,0.5117252471675782
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,,0.5750936700731474
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,0.5481589085536712
CK2022_2 16-1,,0.5311690126114721
RAM2015_Log2 B,,0.5625675558279419
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,0.5624897036849797
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,0.5380061200949375
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,0.5836459062198804
UK2020_HCM_5,,0.5337478185521598
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,0.5421955284617709
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,0.5304879264997929
HS2024_7_PD_T3,,0.5374628431177497
PG2020_Intensity Mock_10h_B,,0.54578540395199
WZ2023_Su_025_30min,,0.5891292740389313
AH2018_LFQ_4_N,,0.5716438172111216
CR2017_Ratio Replicate 1.2,,0.5393856194601861
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,0.5415296203156215
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.583031171371722,
AH2018_SILAC_M_1_X,,0.5525563296783254
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,0.5357251676012488
LY2019_P6+,,0.5486566405410189
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,,0.539027239039613
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,0.5250270401417446
HS2024_5_I_T2,,0.5348352466617299
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,0.538037479863573
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,,0.5380043371459404
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,,0.5371181695794359
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,0.5242710886074703
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,,0.5439088953360078
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,0.5360066677780017
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,,0.5759414755827006
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,,0.5136936946929193
AH2018_LFQ_2_X,,0.5678572994555571
PG2020_Intensity 2h_B,,0.5469013343138031
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,,0.554555665558037
GF2025_P3_Sph,,0.5333845183269748
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,0.5315315809155902
AH2018_SILAC_1_C,,0.5492711532115485
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,0.5412859795593626
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,0.5573696647325126
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,0.535570124435957
CR2017_Ratio Replicate 2.4,,0.5399557029295017
ZQ2022_N1,,
LY2019_P6-,,0.5710268071852072
RM2024_Intensity D2-3,,
UK2020_HCM_1,,0.5332713321498465
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,0.5391380527961696
RN2012_L14,,0.5390422386039894
AH2018_LFQ_3_N,,0.5699102600078575
RKK2015_TNF-α/IKKb,,0.5102868834868589
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,0.5330448796459328
KBE2022_Log2_Ex_13_U,,0.5496411205253702
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,0.5368441411416499
CK2022_7 40-1,,0.5225537123955815
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,0.5420889185299439
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,0.522887464585268
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,,0.5412523648395422
WZ2023_Su_025_20min,,0.5846722633308011
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,,0.5431966259751477
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,0.531020610621572
FSO2013_Ratio H/L normalized Rep1,,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,,0.5137142468911388
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,0.5374206772541454
PG2020_Intensity 10h_D,,
RB2022_8_PreEndurance,,
HS2024_3_B_N2,,0.527596799885346
EJN2021_4_Ex_Ins,,0.5541407710979516
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,0.5324611619228652
EP2017_Pervanadate R#3 log2 ratio,,0.5418268450759718
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,0.5385268099746485
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,,0.5724576767015195
AH2018_LFQ_M_4_C,,0.5781636926441391
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,0.5341964604401773
MV2014_Ratio L/M normalized B2___1 (30 min),,0.5328309545306795
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,0.5292195496392336
RN2012_H04,,0.5425625286154765
CK2022_6 40-1,,0.5245833749393393
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,0.5527684656950407
LY2019_P3-,,0.5666292699722031
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,,0.5479843364947464
MV2014_Ratio M/L normalized A1___1 (2 min),,0.528833779993658
WZ2023_Pe_005_30min,,0.5856534753309975
HS2024_8_PD_T3,,0.522638230578553
EJN2021_3_Ex_Basal,,0.5300686389105896
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,,0.5427130242313436
FS2019_Ctr3,,
WZ2023_Pu_025_20min,,0.5878424577949279
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,,0.5463000714064666
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,0.5327060287813299
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,,0.48410046167971793
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,,0.5366036722448192
HS2024_8_I_N2,,0.5483454683220149
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,0.5515955088087667
LY2019_P8+,,0.5091574949599802
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,0.5332725717961253
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,0.5576500638440108
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,0.5732321817718632
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,0.5437230139050487
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,,0.5472980217486536
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,0.5451444549950883
LY2019_P2-,,0.5201529048183907
AH2018_LFQ_IT_1_X,,0.5519984246198093
JJ2018_Ratio H/L normalized pP3___1,,0.5367128179385329
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,,0.5824011408303356
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,0.5320046348077991
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,,0.5399529691160816
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,0.5224981561891338
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,,0.5575989467873954
HS2024_5_B_T2,,0.5438362215726242
HS2024_6_I_T1,,0.5642216166077492
HS2024_5_B_T3,,0.5302831743671739
JJ2018_Ratio H/M normalized pP1___1,,0.545066913175878
KBE2022_Log2_Ex_36_U,,0.5442835000172408
AH2018_TMTMS3_3_N,,0.5349059933059643
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,0.572614910133591
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,,0.5221899554249956
KBE2022_Log2_Ex_36_T,,0.5433683757351232
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,,0.5826807439812858
KS2014_Intensity C2,,0.56743914192783
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,,0.5555513194650905
CK2022_9 200-1,,0.5462026926000454
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,,0.5456123673172646
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,0.5444999888257885
RBK2021_1332T Late,,
LY2019_P1-,,0.5221091309271367
RKK2015_TNF-α/basal.1,,0.5213315921223963
RKK2015_TNF-α/TNF-α+SC-514,,0.5151507837216838
CR2017_Ratio Replicate 2.5,,0.5453982838788547
HS2024_3_I_T3,,0.5399553148644212
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,0.5286993961821942
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,0.5715314745340344
ZQ2022_C3,,
EJN2021_3_Rest_Ins,,0.560244794870301
YP2020_Intensity P10_R2_mult_log2,,0.5520557881945926
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,0.5491085463470993
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,,0.5354285444445127
RKK2015_SC-514/basal,,0.5126884680162674
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,,0.5888411656385327
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,,0.5096138688175244
KS2014_Intensity N1,,0.551046817550516
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,,0.5388468471401214
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,0.5336300426566124
JJ2018_Ratio H/M normalized pP3,,0.5380814390668647
AH2018_SILAC_MR_2_C,,0.5708363285463979
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,,0.5286702619218728
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,,0.5665101836102857
JJ2018_Ratio H/M normalized___1,,0.5243373339572427
RCJD2014_15min_2,,0.5494697683634894
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,
HS2024_5_B_N2,,0.5343029481721755
HS2024_5_I_N1,,0.5438829005567677
HS2024_6_I_N1,,0.5453705518034534
AR2021_KD 48h,,0.5103736555603982
FR2021_Intensity.B,,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,,0.5364361429565281
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,,0.5835810773993716
KBE2022_Log2_Ex_29_U,,0.5337933153482035
HS2024_7_B_T1,,0.5616242002923331
AH2018_LFQ_M_2_X,,0.5728473755386947
AH2018_LFQ_IT_4_N,,0.5551659148882243
CK2022_15 200-1,,0.5407136730418896
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,0.524577995467308
JJ2018_Ratio M/L normalized pP3___1,,0.5391405515067392
KBE2022_Log2_Ex_34_T,,0.5503578993783482
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,0.5313634907637305
LY2019_P2+,,0.5555501060821545
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,,0.5404432666584622
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,0.5321175150564277
WZ2023_Su_010_30min,,0.5869191073006393
RN2012_H01,,0.5254840658555554
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,0.5663288342965267
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,0.5234108874341179
EP2017_Pervanadate R#1 normalized log2 ratio,,0.5521929698597481
HS2024_8_B_T3,,0.5486236160548915
YA2020_Reporter_intensity_Cancer_No.3,,0.5143269438203667
KBE2022_Log2_Ex_44_U,,0.5451928709248552
WZ2023_Pe_010_20min,,0.5825655963643173
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,0.5402620346453472
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,0.5489993717976577
RCJD2014_10min_mean,,0.5627273330287226
KS2014_Intensity C1,,0.5595154626215117
FSO2013_Ratio H/M normalized Rep3___1,,
AH2018_SILAC_M_3_C,,0.5500241272961738
RKK2015_TNF-α+IKKb/TNF-α,,0.5844649262735447
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,0.5418208886928988
AH2018_SILAC_M_2_X,,0.5418107621058008
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,0.5483705106600074
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,,0.5871175882371555
PG2020_Intensity 6h_C,,0.5280747625081771
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,0.5354748418117191
AH2018_LFQ_M_3_N,,0.5743474379552544
VOI2024_0.1uM 24 h_2 mono,,0.5386688035201054
AH2018_TMTMS2_3_C,,0.49157445125403143
CK2022_15 16-1,,0.5304259092311471
CK2022_3 16-1,,0.5316084972724934
LY2019_P4-,,0.5453945923976395
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,0.513302994469925
GF2025_P8_Adh,,0.5395178739894556
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,0.5390869973144865
GF2025_P5_Sph,,0.541915143051097
CK2022_10 16-1,,0.5394584128428226
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,0.5321873492198164
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,0.5339346877354916
SAS2015_AZD/DMSO_Exp2,,0.5610458715510872
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,,0.5167400163277953
EJN2021_2_Ex_Basal,,0.5664592480283275
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,0.5304946146602398
CF2017_FTE 16,,0.5640045095434137
AR2021_L41 10 μM,,0.5203793581252465
CF2017_EOC 2,,0.5604757537204068
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,0.5510992702633843
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,0.5340312743638064
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,0.4993313227095558
CK2022_6 16-1,,0.5360650745316353
ZX2022_CB treated Replicate 1,,0.523939222838027
BS2014_Log2(Ratio H/L normalized Rep_3),,0.5451936513640415
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,0.5278345438610924
HH2022_Reporter intensity 0,0.1321089066889955,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,0.537722060188962
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,,0.49156499154396704
AR2021_L41 1 μM,,0.5502567547997831
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,,0.4877414533746713
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,,0.5331652345877299
KS2014_Intensity C4,,0.5380904227127191
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,,0.5338398379445399
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,0.5217663940971693
