DatasetName,PTK2B_S(361) PTK2B_S(559) PTK2B_S(568) PTK2B_S(778) PTK2B_S(839) PTK2B_T(842),PTK2B_S(375) PTK2B_T(765) PTK2B_Y(579) PTK2B_Y(580) PTK2B_Y(834)
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,0.49062642782386856,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,0.49076967802279237,
KBE2022_Log2_Ex_6_U,,0.5476278447117441
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.44866448731864006,0.5520191757066757
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.47106352724735134,0.5648419240320409
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.4296720941917866,0.5164530801736402
GF2025_P9_Sph,0.45023288763159913,0.5395396858843431
CK2022_6 200-1,0.4565585005723134,0.5609368917274752
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,0.44403029982439773,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.44889598688309773,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,,
EP2017_Untreated R#3 normalized log2 ratio,0.4472456526153912,0.6969588143761429
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.4560056490828955,0.5621796412241971
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.46008146662903,0.5359620471502842
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.455135528138759,0.6500816699378297
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,0.4624952393795305,
KBE2022_Log2_Ex_29_T,0.46831830269944646,0.5502946345042949
HS2024_7_I_T2,0.5045801436577343,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.4427795861091466,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,,
FR2021_Intensity.M,,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,,0.5534860134465271
PG2020_Intensity CT_C,,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,,0.5621861188827496
EP2017_Untreated R#3 log2 ratio,0.44869092756842455,0.7044805727434668
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.5374321252907577,0.5320973555511536
HS2024_8_PD_T2,0.47555384704022124,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,0.48757580064364964,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,,0.551960068893684
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,,0.5509015888137615
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.46607274826952266,0.5719233623667862
YA2020_Reporter_intensity_Normal_No.2,,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,0.45537563101748013,
HS2024_3_PD_T3,,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,0.5474593132024375
CK2022_2 16-1,,
RAM2015_Log2 B,,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,0.43258817657359144,
UK2020_HCM_5,,0.6266823887466166
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,0.4963281402421349,
PG2020_Intensity Mock_10h_B,,
WZ2023_Su_025_30min,,0.5462031644699279
AH2018_LFQ_4_N,,
CR2017_Ratio Replicate 1.2,,0.5777477153346682
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.48407363366957057,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,
AH2018_SILAC_M_1_X,,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,,0.5651107995024229
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.47692387199079506,0.5454714367751405
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,0.4364182496910856,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.4625141208280023,0.5618290881503023
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,,
AH2018_LFQ_2_X,,
PG2020_Intensity 2h_B,,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,,
GF2025_P3_Sph,0.4856541538430185,0.5680116021226971
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.4709556560649548,0.6053128425563243
ZQ2022_N1,,
LY2019_P6-,,0.5402896517721577
RM2024_Intensity D2-3,,
UK2020_HCM_1,,0.6258514212156634
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,,
AH2018_LFQ_3_N,,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,0.6260030929623057
KBE2022_Log2_Ex_13_U,,0.5618761535225335
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,0.45043936817292735,
WZ2023_Su_025_20min,,0.5344766080634307
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,,0.5377184121395062
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,,0.5275031666750707
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,
PG2020_Intensity 10h_D,,
RB2022_8_PreEndurance,,
HS2024_3_B_N2,,
EJN2021_4_Ex_Ins,,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,
EP2017_Pervanadate R#3 log2 ratio,0.4517381107758214,0.6571282367859542
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,,
AH2018_LFQ_M_4_C,,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,,
CK2022_6 40-1,,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,0.5470563988352206
LY2019_P3-,,0.5402520067066245
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,,0.5357147615982789
HS2024_8_PD_T3,0.4788286665447415,
EJN2021_3_Ex_Basal,,
AST2020_Control.1,,0.5373292795282302
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,,0.5413864313024372
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.4504472262001606,0.5417924704742333
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,0.445918469515127,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.44994638888266486,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,,
HS2024_8_I_N2,0.4785209041019514,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,
LY2019_P8+,,0.570705905043319
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,,0.5506420319313264
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,0.5542232815382051
LY2019_P2-,,0.5405753259877146
AH2018_LFQ_IT_1_X,,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,,0.5399239757291007
AST2020_Control.2,,0.5384433349207146
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,,0.5642806366344726
HS2024_5_B_T2,0.43005549423473144,
HS2024_6_I_T1,0.4634387064169956,
HS2024_5_B_T3,0.4367691244557081,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.47294243000852126,0.5572354958788709
AH2018_TMTMS3_3_N,,
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.4352840651964578,0.47009890744086835
KBE2022_Log2_Ex_36_T,0.47119408583467637,0.5575747024671174
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,,0.5441812845577693
KS2014_Intensity C2,,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,,0.5476086473195976
CK2022_9 200-1,0.463069689894352,0.58697798159071
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.4626556522588347,0.5853892789211091
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.45936903463140716,
RBK2021_1332T Late,,
LY2019_P1-,,0.5468459415154534
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,0.47284945591812405,0.5391385936429028
HS2024_3_I_T3,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,0.563237297965368
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.4641678271172691,0.5178385947788839
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,,0.5403057127350264
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,0.4480588307907274,
KS2014_Intensity N1,,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,0.4482417184362674,0.5492185053965263
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,
HS2024_5_B_N2,0.43925695326831965,
HS2024_5_I_N1,0.44125806813326346,
HS2024_6_I_N1,,
AR2021_KD 48h,,
FR2021_Intensity.B,,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.43859342150824565,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,0.5366474168851234
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,,0.5327765826960235
KBE2022_Log2_Ex_29_U,0.46535091343733465,0.5494711746396387
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,,
AH2018_LFQ_IT_4_N,,
CK2022_15 200-1,,0.5646549677819719
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.46584056485644676,0.550684531461385
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,,0.5655494935174624
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.4580262000712189,0.5606259653536032
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,,0.5428531339030486
RN2012_H01,,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.45679663429552253,0.6429976510543407
HS2024_8_B_T3,0.4913444314241851,0.5383696544630687
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,0.4733077740952869,0.5546409338317748
WZ2023_Pe_010_20min,,0.5430393153584969
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,
KS2014_Intensity C1,,
FSO2013_Ratio H/M normalized Rep3___1,,0.5818010002255096
AH2018_SILAC_M_3_C,,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,
AH2018_SILAC_M_2_X,,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,0.5495970642133223
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,,0.5417956436502254
PG2020_Intensity 6h_C,,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.4366156388283558,
CK2022_15 16-1,,
CK2022_3 16-1,,
LY2019_P4-,,0.5610333291510093
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,
GF2025_P8_Adh,0.4567552456011812,0.5483030588778668
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.48761649487593717,0.5664898360496005
CK2022_10 16-1,,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,0.628149085744645
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.4295060150482038,0.512267694138369
EJN2021_2_Ex_Basal,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,,0.5649925109457029
AR2021_L41 10 μM,,
CF2017_EOC 2,,0.534670479736093
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,0.6305610174140044
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,
CK2022_6 16-1,,
ZX2022_CB treated Replicate 1,,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.4311969699880713,
AR2021_L41 1 μM,,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.44418022576263044,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,,
KS2014_Intensity C4,,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.47321199935663133,0.5520332901177818
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,,
WZ2023_Pu_025_10min,,0.5434674264452277
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,,0.5320941303688735
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,,0.5494542229581151
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,
KS2014_Intensity C6,,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,
AH2018_SILAC_IT_2_C,,
CK2022_5 40-1,,
AH2018_LFQ_3_X,,
UK2020_UA_3,,0.6289441056018977
LY2019_P7-,,0.5415992672372278
GF2025_P5_Adh,0.46523173602612805,0.5704628764775285
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,,0.5827835683929626
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,,0.5522499487933257
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.4574149263060443,0.5254826280149464
PG2020_Intensity CT_B,,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,,
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.4856261513518605,0.5704906296558094
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.4631919890985268,0.5514859262994467
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,,
AST2020_anti-CD3+PDL2,,0.5374736687406246
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,,0.5573301560742085
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,0.5122827479977196,
