DatasetName,PGRMC2_S(104) PGRMC2_S(114) PGRMC2_S(12) PGRMC2_S(128) PGRMC2_S(208) PGRMC2_S(78) PGRMC2_S(90) PGRMC2_T(12) PGRMC2_T(175) PGRMC2_T(199) PGRMC2_T(202) PGRMC2_T(211) PGRMC2_T(216) PGRMC2_T(235) PGRMC2_T(93) PGRMC2_Y(210),PGRMC2_S(77)
HS2024_6_B_N2,,
KBE2022_Log2_Ex_9_T,0.5359732467384424,
AH2018_SILAC_IT_2_N,0.5412865935581036,
AH2018_SILAC_IT_1_X,0.5350184735066824,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,,
UK2020_UA_2,0.5389765692443086,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5373093197837502,
WZ2023_Pe_025_20min,0.5208116590520386,
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.5479252504804416,
HS2024_4_I_N2,,
AH2018_TMTMS2_3_N,0.5439640729250518,
RN2012_H06,0.5283328516080639,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,
WZ2023_Su_005_30min,0.5520892208222761,
SR2019_HCC1419_Biol_repl_4,0.544267199413545,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,0.5417130294666651,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,0.5380571690391863,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.503011955110255,
WZ2023_Su_025_10min,0.5403505252697192,
AH2018_LFQ_IT_4_X,0.5393999471014388,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,0.5279704940535561,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.5488475154338648,
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,0.5371285772606408,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,0.5408136778373805,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5326417892632009,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,0.5089650168080018,
KS2014_Intensity,0.5464534330747526,
MV2014_Ratio H/M normalized A2___1 (2 min),0.5373027509980283,
PG2020_Intensity 8h_D,0.5043578353355982,
LY2019_P7+,0.5102597511627384,
EP2017_Untreated R#1 normalized log2 ratio,0.5219394148124303,
RN2012_L10,0.5404010534957531,
PG2020_Intensity 4h_C,0.5193660758915902,
EP2017_Mitotic R#3 normalized log2 ratio,0.5353974038167948,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.5208649692234874,
RB2022_8_PostStrength,0.5350194484198326,
AH2018_SILAC_IT_2_X,0.5405756216732484,
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,0.5206529260977322,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.5303777399608642,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.5392799220316695,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.535914949263496,
GF2025_P9_Sph,0.5329497556742859,
CK2022_6 200-1,0.5485511431038241,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.540596478530141,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,0.543212092746316,
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),0.5580207024175324,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,0.5318373802173697,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,0.5093255990528239,
EP2017_Untreated R#3 normalized log2 ratio,0.5334428231503853,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5484417094630496,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5440162555395549,
RB2022_7_PostEndurance,0.5133218633437142,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5322349111566614,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,0.5385379503281662,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,0.5355380543789812,
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,0.5526963052458105,
FR2021_Intensity.M,,
RB2022_2_PostSprint,0.5361216812300644,
AH2018_SILAC_MR_3_N,0.5476863762909737,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5470598373231953,
PG2020_Intensity CT_C,0.5394463126240309,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.5196818088531933,
EP2017_Untreated R#3 log2 ratio,0.5341229578537032,
RB2022_2_PostStrength,0.5383644389285258,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),0.55355790779288,
CR2017_Ratio Replicate 3.4,0.5604180900818915,
HS2024_8_PD_T2,,
FS2019_Ctr2,,
RB2022_6_PreEndurance,0.5422536770929951,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.5303136639944678,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,0.5461236322868852,
CR2017_Ratio Replicate 2.3,0.5474663685626923,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5284358566160324,
YA2020_Reporter_intensity_Normal_No.2,,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.5491350150001671,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.5363910149148803,
CK2022_2 16-1,0.5476320701665058,
RAM2015_Log2 B,0.5461134281520252,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,0.5261402043510239,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.528884313968993,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,0.5400175517602251,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,0.538007146135663,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,0.5412422370456051,
WZ2023_Su_025_30min,0.5472620121121415,
AH2018_LFQ_4_N,0.5466146447790569,
CR2017_Ratio Replicate 1.2,0.5156554694869049,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,0.5403551163171587,
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.5413398379969767,
AH2018_SILAC_M_1_X,0.5462716678106976,
RB2022_7_PreEndurance,0.535898958399381,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,0.5447418677895769,
LY2019_P6+,0.548212058112642,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.5353019033049896,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),0.5356702192672488,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,0.5245324738195807,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.5408946975037099,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,0.5424108847864431,
KS2014_Intensity C5,0.5433850712318867,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,0.5439841816218565,
RNJ2017_Log2_ratio_Tstim:Trest_D2,0.5398708706956462,
GF2025_P9_Adh,0.5370634934821833,
RB2022_3_PostStrength,0.5404955653306895,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,0.5396700939099672,
AH2018_LFQ_M_4_N,0.5477334108832866,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.5311591847504424,
AH2018_LFQ_2_X,0.5452874274211358,
PG2020_Intensity 2h_B,0.5400177866922791,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,0.536245050129109,
KS2014_Intensity E15_3,0.5416409176030467,
GF2025_P3_Sph,0.5286748096993249,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),0.5217887181263434,
AH2018_SILAC_1_C,0.5447672028580494,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,0.5192398472800734,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.5363698883198164,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.541414244728047,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,0.5422838622952748,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.5421508638050773,
ZQ2022_N1,0.5271666275126174,
LY2019_P6-,0.554125856414473,
RM2024_Intensity D2-3,,
UK2020_HCM_1,0.5390491588771594,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.5468837584614166,
AH2018_LFQ_3_N,0.5487826264584236,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,0.5375852323558603,
UK2020_UA_1,0.5387376030368337,
KBE2022_Log2_Ex_13_U,0.536039865995136,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,0.5300399656038233,
RB2022_1_RecoverySprint,0.5337947867211811,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,0.5450308251937902,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.5364799907711622,
SR2019_BT549_Biol_repl_2,0.5389011990736201,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,0.5342279949411075,
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,0.5545357900706073,
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,0.5036284315386796,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.5269296139837912,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,0.537114718747794,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5481644194204606,
PG2020_Intensity 10h_D,0.5647993879630399,
RB2022_8_PreEndurance,0.5418070344288968,
HS2024_3_B_N2,,
EJN2021_4_Ex_Ins,0.5477293408969581,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.5545459726269879,
EP2017_Pervanadate R#3 log2 ratio,0.5324280616037115,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,0.5135244927989464,
RB2022_6_PostStrength,0.533071932488628,
AH2018_SILAC_MR_3_C,0.5468477296054632,
AH2018_LFQ_M_4_C,0.5479563091075668,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,0.5292118065458841,
MV2014_Ratio L/M normalized B2___1 (30 min),0.536492996930078,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,0.5420058297555158,
CK2022_6 40-1,0.544865401963834,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.524987916346559,
LY2019_P3-,0.5349783041322076,
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,0.5519249979314571,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.5293505340591396,
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,0.5551188111604406,
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.5377059157882484,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.5553865455754855,
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.5823499290268604,
RB2022_1_RecoveryStrength,0.5555919654114854,
SR2019_HCC1954_Biol_repl_4,0.540434474518153,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.5444264374915992,
RB2022_4_PreSprint,0.5452888878198525,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5396338976970012,
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,0.542178111248756,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.5458159885177702,
LY2019_P8+,0.5166723036154854,
RB2022_2_RecoveryEndurance,0.554012995186677,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,0.5303355350457628,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,0.5370922790345416,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.5391069160583917,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.5475667720600891,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.5228597501047958,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.5617600987261634,
LY2019_P2-,0.5358567075912886,
AH2018_LFQ_IT_1_X,0.5457053632068493,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,0.532526421909944,
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,0.5185228352290976,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.542545522277476,
SR2019_MCF10A_Biol_repl_4,0.5286997615948953,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.5550331289426708,
HS2024_5_B_T2,,
HS2024_6_I_T1,,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.5392843625015021,
AH2018_TMTMS3_3_N,0.5397411051979607,
SR2019_HCC1419_Biol_repl_2,0.5448676992367965,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5486974777500316,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5365141728708444,
KBE2022_Log2_Ex_36_T,0.539004806687702,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.5518746074830443,
KS2014_Intensity C2,0.5434770076064482,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.524731448530508,
CK2022_9 200-1,0.5444401699793678,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.5451136672586164,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,0.5239622928867359,
LY2019_P1-,0.5397696224730206,
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,0.5499508154604625,
HS2024_3_I_T3,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.543678234945739,
ZQ2022_C3,0.5475990868745931,
EJN2021_3_Rest_Ins,0.5394625317285222,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.5218874465583456,
FSO2013_Ratio H/M normalized Rep3___2,0.539692047900877,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.5224692957826914,
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5477071146338167,
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,0.5371674689496336,
HS2024_5_I_T3,,
KS2014_Intensity N1,0.5386671698051192,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,0.5217828427656709,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,0.5485647778378702,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.5321347736301891,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5495922168515844,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,0.530015082311704,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.5388145980410181,
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,,
AR2021_KD 48h,0.5280347779785328,
FR2021_Intensity.B,,
RB2022_3_PreEndurance,0.5392735729010907,
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,0.5338959858012736,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.539014238350113,
KBE2022_Log2_Ex_29_U,0.5356752969924123,
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,0.5466493878732475,
AH2018_LFQ_IT_4_N,0.5392961013260329,
CK2022_15 200-1,0.5402627700079669,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.5195274885357444,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.5168786003183585,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.5470548699979798,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),0.5321788168117182,
WZ2023_Su_010_30min,0.5463245453002925,
RN2012_H01,0.5493345774855634,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.5325293495334096,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5325858018858332,
HS2024_8_B_T3,,
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,0.5156640890229578,
WZ2023_Pe_010_20min,0.5330282137035722,
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.5594328963892283,
RB2022_3_PreStrength,0.5408864742877045,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,0.5290215789050724,
KS2014_Intensity C1,0.5431802966296033,
FSO2013_Ratio H/M normalized Rep3___1,0.5374356121236193,
AH2018_SILAC_M_3_C,0.5396248055489897,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5386783575399623,
AH2018_SILAC_M_2_X,0.5385073540913428,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.5272159368591428,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5446597477183966,
PG2020_Intensity 6h_C,0.5435015847558837,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.5499211769402925,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.544963628415088,
CK2022_15 16-1,0.5394512444235294,
CK2022_3 16-1,0.5478572419272253,
LY2019_P4-,0.5494646305887357,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,
GF2025_P8_Adh,0.5340504856616622,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.5098071644033008,
CK2022_10 16-1,0.5466429809539604,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.534749914841534,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,0.5393232573903026,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.5366548616121509,
EJN2021_2_Ex_Basal,0.5517564659754471,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,0.5500440978679526,
AR2021_L41 10 μM,0.5394204455778542,
CF2017_EOC 2,0.554473134342944,
RB2022_6_PostEndurance,0.5288533085995069,
AH2018_SILAC_1_N,0.5450772564121592,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,0.538374391328959,
RB2022_7_PreSprint,0.5486527096795658,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,
CK2022_6 16-1,0.5491485173939018,
ZX2022_CB treated Replicate 1,0.5404083270129978,
BS2014_Log2(Ratio H/L normalized Rep_3),0.5373549554148896,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5334006867378915,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,0.541871805765609,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5432967221379482,
AR2021_L41 1 μM,0.5457818951924814,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5457552955502981,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.5407634190005156,
