DatasetName,EAF1_S(21) EAF1_S(247),EAF1_S(158) EAF1_S(254) EAF1_S(29),EAF1_S(165),EAF1_S(118) EAF1_S(57) EAF1_S(64) EAF1_T(157)
TM2022_mock.4h.B,,,,
KBE2022_Log2_Ex_24_U,,0.45668071436704377,0.4531263298569921,
NJH2025_Sub13_MICT_Mid,,,,
KS2014_Intensity C3,,,0.618940507490937,
RB2022_1_PreSprint,,,,
HS2024_4_I_N1,,0.47144022094840804,,
CK2022_7 200-1,,,0.6822472307648431,
CK2022_5 200-1,,,0.6856825043938227,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,,,
FSO2013_Ratio H/L normalized Rep2___1,,0.5567434698338519,0.3629581281096639,
NJH2024_Sub10_HIIT_Mid,,,,
RB2022_2_PostEndurance,,,,
AH2018_LFQ_2_C,,,0.594883970524365,
AH2018_SILAC_MR_1_X,,,0.6196211192639912,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,,,
IMM2018_normalised rep. int. Empty-2,,,,
RM2024_Intensity D4-1,,,,
KBE2022_Log2_Ex_25_U,,0.46190266664531787,0.4716429831330399,
AH2018_SILAC_3_C,,,,
EJN2021_5_Rest_Ins,,,,0.511156918668544
VOI2024_0.1uM 24 h_3 di,,,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,,,
DB2022_LFQ intensity L2.1,,,,
FSO2013_Ratio H/M normalized Rep1,,0.4979362421766871,0.3226973078620476,
CK2022_4 16-1,,,0.602305092091671,
AS2011_Ratio H/L,,,,
SR2019_MCF7_Biol_repl_4,,,,
EJN2021_2_Ex_Ins,,,,0.5051508743541254
AS2011_Ratio H/L Inhi_2_3,,,,
JAW2011_Ratio H/L LS1a_1,,,,
AH2018_LFQ_1_N,,,0.5841389525446107,
SAS2015_PLX/DMSO_Exp1,,,,
SFR2015_HL_log2_ratio_avg_c,,,,
JJ2018_Ratio M/L normalized pP2,,,0.4875464808860845,
NJH2024_Sub7_MICT_Mid,,,,
PG2020_Intensity 6h_B,,0.5124153671637514,0.5151108422059283,0.5336669897137503
FSO2013_Ratio H/L normalized Rep3,,0.522837522174473,0.6130831736467516,
GRW2016_Ratio H/L normalized SILAC 2___2,,,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,,,
JJ2018_Ratio M/L normalized,,,0.5290271093061502,
KTGR2014_Ratio-AA 30 mins,,,,
JW2021_After_1,,,,
NJH2025_Sub2_MICT_Mid,,,,
HS2024_6_B_N2,,,,
KBE2022_Log2_Ex_9_T,,,0.4886839631928641,
AH2018_SILAC_IT_2_N,,,0.5589673295152199,
AH2018_SILAC_IT_1_X,,,0.4592775684694313,
HW2015_Ratio H/L normalized Exp3,,,,
HS2024_7_PD_T1,,0.45489738434413796,,
UK2020_UA_2,,,,
RM2024_Intensity D2-1___1,,,,
GF2025_P10_Sph,,,0.5205396531224498,
WZ2023_Pe_025_20min,,,0.5803042851426475,
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,0.5362278710557227,,
AH2018_LFQ_2_N,,,0.6024630051984909,
HS2024_4_I_N2,,0.45784225316965127,,
AH2018_TMTMS2_3_N,0.5545376154637286,,0.563830113346075,
RN2012_H06,,,0.6010735399492956,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,,,
HS2024_4_PD_T3,,0.4806479743623569,,
WZ2023_Su_005_30min,,,0.6159044296748505,
SR2019_HCC1419_Biol_repl_4,,,,
JJ2018_Ratio H/M normalized___2,,,0.5453316513279306,
SR2019_JIMT1_Biol_repl_3,,,,
AS2011_Ratio H/L Protein,,,,
UK2020_HCM_3,,,,
NJH2024_Sub10_HIIT_Post,,,,
CR2017_Ratio Replicate 3.1,,,0.5312016263502514,0.5315112774499093
WZ2023_Su_025_10min,,,0.6296504095612767,
AH2018_LFQ_IT_4_X,,,,
CP2009_Ratio H/L,,,,
VOI2024_0.1uM 24 h_3 mono,,,,
RB2022_4_RecoverySprint,,,,0.5386099363250807
RM2024_Intensity D6-3,,,,
WZ2023_Su_005_20min,,,0.6499482372953072,
CW2012_10 µM Gef/control Experiment 1 Replicate B,,,,
SFR2015_HL_log2_ratio_avg_a,,,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,,,
RB2022_1_PreEndurance,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,,,
LG2023_GSK3α-2_intensity,,,,
EP2017_Pervanadate R#1 log2 ratio,,,,0.49349163104310834
NJH2025_Sub6_HIIT_Post,,,,
RB2022_6_RecoverySprint,,,,
KS2014_Intensity,,,,
MV2014_Ratio H/M normalized A2___1 (2 min),,,,
PG2020_Intensity 8h_D,,0.4688111653494446,0.3881372136872045,0.5009638383530202
LY2019_P7+,,,0.4207077400235642,
EP2017_Untreated R#1 normalized log2 ratio,,,,0.514688468065751
RN2012_L10,,,0.5581896089697106,
PG2020_Intensity 4h_C,,0.5186970543185109,0.5457326177497491,
EP2017_Mitotic R#3 normalized log2 ratio,,,,0.5000538014856507
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,,,
DB2022_LFQ intensity L1,,,,
KBE2022_Log2_Ex_24_T,,0.4667802089655458,0.4775174179334038,
RB2022_8_PostStrength,,,,0.5408095689789668
AH2018_SILAC_IT_2_X,,,0.4593844292235625,
HS2024_4_B_T3,,0.5123105510410374,,
NJH2024_Sub2_HIIT_Post,,,,
HS2024_8_B_N2,,0.49659556913750164,,
NJH2025_Sub8_HIIT_Pre,,,,
JJ2018_Ratio H/L normalized pP2___1,,,0.5239544674412905,
HS2024_8_I_T2,,0.5008539716380073,,
KBE2022_Log2_Ex_6_U,,,0.5218235325214768,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,,,
CR2017_Ratio Replicate 1.1,,,0.2703438105080494,0.5416752075968698
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,,,
MV2014_Ratio M/H normalized B3___2 (30 min),,,,
CK2022_16 200-1,,,0.6967299506783885,
VOI2024_0.1uM 2 h_3 di,,,,
EP2017_Mitotic R#1 normalized log2 ratio,,,,0.5257221957416879
GF2025_P9_Sph,,,0.4979202735982708,
CK2022_6 200-1,,,0.6796675235505145,
NJH2024_Sub7_MICT_Post,,,,
AH2018_TMTMS3_2_X,,,0.6918890307216136,
NJH2024_Sub8_HIIT_Post,,,,
DB2022_LFQ intensity R1,,,,
JW2015_Intensity cap3,,,,
SR2019_HCC1954_Biol_repl_1,,,,
HS2024_4_I_T2,,0.47307041551981716,,
NJH2024_Sub2_MICT_Mid,,,,
VOI2024_0.1uM 2 h_2 mono,,,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,,,
HS2024_4_PD_T1,,0.4793364183591073,,
SAS2015_AZD/DMSO_Exp1,,,,
NJH2024_Sub1_MICT_Mid,,,,
IMM2018_normalised rep. int. CDK5L-3,,,,
HS2024_3_B_T3,,0.4859106314206761,,
MV2014_Ratio L/H normalized A3___2 (2 min),,,,
NJH2025_Sub13_MICT_Pre,,,,
SR2019_MDAMB231_Biol_repl_3,,,,
GRW2016_Ratio H/L normalized SILAC 4___1,,,,
MM2018_Ratio H/L replicate1,,,,
PG2020_Intensity 2h_D,,0.4692099446297335,0.3994286398664593,0.5235357567621944
EP2017_Untreated R#3 normalized log2 ratio,,,,0.5879778996925299
MV2014_Ratio M/H normalized A3___3 (10 min),,,,
NJH2024_Sub7_HIIT_Pre,,,,
JAW2011_Ratio H/L LS2,,0.48439011194039133,,
CK2022_8 200-1,,,0.6834918609112999,
KS2014_Intensity pY_C4,,,,
CR2017_Ratio Replicate 3.5,,,0.5816053167148911,0.5148539400589698
RB2022_7_PostEndurance,,,,0.5361530220947481
NJH2025_Sub4_HIIT_Pre,,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,,,
TM2022_mock.12h.A,,,,
JJ2018_Ratio H/L normalized pP1,,,0.5744909129223572,
EP2017_Pervanadate R#2 normalized log2 ratio,,,,0.4722963267962282
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,,,
KS2014_Intensity pY_E5_4,,,,
RM2024_Intensity D4-3___2,,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,,,
AH2018_SILAC_2_C,,,0.4995247488305909,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,,
HS2024_7_I_N1,,0.5566678239033765,,
KBE2022_Log2_Ex_29_T,,,0.5037552584420605,
HS2024_7_I_T2,,0.47324568834719827,,
AS2011_Ratio H/L Normalized RNAi_2_3,,,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,,,
HS2024_6_B_T2,,,,
AMK2021_45I_p5,,,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,,,
SAS2015_PLX/DMSO_Exp2,,,,
EJN2021_1_Ex_Basal,,,,0.5164275485310887
FR2021_Intensity.M,,,,
RB2022_2_PostSprint,,,,
AH2018_SILAC_MR_3_N,,,0.5330955309015203,
MV2014_Ratio H/L normalized B1___3 (30 min),,,,
CF2017_FTE 13,,,,0.5269327840680569
PG2020_Intensity CT_C,,0.45253992913552743,0.4557536611698115,0.5296569226571052
ZCP2016_Ratio H/L Rep 1,,,,
FS2019_db/db2,,,,
KS2014_Intensity pY_PV4,,,,
KBE2022_Log2_Ex_39_U,,,0.5103620798576438,
EP2017_Untreated R#3 log2 ratio,,,,0.5841911291923035
RB2022_2_PostStrength,,,,
AS2011_Ratio H/L Normalized_1,,,,
MV2014_Ratio M/H normalized A3___2 (10 min),,,,
CR2017_Ratio Replicate 3.4,,,0.9233061994354808,0.536319098072328
HS2024_8_PD_T2,,0.4829093323286995,,
FS2019_Ctr2,,,,
RB2022_6_PreEndurance,,,,
FR2021_Norm.Intensity.G,,,,
NJH2025_Sub9_HIIT_Post,,,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,,,
RM2024_Intensity D4-3,,,,
HS2024_8_B_N1,,0.538675032220179,,
NJH2025_Sub10_MICT_Mid,,,,
KBE2022_Log2_Ex_15_U,,,0.6056983031557021,
AS2011_Ratio H/L Normalized Inhi_2,,,,
RKK2015_TNF-α/SC-514,,,,
RB2022_3_PreSprint,,,,0.5425050696350613
CR2017_Ratio Replicate 2.3,,,0.5843695263556152,0.5388776847604857
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,,,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,,,
GF2025_P4_Adh,,,0.502040039774377,
YA2020_Reporter_intensity_Normal_No.2,,,0.5871770850580015,
YP2020_Intensity P30_R2_mult_log2,,,,
NJH2025_Sub13_MICT_Post,,,,
HS2024_4_B_N2,,0.5414570138648477,,
HS2024_3_PD_T3,,,,
AMK2021_120R_p3,,,,
MV2014_Ratio L/H normalized A3___3 (2 min),,,,
NJH2025_Sub10_HIIT_Pre,,,,
FR2021_Intensity.G,,,,
RAM2015_Log2 C,,,0.6179511866812752,
AS2011_Ratio H/L Proteins Inhi_1,,,,
FSO2013_Ratio H/M normalized Rep1___3,,,,
AH2018_LFQ_M_2_N,,,0.6258580504835143,
MV2014_Ratio M/L normalized A1___3 (2 min),,,,
KBE2022_Log2_Ex_40_T,,,0.5051906657878066,
CK2022_2 16-1,,,0.6020507360021841,
RAM2015_Log2 B,,,0.5721367219085006,
YP2020_Intensity C10_R1_mult_log2,,,,
FSO2013_Ratio M/L normalized Rep1___2,,0.5260900060187979,0.5897460719928482,
NJH2025_Sub8_MICT_Pre,,,,
EJN2021_4_Rest_Basal,,,,0.4999109530527919
YB2013_Ratio_H_L_Normalized_in_experiment_2,,,,
JJ2018_Ratio H/M normalized pP3___1,,,0.4745784706286394,
VOI2024_Veh2 mono,,,,
HS2024_6_B_T1,,,,
UK2020_HCM_5,,,,
NJH2025_Sub10_HIIT_Post,,,,
VOI2024_0.1uM 2 h_3 mono,,,,
JW2015_Intensity pre3,,,,
AS2011_Ratio H/L Normalized Inhi_2_1,,,,
DL2023_24h-3,,,,
HS2024_7_PD_T3,,0.47151834912478535,,
PG2020_Intensity Mock_10h_B,,0.463439860497532,0.4061166261418591,0.5603648870914733
WZ2023_Su_025_30min,,,0.6133623435396052,
AH2018_LFQ_4_N,,,0.5767208706716416,
CR2017_Ratio Replicate 1.2,,,0.0812577632039773,
AS2011_Ratio H/L Normalized by Proteins,,,,
RB2022_6_RecoveryStrength,,,,
HS2024_8_I_N1,,0.5193188571611987,,
AMK2021_Ctrl_p3,,,,
AS2011_Ratio H/L Protein Inhi_2,,,,
HH2022_Reporter intensity 7,,,,
AH2018_SILAC_M_1_X,,,,
RB2022_7_PreEndurance,,,,0.5392976278288095
VOI2024_0.1uM 24 h_2 di,,,,
DL2023_control-2,,,,
LY2019_P6+,,,0.6318736851327404,
DB2022_LFQ intensity R2,,,,
GF2025_P6_Adh,,,0.580925106831004,
VOI2024_Veh1 di,,,,
AS2011_Ratio H/L RNAi_2,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,,,
VOI2024_Veh3 mono,,,,
HS2024_5_I_T2,,0.47100528465384867,,
NJH2025_Sub7_HIIT_Mid,,,,
MV2014_Ratio H/L normalized B1___1 (30 min),,,,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,,,
RB2022_6_PostSprint,,,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,,,
AS2011_Ratio H/L Inhi_1,,,,
AS2011_Ratio H/L Normalized RNAi_1_2,,,,
AH2018_TMTMS3_2_C,,,0.6946234236680994,
SR2019_Hs578T_Biol_repl_4,,,,
RB2022_8_PreStrength,,,,0.5283837245775961
KS2014_Intensity C5,,,0.566797357273175,
RM2024_Intensity D0-1,,,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,,,
YP2020_Intensity P30_R1_mult_log2,,,,
NJH2025_Sub2_HIIT_Pre,,,,
RB2022_3_RecoveryEndurance,,,,0.5385515826819682
RNJ2017_Log2_ratio_Tstim:Trest_D2,,,,
GF2025_P9_Adh,,,0.5890205686697525,
RB2022_3_PostStrength,,,,0.5448412683571555
TM2022_S2.8h.A,,,,
AS2011_Ratio H/L RNAi_1_1,,,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,,,
NJH2025_Sub2_MICT_Pre,,,,
MV2014_Ratio L/M normalized A2___3 (10 min),,,,
MV2014_Ratio H/M normalized A2___3 (2 min),,,,
HS2024_4_B_T2,,0.5187696690078373,,
SR2019_BT549_Biol_repl_1,,,,
AH2018_LFQ_M_4_N,,,0.5997289501042372,
NJH2024_Sub8_HIIT_Mid,,,,
PG2020_Intensity 8h_B,,0.497865007289844,0.4021415996676762,0.5227542198083197
AH2018_LFQ_2_X,,,0.5857649704327009,
PG2020_Intensity 2h_B,,0.48278190968798224,0.4423833983805951,0.5417825371929227
AS2011_Ratio H/L Proteins RNAi_1,,,,
RB2022_4_PostSprint,,,,0.5487242731791865
KS2014_Intensity E15_3,,,0.5562662523923009,
GF2025_P3_Sph,,,0.5392332639588217,
DB2022_LFQ intensity L2,,,,
MV2014_Ratio H/L normalized A1___1 (10 min),,,,
AH2018_SILAC_1_C,,,,
NJH2024_Sub1_HIIT_Pre,,,,
FSO2013_Ratio M/L normalized Rep2___2,,0.47564029987408957,0.4383969535587235,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,,,
AS2011_Ratio H/L RNAi_2_3,,,,
AH2018_SILAC_IT_1_N,,,0.5590345214318952,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,,,
RB2022_4_PreEndurance,,,,0.5386075900609546
JJ2018_Ratio M/L normalized pP1,,,0.59359797363708,
CR2017_Ratio Replicate 2.4,,,0.570469490259904,0.5332336946719571
ZQ2022_N1,,,,
LY2019_P6-,,,0.5182937407163746,
RM2024_Intensity D2-3,,,,
UK2020_HCM_1,,,,
JW2015_Intensity pre2,,,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,,,
RM2024_Intensity D2-1,,,,
NJH2025_Sub12_MICT_Post,,,,
MV2014_Ratio H/M normalized B2___2 (5 min),,,,
RN2012_L14,,,0.576933785449211,
AH2018_LFQ_3_N,,,0.5926418440479349,
RKK2015_TNF-α/IKKb,,,,
SFR2015_HL_log2_ratio_std_b,,,,
UK2020_UA_1,,,,
KBE2022_Log2_Ex_13_U,,,0.5343944568907528,
AS2011_Ratio H/L Normalized Inhi_1,,,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,,,
RB2022_1_RecoverySprint,,,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,,,
JJ2018_Ratio H/L normalized pP3,,,0.4572950245227644,
CK2022_7 40-1,,,0.608224523388322,
AS2011_Ratio H/L Inhi_1_3,,,,
NJH2025_Sub10_HIIT_Mid,,,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,,,
JAW2011_Ratio H/L LS1b_1,,0.4913121297395568,,
PG2020_Intensity 4h_B,,0.48722269026016374,0.5177139759858367,0.5506780380277121
SR2019_BT549_Biol_repl_2,,,,
RM2024_Intensity D4-2,,,,
DB2022_LFQ intensity R2.2,,,,
JJ2018_Ratio H/L normalized,,,0.5057491583998631,
RB2022_5_PostEndurance,,,,0.5266370727668527
HS2024_5_PD_T2,,0.5397932834263496,,
WZ2023_Su_025_20min,,,0.6377833078114212,
RM2024_Intensity D2-2___1,,,,
IMM2018_normalised rep. int. CDK5L-2,,,,
LY2019_P8-,,,0.479523887833057,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,0.5427858049441939,0.4718818062499584,,0.5327237242266204
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,,,
FSO2013_Ratio H/L normalized Rep1,,0.536050905231576,0.2460970250102736,
NJH2024_Sub2_HIIT_Pre,,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,,,
CK2022_13 40-1,,,0.6118698902308319,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,,,
RN2012_H02,,,0.5434256747767741,
PG2020_Intensity 10h_D,,0.5095028840843357,0.5215733360276686,0.5314826274041885
RB2022_8_PreEndurance,,,,0.5396092683162901
HS2024_3_B_N2,,,,
EJN2021_4_Ex_Ins,,,,0.5181404874468993
AS2011_Ratio H/L Normalized by Protein,,,,
EJN2021_1_Ex_Ins,,,,0.516139745606313
EP2017_Pervanadate R#3 log2 ratio,,,,0.49384279852955315
FSO2013_Ratio M/L normalized Rep1___3,,,,
NJH2025_Sub4_HIIT_Mid,,,,
RCJD2014_5min_2,,,,
RB2022_6_PostStrength,,,,
AH2018_SILAC_MR_3_C,,,0.6045178376536292,
AH2018_LFQ_M_4_C,,,0.4874377520087439,
NJH2024_Sub4_MICT_Pre,,,,
AS2011_Ratio H/L Normalized Inhi_1_1,,,,
DL2023_12h-1,,,0.6408037274495008,
MV2014_Ratio L/M normalized B2___1 (30 min),,,,
DB2022_LFQ intensity L1.1,,,,
NJH2025_Sub6_MICT_Pre,,,,
NJH2025_Sub6_MICT_Post,,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,,,
RN2012_H04,,,0.5390505951618996,
CK2022_6 40-1,,,0.6115155822023411,
DB2022_LFQ intensity R2.1,,,,
KBE2022_Log2_Ex_42_U,,,0.5705139958603765,
LY2019_P3-,,,0.4934461651964766,
FR2021_Intensity.A,,,,
EJN2021_3_Ex_Ins,,,,0.5148631480847937
MV2014_Ratio M/L normalized A1___1 (2 min),,,,
WZ2023_Pe_005_30min,,,0.5906116709294603,
HS2024_8_PD_T3,,0.4592035597703381,,
EJN2021_3_Ex_Basal,,,,0.5128531008449307
AST2020_Control.1,,,,0.5491923863956314
JW2015_Intensity cap1,,,,
PG2020_Intensity CT_A,,0.4812945998891991,0.5009434630183629,0.5101234628458267
FS2019_Ctr3,,,,
WZ2023_Pu_025_20min,,,0.6305330235708693,
NJH2025_Sub4_MICT_Post,,,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,0.6144832499970054,0.5577979500705209,,0.5387667344540291
GF2025_P10_Adh,,,0.5790908573643916,
RB2022_1_RecoveryStrength,,,,
SR2019_HCC1954_Biol_repl_4,,,,
FR2021_Norm.Intensity.N,,,,
HS2024_5_B_N1,,0.4723900139718223,,
FSO2013_Ratio H/M normalized Rep3___3,,,,
AH2018_TMTMS2_2_C,0.5796018877300428,,0.5510936618108873,
RB2022_4_PreSprint,,,,0.5493168165075899
DB2022_Intensity R2,,,,
AH2018_TMTMS2_Pool,,,0.6908459045939006,
HS2024_8_I_N2,,0.48264869393921767,,
RB2022_3_RecoveryStrength,,,,0.5641428272778766
NJH2024_Sub6_HIIT_Mid,,,,
AH2018_SILAC_M_1_C,,,,
LY2019_P8+,,,0.619081755552123,
RB2022_2_RecoveryEndurance,,,,
JJ2018_Ratio H/M normalized pP2___1,,,0.5592892106085631,
JAW2011_Ratio H/L HS_1,,0.47313719244112784,,
RB2022_3_PostEndurance,,,,0.507562445407846
KS2014_Intensity pY_PV1,,,,
JAW2011_Ratio H/L LS1b_2,,,,
SR2019_MCF7_Biol_repl_2,,,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,,,
AS2011_Ratio H/L Normalized RNAi_1_1,,,,
AH2018_LFQ_M_4_X,,,0.5976868979531528,
NJH2024_Sub6_MICT_Pre,,,,
JJ2018_Ratio M/L normalized pP1___2,,,0.6278568399039245,
YP2020_Intensity C30_R2_mult_log2,,,,
NJH2024_Sub9_HIIT_Pre,,,,
AS2011_Ratio H/L Normalized Inhi_2_3,,,,
RM2024_Intensity D0-1___3,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,,,
KBE2022_Log2_Ex_28_U,,,0.5274169127628475,
GRW2016_Ratio H/L normalized SILAC 1___1,,,,
CF2017_FTE 17,,,,0.5704744015167109
LY2019_P2-,,,0.4294504810851651,
AH2018_LFQ_IT_1_X,,,,
JJ2018_Ratio H/L normalized pP3___1,,,0.4567384503633379,
RB2022_8_RecoveryStrength,,,,0.536919959730014
WZ2023_Pe_005_20min,,,0.5997550092992374,
AST2020_Control.2,,,,0.5473422297451627
NJH2025_Sub6_MICT_Mid,,,,
RCJD2014_10min_1,,,,
FSO2013_Ratio H/L normalized Rep2___3,,,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,0.5790338240476782,0.5354074490692101,,0.5275594024696298
HS2024_3_I_T1,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,,,
CK2022_4 40-1,,,0.6066856077728733,
SR2019_MCF10A_Biol_repl_4,,,,
KS2014_Intensity pY_C5,,,,
NJH2025_Sub4_MICT_Pre,,,,
NJH2024_Sub9_MICT_Post,,,,
CF2017_OSE 28,,,,0.5602776934056052
HS2024_5_B_T2,,0.5027741902528694,,
HS2024_6_I_T1,,0.492416070938573,,
HS2024_5_B_T3,,0.4551357464880741,,
JJ2018_Ratio H/M normalized pP1___1,,,0.5076099797393466,
KBE2022_Log2_Ex_36_U,,,0.552856955053308,
AH2018_TMTMS3_3_N,,,0.6829036558622276,
SR2019_HCC1419_Biol_repl_2,,,,
FR2021_Intensity.N,,,,
AS2011_Ratio H/L Inhi_2_1,,,,
AH2018_SILAC_MR_1_C,,,0.6431337908622184,
NJH2024_Sub1_HIIT_Mid,,,,
NJH2025_Sub8_HIIT_Mid,,,,
EP2017_Mitotic R#3 log2 ratio,,,,0.5016725488128881
KBE2022_Log2_Ex_36_T,,,0.5647892562007159,
NJH2025_Sub6_HIIT_Mid,,,,
WZ2023_Pu_005_30min,,,0.6205645368600944,
KS2014_Intensity C2,,,0.5797609239704637,
FSO2013_Ratio H/L normalized Rep1___2,,0.5293092301804808,0.5994037444778972,
RM2024_Intensity D2-2,,,,
KBE2022_Log2_Ex_42_T,,,0.5107486497266076,
CK2022_9 200-1,,,0.6985808019468471,
GRW2016_Ratio H/L normalized SILAC 2___1,,,,
JJ2018_Ratio H/M normalized pP3___2,,,0.6556684056828296,
DB2022_LFQ intensity R1.1,,,,
CK2022_10 200-1,,,0.6945777971079821,
NJH2024_Sub9_MICT_Mid,,,,
JAW2011_Ratio H/L_2,,0.5386366232109175,,
HS2024_7_I_N2,,0.5178938525891372,,
RBK2021_1332T Late,,,,
LY2019_P1-,,,0.396616531603921,
RKK2015_TNF-α/basal.1,,,,
RKK2015_TNF-α/TNF-α+SC-514,,,,
CR2017_Ratio Replicate 2.5,,,0.8115557405460632,0.5453976052142684
HS2024_3_I_T3,,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,,,
AS2011_Ratio H/L Normalized RNAi_1,,,,
KS2014_Intensity E15_4,,,0.5462856722106939,
ZQ2022_C3,,,,
EJN2021_3_Rest_Ins,,,,0.5115163846334806
YP2020_Intensity P10_R2_mult_log2,,,,
MV2014_Ratio H/L normalized A1___3 (10 min),,,,
NJH2025_Sub1_MICT_Pre,,,,
KBE2022_Log2_Ex_39_T,,,0.4966385201674186,
FSO2013_Ratio H/M normalized Rep3___2,,0.46656365642552755,0.4111670232130375,
RM2024_Intensity D6-2,,,,
EP2017_Untreated R#1 log2 ratio,,,,0.5112307775339792
RKK2015_SC-514/basal,,,,
RM2024_Intensity D6-1___3,,,,
WZ2023_Pu_010_10min,,,0.6454985706633413,
NJH2025_Sub9_HIIT_Mid,,,,
SR2019_SKBR3_Biol_repl_4,,,,
HS2024_5_I_T3,,0.48747591048590166,,
KS2014_Intensity N1,,,0.4896847936157333,
NJH2024_Sub12_MICT_Post,,,,
TM2022_S2.8h.C,,,,
CR2017_Ratio Replicate 1,,,0.2629702322824687,0.5272984053837864
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,,,
JJ2018_Ratio H/M normalized pP3,,,0.4750398819116974,
AH2018_SILAC_MR_2_C,,,0.646952385282059,
LATM2013_Log2 Ratio (Medium/Light) Forward,,,,
PG2020_Intensity 2h_A,,0.4943914542728623,0.4936127100642733,
NJH2024_Sub6_MICT_Mid,,,,
NJH2025_Sub13_HIIT_Post,,,,
AH2018_SILAC_MR_3_X,,,0.615190473920779,
JJ2018_Ratio H/M normalized___1,,,0.5161629145078636,
RCJD2014_15min_2,,,,
AS2011_Ratio H/L_2,,,,
AS2011_Ratio H/L Normalized,,,,
RN2012_H03,,,0.5005264379610654,
HS2024_5_B_N2,,,,
HS2024_5_I_N1,,0.5311554696315763,,
HS2024_6_I_N1,,,,
AR2021_KD 48h,,,,0.5342939840290024
FR2021_Intensity.B,,,,
RB2022_3_PreEndurance,,,,0.5328589932812684
HS2024_5_I_T1,,0.4931787387475897,,
NJH2024_Sub10_MICT_Pre,,,,
SR2019_LM2_Biol_repl_2,,,,
AST2020_anti-CD3,,,,0.5468242520790056
SR2019_MDAMB231_Biol_repl_1,,,,
RM2024_Intensity D2-3___3,,,,
WZ2023_Pe_005_10min,,,0.6100193197984708,
KBE2022_Log2_Ex_29_U,,,0.5005690089636435,
HS2024_7_B_T1,,0.48299861992459964,,
AH2018_LFQ_M_2_X,,,0.6107734821481948,
AH2018_LFQ_IT_4_N,,,,
CK2022_15 200-1,,,0.6987388927308804,
RM2024_Intensity D4-1___2,,,,
JJ2018_Ratio H/M normalized,,,0.5162940466440132,
JJ2018_Ratio M/L normalized pP3___1,,,0.5154935418642501,
KBE2022_Log2_Ex_34_T,,0.4642968173668493,0.4621280640530723,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,,,
LY2019_P2+,,,0.5773545161715365,
