DatasetName,RPL34_S(3) RPL34_S(44) RPL34_S(81) RPL34_S(9),RPL34_S(113) RPL34_S(12) RPL34_S(17) RPL34_S(68) RPL34_T(15) RPL34_T(20)
WZ2023_Su_025_10min,,0.43582371152265226
AH2018_LFQ_IT_4_X,,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,0.6498337001939749,0.48991382341274187
RB2022_4_RecoverySprint,,0.508539232731544
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,,0.45094966277735465
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,,0.5158410131640314
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,,0.47072886810240216
LY2019_P7+,,0.4918788855865062
EP2017_Untreated R#1 normalized log2 ratio,,0.5179213118127557
RN2012_L10,,0.4717599646539082
PG2020_Intensity 4h_C,,
EP2017_Mitotic R#3 normalized log2 ratio,,0.5380686233499369
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.6749961580698427,0.5487468565405339
RB2022_8_PostStrength,,0.5111840379513557
AH2018_SILAC_IT_2_X,,
HS2024_4_B_T3,,0.4988046219338636
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,0.48678687375159696
NJH2025_Sub8_HIIT_Pre,,0.4739876434242156
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,0.4902437301358517
KBE2022_Log2_Ex_6_U,,0.5020406365651436
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,,0.4904196701698131
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,,0.5406932242933761
GF2025_P9_Sph,,0.43610564708769695
CK2022_6 200-1,,
NJH2024_Sub7_MICT_Post,,0.48346460464823054
AH2018_TMTMS3_2_X,,
NJH2024_Sub8_HIIT_Post,,0.48633246407823827
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,0.5032663056051615
HS2024_4_I_T2,,0.49964584711529075
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,0.49724883932256186
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,0.5006286252601895
HS2024_3_B_T3,,0.4857095584200936
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,0.5069631705882675
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,,0.4542094346984565
EP2017_Untreated R#3 normalized log2 ratio,,0.486962833708896
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,0.48349006023077296
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,,0.5511923407260597
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,0.513797761711127
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,,0.5179652088866428
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,0.4827778062593217
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,0.5023189947114955
HS2024_7_I_N1,,0.49741777397681747
KBE2022_Log2_Ex_29_T,0.6438148159698502,0.49113771672437473
HS2024_7_I_T2,,0.4920935502446954
AS2011_Ratio H/L Normalized RNAi_2_3,,0.4977003002067122
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,0.4956822891120097
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,,0.48811566850387483
FR2021_Intensity.M,,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,,0.49530725659900604
PG2020_Intensity CT_C,,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,,0.4812083526198563
EP2017_Untreated R#3 log2 ratio,,0.4869755370315583
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,0.5004643428433201
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,,0.5474104181974798
HS2024_8_PD_T2,,0.47081685571312315
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,0.4964231028194674
NJH2025_Sub10_MICT_Mid,,0.48251463628814
KBE2022_Log2_Ex_15_U,,0.49517898017537815
AS2011_Ratio H/L Normalized Inhi_2,,0.5006542451456236
RKK2015_TNF-α/SC-514,,0.4723824329475794
RB2022_3_PreSprint,,0.5038786452330595
CR2017_Ratio Replicate 2.3,,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,,0.5038331420658516
YA2020_Reporter_intensity_Normal_No.2,,
YP2020_Intensity P30_R2_mult_log2,,0.4883133122345
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,0.5011816619959014
HS2024_3_PD_T3,,0.48228068302031973
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,0.475453509853619
FR2021_Intensity.G,,
RAM2015_Log2 C,,
AS2011_Ratio H/L Proteins Inhi_1,,0.5259052218437407
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.6378026969281378,0.4824038707915805
CK2022_2 16-1,,
RAM2015_Log2 B,,
YP2020_Intensity C10_R1_mult_log2,,0.48509424497768844
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,0.4726419867663634
EJN2021_4_Rest_Basal,,0.4945544127682559
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,0.5021857788029299
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,0.46940653145448374
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,0.49783809178016125
DL2023_24h-3,,
HS2024_7_PD_T3,,0.49295302365264937
PG2020_Intensity Mock_10h_B,,
WZ2023_Su_025_30min,,0.45097704985264125
AH2018_LFQ_4_N,,
CR2017_Ratio Replicate 1.2,,0.4744689288796666
AS2011_Ratio H/L Normalized by Proteins,,0.4850889204813064
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,0.5013513254510976
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,0.49141622193727824
HH2022_Reporter intensity 7,0.6390014748515787,
AH2018_SILAC_M_1_X,,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,,0.5209916809445073
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,,0.47417558713351565
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,0.49760190860979553
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,0.4951343759893376
NJH2025_Sub7_HIIT_Mid,,0.487772773019196
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,0.5014349390948062
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,0.47842117955989555
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,0.49388113140351814
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,,0.5617117833987935
RB2022_3_PostStrength,,0.5124553955050882
TM2022_S2.8h.A,,0.5156707633651701
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,0.4973023743243141
SR2019_BT549_Biol_repl_1,,0.5173736437171872
AH2018_LFQ_M_4_N,,
NJH2024_Sub8_HIIT_Mid,,0.47687174651780406
PG2020_Intensity 8h_B,,0.46236051732620326
AH2018_LFQ_2_X,,
PG2020_Intensity 2h_B,,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,0.518584409016253
KS2014_Intensity E15_3,,
GF2025_P3_Sph,,0.4237572697064331
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.6615430335523548,
AS2011_Ratio H/L RNAi_2_3,,0.5022804451611423
AH2018_SILAC_IT_1_N,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,0.47716951315751444
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,,0.5190364610329341
ZQ2022_N1,,
LY2019_P6-,,0.49382136286742845
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,,0.49885265039256704
AH2018_LFQ_3_N,,
RKK2015_TNF-α/IKKb,,0.4907003635665759
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,0.6515118863281026,0.498129406561449
AS2011_Ratio H/L Normalized Inhi_1,,0.5017471798624398
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,0.5579975568626302
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,,
AS2011_Ratio H/L Inhi_1_3,,0.518084958048792
NJH2025_Sub10_HIIT_Mid,,0.47223034744939146
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,
SR2019_BT549_Biol_repl_2,,0.5111682549373383
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,0.5347326944052907
HS2024_5_PD_T2,,0.5004774482421702
WZ2023_Su_025_20min,,0.4471868104240211
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,0.49971465759608263
LY2019_P8-,,0.5077908659305872
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,0.4965714216256088
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,,0.4350886624944829
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,0.4872015341391707
PG2020_Intensity 10h_D,,
RB2022_8_PreEndurance,,0.5182321311867965
HS2024_3_B_N2,,0.4944669349889343
EJN2021_4_Ex_Ins,,0.4671174302459922
AS2011_Ratio H/L Normalized by Protein,,0.4850889204813064
EJN2021_1_Ex_Ins,,0.48444735991858595
EP2017_Pervanadate R#3 log2 ratio,,0.5191303757688205
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,,
AH2018_LFQ_M_4_C,,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,0.518084958048792
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,,0.5042695916518735
CK2022_6 40-1,,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,0.4917678085887523
LY2019_P3-,,
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,,0.49667027660950835
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,,0.43183675623418255
HS2024_8_PD_T3,,0.47934689573858175
EJN2021_3_Ex_Basal,,0.4926533563882423
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,,0.4595856705025924
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,0.55135980510175
GF2025_P10_Adh,,0.5006972101133681
RB2022_1_RecoveryStrength,,0.5360709869064035
SR2019_HCC1954_Biol_repl_4,,0.5019528249439026
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,0.47377950849873035
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,,
RB2022_4_PreSprint,,0.48472330573665207
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,,
HS2024_8_I_N2,,0.4893396286565359
RB2022_3_RecoveryStrength,,0.4882628793319794
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,
LY2019_P8+,,0.4788040570731733
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,0.5147226401985848
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,0.5088283583360546
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.6547662229818063,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,0.47337355950130133
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,,0.5153759809956519
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,
LY2019_P2-,,
AH2018_LFQ_IT_1_X,,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,,0.456229971074309
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,0.5259526923916804
HS2024_3_I_T1,,0.4870935868991171
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,
SR2019_MCF10A_Biol_repl_4,,0.5168752695502545
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,,0.5103545962169891
HS2024_5_B_T2,,0.4865057385335061
HS2024_6_I_T1,,0.5060300696105361
HS2024_5_B_T3,,0.4845193774007408
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.6457601993610192,0.5029019613662435
AH2018_TMTMS3_3_N,,
SR2019_HCC1419_Biol_repl_2,,0.5059298933606857
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,0.47687174651780406
EP2017_Mitotic R#3 log2 ratio,,0.5368415792846282
KBE2022_Log2_Ex_36_T,0.647179621499459,0.503295738399045
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,,0.4504227575331761
KS2014_Intensity C2,,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,,0.4989043246390598
CK2022_9 200-1,,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,0.4854811255614914
RBK2021_1332T Late,,
LY2019_P1-,,
RKK2015_TNF-α/basal.1,,0.47294106170301514
RKK2015_TNF-α/TNF-α+SC-514,,0.47534594645685985
CR2017_Ratio Replicate 2.5,,0.47511121426773933
HS2024_3_I_T3,,0.4964703580219201
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,,0.481913628796687
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,0.4836258149801864
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,,0.5180182726164141
RKK2015_SC-514/basal,,0.4738533231526619
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,,0.4609076465921009
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,0.5032900545608984
HS2024_5_I_T3,,0.4937219592909215
KS2014_Intensity N1,,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,0.510577149049668
CR2017_Ratio Replicate 1,,0.4437620424359916
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,0.48968272141005437
RN2012_H03,,0.4983915502451482
HS2024_5_B_N2,,0.5094607986171517
HS2024_5_I_N1,,0.5054053753187565
HS2024_6_I_N1,,0.4980917266655578
AR2021_KD 48h,,
FR2021_Intensity.B,,
RB2022_3_PreEndurance,,0.4971352148353989
HS2024_5_I_T1,,0.4958216486625144
NJH2024_Sub10_MICT_Pre,,0.4767788161536588
SR2019_LM2_Biol_repl_2,,0.5249847496503011
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,,0.5023578506864229
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,,0.4268397018866323
KBE2022_Log2_Ex_29_U,0.6435337066047332,0.4867643733649927
HS2024_7_B_T1,,0.4773342044290034
AH2018_LFQ_M_2_X,,
AH2018_LFQ_IT_4_N,,
CK2022_15 200-1,,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.6522331977418053,0.5026344982190536
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,,0.49075774568576436
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,,
AS2011_Ratio H/L Protein RNAi_2,,0.5023856411167915
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,,0.44963106876810327
RN2012_H01,,0.5127679937807577
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,0.4899634580783554
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,,0.5157963357598006
HS2024_8_B_T3,,0.5000087116701022
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,0.6654773881201542,0.5249988647925355
WZ2023_Pe_010_20min,,0.45327969120809725
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,,0.5039115207080119
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,
KS2014_Intensity C1,,
FSO2013_Ratio H/M normalized Rep3___1,,0.4679508428294102
AH2018_SILAC_M_3_C,,
RKK2015_TNF-α+IKKb/TNF-α,,0.4936550001703059
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,
AH2018_SILAC_M_2_X,,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,0.506285797544848
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,,0.44600156458131573
PG2020_Intensity 6h_C,,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,0.519883420593391
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,,
VOI2024_0.1uM 24 h_2 mono,0.6590555431843004,0.4943516873993024
AH2018_TMTMS2_3_C,,
CK2022_15 16-1,,
CK2022_3 16-1,,
LY2019_P4-,,0.4870552896657112
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,0.5094799219218866
GF2025_P8_Adh,,0.5513659587667976
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,,0.46243639838794576
CK2022_10 16-1,,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.652465415211353,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,0.5017264470130374
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,,0.5390547200485419
EJN2021_2_Ex_Basal,,0.49466784051795026
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,,0.49807207005894377
AR2021_L41 10 μM,,
CF2017_EOC 2,,0.519591457241398
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,
NJH2024_Sub10_HIIT_Pre,,0.475453509853619
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,0.49558904758110206
CK2022_6 16-1,,
ZX2022_CB treated Replicate 1,,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,0.5106835706842209
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.6737647516887217,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,0.5209335383637457
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,,
AR2021_L41 1 μM,,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,,
NJH2025_Sub10_MICT_Pre,,0.4767788161536588
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,0.527791124878537
ZX2022_Control Replicate 3,,
KS2014_Intensity C4,,
AS2011_Ratio H/L Inhi_2,,0.5005129010909496
KBE2022_Log2_Ex_18_T,0.6838050889783092,0.5188360894613262
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,0.50761657915407
HS2024_7_B_T2,,0.48997576426130385
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,0.5085290124888443
AH2018_SILAC_IT_3_C,,
WZ2023_Pu_025_10min,,0.4678333984022644
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,0.49759116204860737
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,,
SR2019_JIMT1_Biol_repl_4,,0.4935886132296363
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,,0.5310642152737337
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,,0.45591956577418163
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,
KS2014_Intensity C6,,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
