DatasetName,DTX3L_C(221) DTX3L_S(198) DTX3L_S(202) DTX3L_S(204) DTX3L_S(216) DTX3L_S(221) DTX3L_S(256) DTX3L_S(397) DTX3L_S(4) DTX3L_S(532) DTX3L_S(535) DTX3L_S(539) DTX3L_S(545) DTX3L_S(551) DTX3L_S(9) DTX3L_T(390),DTX3L_M(532) DTX3L_S(205) DTX3L_S(3) DTX3L_S(547) DTX3L_T(526)
RNJ2017_Log2_ratio_Tstim:Trest_D3,0.5223683550319029,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,0.530347374007132,
CK2022_4 16-1,,0.3816596720974676
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,,
EJN2021_2_Ex_Ins,,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.5366907182459855,
SAS2015_PLX/DMSO_Exp1,0.5146909014444921,
SFR2015_HL_log2_ratio_avg_c,,
JJ2018_Ratio M/L normalized pP2,0.5295875318024943,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,0.520524250996476,
FSO2013_Ratio H/L normalized Rep3,0.5344189444558791,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,0.5809892131454253,
JJ2018_Ratio M/L normalized,0.525186601766535,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,0.5447108784077134,
NJH2025_Sub2_MICT_Mid,0.5258073493106455,
HS2024_6_B_N2,0.5315127370818142,
KBE2022_Log2_Ex_9_T,0.5321095652408105,0.36029745521916984
AH2018_SILAC_IT_2_N,0.5362095238408556,
AH2018_SILAC_IT_1_X,0.5329251962172964,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.5312094640716072,
UK2020_UA_2,,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.4955005440034953,
WZ2023_Pe_025_20min,0.5630933825515043,0.3416956388299971
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.5370222059183074,
HS2024_4_I_N2,0.5366237540139495,
AH2018_TMTMS2_3_N,0.5484791206487716,
RN2012_H06,0.5323491539368412,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,0.5396145735346388,
WZ2023_Su_005_30min,0.5601580928871599,0.37644812713772213
SR2019_HCC1419_Biol_repl_4,0.5213808364229425,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,0.5197838819956605,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5672875257939032,
WZ2023_Su_025_10min,0.5612213253071078,0.3892688672692094
AH2018_LFQ_IT_4_X,0.530816738947122,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,0.5393805077703998,
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,0.5292943769166288,
WZ2023_Su_005_20min,0.5591646547961987,0.3572087274890646
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5365208033062645,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.5395387191083186,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,,
LY2019_P7+,0.5459663564983402,
EP2017_Untreated R#1 normalized log2 ratio,0.5206900274833867,
RN2012_L10,0.5248082406414759,0.36511636474084436
PG2020_Intensity 4h_C,0.5253517680660802,
EP2017_Mitotic R#3 normalized log2 ratio,0.5355365860710846,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,0.3601203957143176
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,0.5311368401375524,
HS2024_4_B_T3,0.5528434671187409,
NJH2024_Sub2_HIIT_Post,0.5206968639492813,
HS2024_8_B_N2,0.5558537997977632,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,0.5348845835397472,
HS2024_8_I_T2,0.5180678990735689,
KBE2022_Log2_Ex_6_U,,0.3629599081609086
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.5323254585942799,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,0.5363110289834703,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.5335264579858954,0.40720099912906615
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.5341092494012054,
GF2025_P9_Sph,0.5371641788665665,
CK2022_6 200-1,0.5295338074285286,0.3955909063587726
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.527864250228405,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,0.5263312530580696,
HS2024_4_I_T2,0.5386238151716052,
NJH2024_Sub2_MICT_Mid,0.5258073493106455,
VOI2024_0.1uM 2 h_2 mono,0.5415923514866618,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.5515404822917042,
SAS2015_AZD/DMSO_Exp1,0.5174560155568116,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,0.5354470969952659,
HS2024_3_B_T3,0.5342445435225052,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,0.5215145143249006,
SR2019_MDAMB231_Biol_repl_3,0.522104962600764,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,0.522182848779174,
EP2017_Untreated R#3 normalized log2 ratio,0.5249685980241604,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5293384278168477,0.3977580387050681
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5215450772698372,
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,0.5372483016603607,
TM2022_mock.12h.A,0.533663189798434,
JJ2018_Ratio H/L normalized pP1,0.5283043163048674,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5322688071866355,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,0.5314563233611547,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,0.5339314103558552,
AH2018_SILAC_2_C,0.5308211279607856,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,0.518877429584684,
KBE2022_Log2_Ex_29_T,0.5320916677303464,0.3510862087829444
HS2024_7_I_T2,0.519582179295931,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.533821792991111,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,0.5319207214499041,
EJN2021_1_Ex_Basal,,
FR2021_Intensity.M,0.5013892953888882,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,0.5372219036246759,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5285989992133018,
PG2020_Intensity CT_C,0.5236464486345972,
ZCP2016_Ratio H/L Rep 1,0.5276172356768694,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,,0.3695184848775221
EP2017_Untreated R#3 log2 ratio,0.5235417080396736,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.5182546398180299,
HS2024_8_PD_T2,0.5277574590224119,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,0.5104046881362035,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,0.5327302216004044,
RM2024_Intensity D4-3,0.5303595021218557,
HS2024_8_B_N1,0.5394271867569563,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,,0.36871312601578826
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,0.5298918223174639,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.5285882195727062,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5328584951529826,
YA2020_Reporter_intensity_Normal_No.2,0.5188147662528676,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,0.5196215606938211,
HS2024_4_B_N2,0.560007911831414,
HS2024_3_PD_T3,0.549168889869966,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,0.5142825424195043,
RAM2015_Log2 C,0.5384410192410403,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.545032998969005,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.5292060484604758,0.34318728274149535
CK2022_2 16-1,,0.37655078296280203
RAM2015_Log2 B,0.5434017555036336,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,0.5397845139586217,
VOI2024_Veh2 mono,0.5419015849153208,
HS2024_6_B_T1,0.5334402701218207,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,0.5434233637125016,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,0.5292493395639503,
PG2020_Intensity Mock_10h_B,0.5168357114101286,
WZ2023_Su_025_30min,0.5597778588857181,0.34481975586229974
AH2018_LFQ_4_N,0.5376582307361446,
CR2017_Ratio Replicate 1.2,0.49905784045016777,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.5507204402710367,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.5333249786054844,
AH2018_SILAC_M_1_X,0.5307727319844774,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.5451378625343465,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.5496032274649747,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,0.5397285758980791,
HS2024_5_I_T2,0.5369377979903198,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),0.5360506602892178,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.5368564435954751,
SR2019_Hs578T_Biol_repl_4,0.4960423359252997,
RB2022_8_PreStrength,,
KS2014_Intensity C5,0.5370727512906067,
RM2024_Intensity D0-1,0.5311413834909213,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,0.5280845405536678,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,0.5215266074933478,
GF2025_P9_Adh,0.5774409354073902,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,0.5111212985712167,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,0.527616429461353,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.5580390252879084,
SR2019_BT549_Biol_repl_1,0.5366944451279794,
AH2018_LFQ_M_4_N,0.5379130287346062,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.526989100110665,
AH2018_LFQ_2_X,0.5346186971646482,
PG2020_Intensity 2h_B,0.5268354262445178,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,0.5305670163723636,
GF2025_P3_Sph,0.563117867466703,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),0.5318781214318015,
AH2018_SILAC_1_C,0.522159301388617,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.5318241794038958,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.5375508782173877,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,0.5272845520948825,
CR2017_Ratio Replicate 2.4,0.5294734787789981,
ZQ2022_N1,0.5245542237895054,
LY2019_P6-,0.5094462907250731,
RM2024_Intensity D2-3,0.528744372708317,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.5227464775429669,
AH2018_LFQ_3_N,0.5316318562375898,
RKK2015_TNF-α/IKKb,0.4692229718982679,
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,0.5280241998712831,0.3542506403057092
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,0.5164765655071013,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,0.5394191653685246,
JJ2018_Ratio H/L normalized pP3,0.5314607656649851,
CK2022_7 40-1,,0.37672787893774967
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.5286083966737539,
SR2019_BT549_Biol_repl_2,0.5376906449824499,
RM2024_Intensity D4-2,0.5297176169224542,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,0.5329611464671924,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,0.5606810866603316,
WZ2023_Su_025_20min,0.5591961008042744,0.3717287807881152
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,0.5343869396354878,
LY2019_P8-,0.5150560939733877,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,0.5336737527461913,
FSO2013_Ratio H/L normalized Rep1,0.5221740865121538,
NJH2024_Sub2_HIIT_Pre,0.5280845405536678,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,0.5386446593140377,
CK2022_13 40-1,,0.37710371569066503
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5252457733558638,0.3689797577101969
PG2020_Intensity 10h_D,0.5255648316846433,
RB2022_8_PreEndurance,,
HS2024_3_B_N2,0.53635511402185,
EJN2021_4_Ex_Ins,,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,
EP2017_Pervanadate R#3 log2 ratio,0.5360147110978822,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,0.5004574416035565,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.5400126818498023,
AH2018_LFQ_M_4_C,0.5356528262138391,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),0.5224072978024418,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,0.5401274673480757,
RN2012_H04,0.5311394052028379,
CK2022_6 40-1,,0.3782038049982223
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,0.3663755775529992
LY2019_P3-,0.4982333133917368,
FR2021_Intensity.A,0.5115355231687063,
EJN2021_3_Ex_Ins,,
MV2014_Ratio M/L normalized A1___1 (2 min),0.5310949924502041,
WZ2023_Pe_005_30min,0.5591612893558886,0.3919440964665057
HS2024_8_PD_T3,0.522181307071795,
EJN2021_3_Ex_Basal,,
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.5251852932405842,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.5562601526229829,0.3833408354905344
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.50338453208123,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,0.5256675090529198,
FR2021_Norm.Intensity.N,0.5116191226684341,
HS2024_5_B_N1,0.5727079952074307,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.5458402775173884,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5425149079020996,
HS2024_8_I_N2,0.5563352994899702,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.527930574461509,
LY2019_P8+,0.5571492801782365,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,0.5342024898824891,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,0.5265544492040367,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.532467302038188,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.5275414362165992,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,,0.3658093545138169
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.5177052621971082,
LY2019_P2-,0.5029053022072535,
AH2018_LFQ_IT_1_X,0.5283191728766252,
JJ2018_Ratio H/L normalized pP3___1,0.5314784467405765,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,0.5596178619716505,0.3656807083850329
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,0.5247405973355345,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.5467084275176627,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,0.38187626832808247
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.532852151140819,
HS2024_5_B_T2,0.5403545471539871,
HS2024_6_I_T1,0.5242128439852866,
HS2024_5_B_T3,0.537559676575115,
JJ2018_Ratio H/M normalized pP1___1,0.5304919412362927,
KBE2022_Log2_Ex_36_U,0.5346273387660464,0.3718567084238685
AH2018_TMTMS3_3_N,0.5456182743969945,
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,0.511560828673134,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.533778979358954,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5349625822508383,
KBE2022_Log2_Ex_36_T,0.5347221584932129,0.35897366664391883
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.5601988453216931,0.351269682643508
KS2014_Intensity C2,0.5331327191433456,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,0.5294813567357702,
KBE2022_Log2_Ex_42_T,,0.3659118764929558
CK2022_9 200-1,0.534684787495619,0.3941118743239829
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.53429803740349,0.3940676289431219
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.5100771273207708,
RBK2021_1332T Late,0.5273108297496085,
LY2019_P1-,0.5259867593739637,
RKK2015_TNF-α/basal.1,0.5354179542453226,
RKK2015_TNF-α/TNF-α+SC-514,0.5376411551498009,
CR2017_Ratio Replicate 2.5,0.5267955959815723,
HS2024_3_I_T3,0.537591021377844,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,0.5368630740723956,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5288089954556664,
ZQ2022_C3,0.5375555948287527,
EJN2021_3_Rest_Ins,,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,0.36675664690075827
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,0.5300314765856672,
EP2017_Untreated R#1 log2 ratio,0.5195159921621373,
RKK2015_SC-514/basal,0.5305249880750315,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5582230145170373,0.39951598119032083
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,0.5090944618117078,
HS2024_5_I_T3,0.5456404755572077,
KS2014_Intensity N1,0.5211437082729534,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,0.5381450571859528,
CR2017_Ratio Replicate 1,0.5410993217452763,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,0.5376096644283375,
JJ2018_Ratio H/M normalized pP3,0.539854958025699,
AH2018_SILAC_MR_2_C,0.5332112164611414,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.524139331746619,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,0.5188897795680433,
AH2018_SILAC_MR_3_X,0.5277740392877137,
JJ2018_Ratio H/M normalized___1,0.5349002658069694,
RCJD2014_15min_2,0.5849146333688517,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.5369079616266416,
HS2024_5_B_N2,0.5511830922714439,
HS2024_5_I_N1,0.5464514187140799,
HS2024_6_I_N1,0.5297826295847309,
AR2021_KD 48h,0.5153730347736614,
FR2021_Intensity.B,0.5190627725274477,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.5397429479054736,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5581829999137999,0.37994276116463954
KBE2022_Log2_Ex_29_U,0.5321021467404208,0.3524471935740693
HS2024_7_B_T1,0.507447143804359,
AH2018_LFQ_M_2_X,0.5349164471555579,
AH2018_LFQ_IT_4_N,0.5321588135359018,
CK2022_15 200-1,0.5349397379680174,0.4061669563138334
RM2024_Intensity D4-1___2,0.5315228388688722,
JJ2018_Ratio H/M normalized,0.5349254909834921,
JJ2018_Ratio M/L normalized pP3___1,0.5211703411278634,
KBE2022_Log2_Ex_34_T,,0.3539917091060736
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,0.5319495280106662,
LY2019_P2+,0.5488388119681018,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.5372409676042886,0.39026738434323804
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5608455083582824,0.37223482456271645
RN2012_H01,0.5354825460581331,0.3900740282124461
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.537420254119815,
HS2024_8_B_T3,0.5288785097984148,
YA2020_Reporter_intensity_Cancer_No.3,0.5235095036188362,
KBE2022_Log2_Ex_44_U,,0.3657878659606016
WZ2023_Pe_010_20min,0.5605108575317219,0.36307271864031904
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.5373637940512608,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,0.5342646258689252,
KS2014_Intensity C1,0.5282436721020484,
FSO2013_Ratio H/M normalized Rep3___1,0.5138475407840664,
AH2018_SILAC_M_3_C,0.5327125672001303,
RKK2015_TNF-α+IKKb/TNF-α,0.5987516083982845,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5377099119037286,
AH2018_SILAC_M_2_X,0.5336659979470465,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,0.3632888099034786
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5606045495587736,0.3463165653500334
PG2020_Intensity 6h_C,0.5204958572073258,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,0.5272517088400266,
AH2018_LFQ_M_3_N,0.538714632900372,
VOI2024_0.1uM 24 h_2 mono,0.5391284540454816,
AH2018_TMTMS2_3_C,0.5467718842257144,
CK2022_15 16-1,,0.39172275481137986
CK2022_3 16-1,,0.38161004944234345
LY2019_P4-,0.5034601507624857,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.5317408927218272,
