DatasetName,GEMIN5_S(1311) GEMIN5_S(3) GEMIN5_S(624) GEMIN5_S(7) GEMIN5_S(754) GEMIN5_S(756) GEMIN5_S(757) GEMIN5_S(765) GEMIN5_S(770) GEMIN5_S(778) GEMIN5_S(793) GEMIN5_S(810) GEMIN5_S(847) GEMIN5_T(51) GEMIN5_T(807),GEMIN5_S(1267) GEMIN5_S(1322) GEMIN5_S(48) GEMIN5_S(657) GEMIN5_S(767) GEMIN5_S(854) GEMIN5_T(1195) GEMIN5_T(1270) GEMIN5_T(1326) GEMIN5_T(748) GEMIN5_T(751)
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,,0.36204571780317224
SAS2015_PLX/DMSO_Exp1,0.5415035886555882,0.39416398106952105
SFR2015_HL_log2_ratio_avg_c,0.5406239411126276,0.36892071730205384
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,0.5420352102127853,
PG2020_Intensity 6h_B,0.5217151695754573,
FSO2013_Ratio H/L normalized Rep3,0.5547075884073079,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,0.5477883679509833,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,0.5429727908677735,
HS2024_6_B_N2,0.537024549953651,
KBE2022_Log2_Ex_9_T,,
AH2018_SILAC_IT_2_N,,0.36873899899110646
AH2018_SILAC_IT_1_X,,0.36937140132732504
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.5528928843324297,
UK2020_UA_2,,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5483941044278288,
WZ2023_Pe_025_20min,0.5474362007517563,
JVO2010_Log2 Ratio M/L Normalized aphidicolin,0.5594670406318702,
AH2018_LFQ_2_N,,
HS2024_4_I_N2,,
AH2018_TMTMS2_3_N,,0.3481525365816073
RN2012_H06,,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,
WZ2023_Su_005_30min,0.5549986335743345,
SR2019_HCC1419_Biol_repl_4,,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,0.5427658067634659,
CR2017_Ratio Replicate 3.1,0.5344293876828152,
WZ2023_Su_025_10min,0.5530920022824889,
AH2018_LFQ_IT_4_X,,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,0.3741241343068619
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.5517323113735781,
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,0.5421901326474327,0.38328408664390407
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5601441384184546,0.3902984932838786
NJH2025_Sub6_HIIT_Post,0.5488678260813082,
RB2022_6_RecoverySprint,0.5533354312936647,
KS2014_Intensity,0.5526831104606561,0.3810545362972718
MV2014_Ratio H/M normalized A2___1 (2 min),0.5575030667816774,
PG2020_Intensity 8h_D,0.5252586004285539,0.3548114983988849
LY2019_P7+,,
EP2017_Untreated R#1 normalized log2 ratio,0.5326635714583471,0.3871382659098401
RN2012_L10,,
PG2020_Intensity 4h_C,0.5473223144464526,
EP2017_Mitotic R#3 normalized log2 ratio,0.5491812102964527,0.3803777531932752
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,
RB2022_8_PostStrength,0.5472205801795701,
AH2018_SILAC_IT_2_X,,0.366814901040923
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,0.539462445758176,
HS2024_8_B_N2,0.5542006005526634,
NJH2025_Sub8_HIIT_Pre,0.5429384750083514,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,0.5510655529188738,
KBE2022_Log2_Ex_6_U,,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.550355501581322,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.5548039378576409,0.38017095058421224
GF2025_P9_Sph,0.5405998366706087,
CK2022_6 200-1,0.5508479354043467,
NJH2024_Sub7_MICT_Post,0.5430338711561667,
AH2018_TMTMS3_2_X,,0.3809827980350834
NJH2024_Sub8_HIIT_Post,0.5461009826960426,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,0.5336990135415152,
NJH2024_Sub2_MICT_Mid,0.5429727908677735,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,0.5426530085659523,0.39601643900343786
NJH2024_Sub1_MICT_Mid,0.5436776862399942,
IMM2018_normalised rep. int. CDK5L-3,0.5458968108633183,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,0.544123774724429,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,0.5439292538208037,
EP2017_Untreated R#3 normalized log2 ratio,0.5613176416668513,0.37168229383924506
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,0.5390356561986311,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5508787680182267,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5370096007346006,
RB2022_7_PostEndurance,0.5363675075720888,
NJH2025_Sub4_HIIT_Pre,0.5499559318934025,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,0.5494277077837658,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5319603086550994,0.39318386854655096
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,,0.3716151998652942
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,,
HS2024_7_I_T2,0.5443078864300832,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.5455819608670368,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,0.5501604566571587,
EJN2021_1_Ex_Basal,0.550319949459788,
FR2021_Intensity.M,,
RB2022_2_PostSprint,0.5576950369481573,
AH2018_SILAC_MR_3_N,,0.35993061876964144
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,,
PG2020_Intensity CT_C,0.5467854320470973,
ZCP2016_Ratio H/L Rep 1,0.5660853992157369,0.4087262934292625
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,,
EP2017_Untreated R#3 log2 ratio,0.5622609565739507,0.37197203466770773
RB2022_2_PostStrength,0.5551370821667443,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.5586296687793819,
HS2024_8_PD_T2,0.5481131821012253,
FS2019_Ctr2,,
RB2022_6_PreEndurance,0.542807424110671,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,0.5487957973560722,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,0.5383776865216194,
NJH2025_Sub10_MICT_Mid,0.5435375557575416,
KBE2022_Log2_Ex_15_U,,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,0.5509199561781043,
RB2022_3_PreSprint,0.5440468365922366,
CR2017_Ratio Replicate 2.3,0.5627263113638904,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),0.5478644142534217,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5314966042636924,
YA2020_Reporter_intensity_Normal_No.2,,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,0.5431475995083328,
HS2024_4_B_N2,,
HS2024_3_PD_T3,0.5377876012813793,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,0.5377890296508469,
FR2021_Intensity.G,,
RAM2015_Log2 C,,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,,0.3642491852700058
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,
CK2022_2 16-1,0.5331737645783047,
RAM2015_Log2 B,,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,0.5459103051657936,
EJN2021_4_Rest_Basal,0.5492137277153905,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,0.5474706333961634,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,0.5427658067634659,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,0.5507828379583136,
WZ2023_Su_025_30min,0.5481844619735122,
AH2018_LFQ_4_N,,0.3611461376823798
CR2017_Ratio Replicate 1.2,0.5410400753286561,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.5429382397848356,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.550088275682641,0.37998807300872045
AH2018_SILAC_M_1_X,,0.3701456529934109
RB2022_7_PreEndurance,0.5453279031473159,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.5306809828780337,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,0.5527327511854466,
NJH2025_Sub7_HIIT_Mid,0.5377678645629321,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),0.5507193180072446,
RB2022_6_PostSprint,0.5437874040073257,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,,0.37979516379317796
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,0.5420800463902604,
KS2014_Intensity C5,0.5315946239156251,0.3765079628866367
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,0.5438103747024332,
RB2022_3_RecoveryEndurance,0.5445470497886858,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.5348199431989507,
RB2022_3_PostStrength,0.5321635012669871,
TM2022_S2.8h.A,0.5495228481299611,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,0.5411651437413809,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,,0.3719690046217479
NJH2024_Sub8_HIIT_Mid,0.5443779298838022,
PG2020_Intensity 8h_B,0.5455159862838328,0.3700228472864852
AH2018_LFQ_2_X,,
PG2020_Intensity 2h_B,0.5434806905528486,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,0.5459246162299238,0.3433354054249112
GF2025_P3_Sph,0.5676521284184044,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,0.3644124359858829
NJH2024_Sub1_HIIT_Pre,0.5439575293861039,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.5419020625817677,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,0.367411497999723
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.5588789835187431,
ZQ2022_N1,,
LY2019_P6-,,
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,0.5487138931472563,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,,
AH2018_LFQ_3_N,,0.35388318347604397
RKK2015_TNF-α/IKKb,0.5408692165109235,
SFR2015_HL_log2_ratio_std_b,0.5463832695088233,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,0.5462820766231995,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,0.5423486891647494,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.547697941828389,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,0.5370743772205326,
WZ2023_Su_025_20min,0.5526836972844653,
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,0.5469476563270849,
LY2019_P8-,,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,0.5465165904638443,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.5208518803727492,
NJH2024_Sub2_HIIT_Pre,0.5438103747024332,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,0.5471179565762571,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,
PG2020_Intensity 10h_D,,
RB2022_8_PreEndurance,0.5358381078234334,
HS2024_3_B_N2,0.5442079862755309,
EJN2021_4_Ex_Ins,0.5493263787562188,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.5497579682190639,
EP2017_Pervanadate R#3 log2 ratio,0.5300738743709731,0.3899282688679282
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,0.5480746019022038,
RCJD2014_5min_2,0.5446150647644782,
RB2022_6_PostStrength,0.5587103656995763,
AH2018_SILAC_MR_3_C,,0.36045292253811434
AH2018_LFQ_M_4_C,,0.36152875064617396
NJH2024_Sub4_MICT_Pre,0.5476558516300652,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,0.5483619790469699,
NJH2025_Sub6_MICT_Post,0.5476369447774713,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,,
CK2022_6 40-1,0.5460254477332416,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,
LY2019_P3-,,
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,0.5446149316237503,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.5471748154254599,
HS2024_8_PD_T3,0.5499529251458799,
EJN2021_3_Ex_Basal,0.5482215335052165,
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.5445539127171666,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.554756049776366,
NJH2025_Sub4_MICT_Post,0.5517075863981652,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,0.54812805985782,
GF2025_P10_Adh,0.5397551818000105,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,0.5458712909951259,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,,0.33831089992185304
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,,0.3860813608476253
HS2024_8_I_N2,0.5463564008612416,
RB2022_3_RecoveryStrength,0.5379109062077224,
NJH2024_Sub6_HIIT_Mid,0.5502111403205436,
AH2018_SILAC_M_1_C,,0.36800158103735026
LY2019_P8+,,
RB2022_2_RecoveryEndurance,0.5487253409152495,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,0.5345616177309103,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.5421455369881402,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,
NJH2024_Sub6_MICT_Pre,0.5483619790469699,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,0.5453430120624958,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,
LY2019_P2-,,
AH2018_LFQ_IT_1_X,,0.3686651250633651
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,0.5608527967283413,
WZ2023_Pe_005_20min,0.548023218507143,
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,0.5426900303073864,
RCJD2014_10min_1,0.5252999259762519,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,0.5451394379953135,
HS2024_3_I_T1,0.535015914316378,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.5496822921212385,
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,0.5476558516300652,
NJH2024_Sub9_MICT_Post,0.5484945131479646,
CF2017_OSE 28,0.5432011129869174,
HS2024_5_B_T2,,
HS2024_6_I_T1,0.5452250986942289,
HS2024_5_B_T3,0.5492504459066846,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,,
AH2018_TMTMS3_3_N,,0.38640304057361335
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,0.3692623479450857
NJH2024_Sub1_HIIT_Mid,0.5465304910284946,
NJH2025_Sub8_HIIT_Mid,0.5443779298838022,
EP2017_Mitotic R#3 log2 ratio,0.5526877466622698,0.3813569050241777
KBE2022_Log2_Ex_36_T,,
NJH2025_Sub6_HIIT_Mid,0.5502111403205436,
WZ2023_Pu_005_30min,0.5545342563823514,
KS2014_Intensity C2,0.5452436329197614,0.35125406424829053
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,,
CK2022_9 200-1,0.5495088595601304,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.5497808976770479,
NJH2024_Sub9_MICT_Mid,0.5457320101326352,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,,
LY2019_P1-,,
RKK2015_TNF-α/basal.1,0.5541716498515225,
RKK2015_TNF-α/TNF-α+SC-514,0.5451679326971436,
CR2017_Ratio Replicate 2.5,0.5608812921953121,
HS2024_3_I_T3,0.5462298632311345,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,0.36572122561099774
ZQ2022_C3,,
EJN2021_3_Rest_Ins,0.5487093492198268,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,0.5431296224198311,
KBE2022_Log2_Ex_39_T,,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.5333786035831458,0.38749788784368033
RKK2015_SC-514/basal,0.5265902872172158,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5518743927725094,
NJH2025_Sub9_HIIT_Mid,0.5466705303742372,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,0.5436840467129209,
KS2014_Intensity N1,0.5424067675555289,0.38314041217474293
NJH2024_Sub12_MICT_Post,0.5487138931472563,
TM2022_S2.8h.C,0.54963494131129,
CR2017_Ratio Replicate 1,,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,,0.39257505233038076
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.5416158615285002,
NJH2024_Sub6_MICT_Mid,0.5426900303073864,
NJH2025_Sub13_HIIT_Post,0.5447282469368863,
AH2018_SILAC_MR_3_X,,0.352640880709163
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,0.5397489522168183,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,
HS2024_5_B_N2,0.5365515522403332,
HS2024_5_I_N1,0.5466032247317131,
HS2024_6_I_N1,0.5423497079980464,
AR2021_KD 48h,0.5294318230960411,
FR2021_Intensity.B,,
RB2022_3_PreEndurance,0.5474876981535031,
HS2024_5_I_T1,0.5372121434622456,
NJH2024_Sub10_MICT_Pre,0.544689721053317,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5546873876892029,
KBE2022_Log2_Ex_29_U,,
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,,0.3738793294063225
AH2018_LFQ_IT_4_N,,
CK2022_15 200-1,0.5503685634219024,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.5540396305149593,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.551162089133881,
RN2012_H01,,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.5491800803073088,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5589527107105798,0.3900315519646816
HS2024_8_B_T3,0.5566691074710844,
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,,
WZ2023_Pe_010_20min,0.5502042000627905,
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.538641094073438,
RB2022_3_PreStrength,0.5409422033683076,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,0.5482329580976069,
KS2014_Intensity C1,0.5470374839028656,0.36354750374174016
FSO2013_Ratio H/M normalized Rep3___1,0.5540033476405513,
AH2018_SILAC_M_3_C,,
RKK2015_TNF-α+IKKb/TNF-α,0.5493907254943824,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,0.37243262345537204
AH2018_SILAC_M_2_X,,0.3702506327217055
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5537276124840623,
PG2020_Intensity 6h_C,0.5463999443826999,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,0.5434113824391953,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,,0.36742384399666084
VOI2024_0.1uM 24 h_2 mono,,0.37212365059724434
AH2018_TMTMS2_3_C,,0.34036708792304693
CK2022_15 16-1,0.5274941818144246,
CK2022_3 16-1,0.5338858639399989,
LY2019_P4-,,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.5432864517035544,
GF2025_P8_Adh,0.5445975885415968,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.535533764996029,
CK2022_10 16-1,0.52801260693066,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.551167426303649,
NJH2024_Sub2_HIIT_Mid,0.5401467761229846,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,0.5354664845105966,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,0.5483798142510969,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,0.5500491264478815,
IMM2018_normalised rep. int. CDK5L-1,0.5458842175859685,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
