DatasetName,PARP4_C(1507) PARP4_S(1048) PARP4_S(1186) PARP4_S(1236) PARP4_S(1288) PARP4_S(1335) PARP4_S(1338) PARP4_S(1349) PARP4_S(1434) PARP4_S(1710) PARP4_S(1713) PARP4_S(1722) PARP4_S(223) PARP4_T(101) PARP4_T(1443) PARP4_T(1499) PARP4_T(333) PARP4_T(768),PARP4_S(122) PARP4_S(1223) PARP4_S(1306) PARP4_S(1507) PARP4_T(124)
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5175659526827876,
WZ2023_Pe_025_20min,0.5177688878544529,0.38751590587020923
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,,
HS2024_4_I_N2,0.5190912424467377,
AH2018_TMTMS2_3_N,0.5059626047281591,
RN2012_H06,0.5064404056677433,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,0.46962830970793884,
WZ2023_Su_005_30min,0.5168324006660829,0.3795356592739712
SR2019_HCC1419_Biol_repl_4,,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,0.530940099213302,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5177247058194292,
WZ2023_Su_025_10min,0.5153383029335474,0.3772252649049056
AH2018_LFQ_IT_4_X,0.5079883531451027,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,0.5114531557231892,0.3824478127290649
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,0.5131906042770156,
WZ2023_Su_005_20min,0.5095760167266141,0.37464942741099183
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5252658895673611,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.5172639389955266,
MV2014_Ratio H/M normalized A2___1 (2 min),0.5107126441916823,
PG2020_Intensity 8h_D,,
LY2019_P7+,0.5048780301977789,
EP2017_Untreated R#1 normalized log2 ratio,0.5061805988911511,
RN2012_L10,,
PG2020_Intensity 4h_C,,
EP2017_Mitotic R#3 normalized log2 ratio,0.5289088052683554,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.5092994524671902,
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,0.5107071789893683,
HS2024_4_B_T3,0.5179691676575305,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,0.5420897581111653,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,0.5045925060962415,
KBE2022_Log2_Ex_6_U,0.508064120441523,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.5221494346788149,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,0.49031404656874067,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.5172333362963779,
GF2025_P9_Sph,0.5285105388158299,
CK2022_6 200-1,,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.5142021345145964,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,0.5185409248695344,
HS2024_4_I_T2,0.519480157039851,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,0.5116948991258687,0.3869082491549128
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.4977417798229333,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,0.5181890613236014,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,0.5276082228676641,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,,
EP2017_Untreated R#3 normalized log2 ratio,0.5020058618239892,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5365121342458866,
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,0.4961260863132108,
TM2022_mock.12h.A,0.5148396790546731,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5180202607005581,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,0.5119701759060987,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,0.49074909820641355,
AH2018_SILAC_2_C,0.5122842619512477,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,0.47760931447781796,
KBE2022_Log2_Ex_29_T,,
HS2024_7_I_T2,0.5155628020625632,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.4689361429919555,0.3605753301319569
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,0.5189745383147166,
EJN2021_1_Ex_Basal,,
FR2021_Intensity.M,0.5100521918065613,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,0.5039215827943729,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.4981284003535201,
PG2020_Intensity CT_C,,
ZCP2016_Ratio H/L Rep 1,0.4897893651430068,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.5105788381817183,
EP2017_Untreated R#3 log2 ratio,0.502351935116258,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.5097082385824802,
HS2024_8_PD_T2,0.5399928588141343,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,0.5061450067177374,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,0.5087769292770816,
RM2024_Intensity D4-3,0.5114623562890102,
HS2024_8_B_N1,0.5105427717167843,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.5106402554087147,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,0.5091776642598483,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.5016085028910249,0.3494043225258683
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.4981197398975592,
YA2020_Reporter_intensity_Normal_No.2,0.5068583701133094,0.3822313424896894
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,0.48353933762547097,
HS2024_3_PD_T3,0.5209582121940337,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,0.5079392454000189,
RAM2015_Log2 C,0.5050189379826109,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.5059082845901186,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.507619155620949,
CK2022_2 16-1,,
RAM2015_Log2 B,,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,0.5100865906622093,
HS2024_6_B_T1,0.47691309295412065,0.3803096303422648
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,0.5097065879571804,0.3740757899969201
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,0.5460832420976033,
PG2020_Intensity Mock_10h_B,,
WZ2023_Su_025_30min,0.5125011435787967,0.37821117974218743
AH2018_LFQ_4_N,,
CR2017_Ratio Replicate 1.2,0.5059078513789244,0.38912127918646283
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.531448331573693,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,
AH2018_SILAC_M_1_X,0.5055126920863174,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.5111740833329472,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.5044645288668591,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,0.5108213504444541,
HS2024_5_I_T2,0.5565317454493128,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),0.5248002449536124,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.5137495935255458,
SR2019_Hs578T_Biol_repl_4,0.5194962796758879,
RB2022_8_PreStrength,,
KS2014_Intensity C5,0.5094204504948711,
RM2024_Intensity D0-1,0.5135930923820075,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.5158225311132631,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,0.5149216101548199,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.5241052467237851,
SR2019_BT549_Biol_repl_1,0.5146889042233913,
AH2018_LFQ_M_4_N,,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,,
AH2018_LFQ_2_X,,
PG2020_Intensity 2h_B,,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,0.5121188992694221,
GF2025_P3_Sph,0.5277676564261,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.5072671373472998,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.5313061055526558,
ZQ2022_N1,0.4928174501904736,
LY2019_P6-,0.5217486741506272,
RM2024_Intensity D2-3,0.5112283805615416,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,0.5127267038047392,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.5156168436031181,
AH2018_LFQ_3_N,,
RKK2015_TNF-α/IKKb,0.5030406880945196,
SFR2015_HL_log2_ratio_std_b,0.4765354713725466,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,0.5076535814194375,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,0.5088433337328536,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,
SR2019_BT549_Biol_repl_2,0.5266244511095561,
RM2024_Intensity D4-2,0.5119992580381839,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,0.5148376803315257,
WZ2023_Su_025_20min,0.5191366267701883,0.37410634844897905
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,0.5103865566240717,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,0.5023773542145611,
FSO2013_Ratio H/L normalized Rep1,0.49424365739032755,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,0.5065224009384526,
CK2022_13 40-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,
PG2020_Intensity 10h_D,,
RB2022_8_PreEndurance,,
HS2024_3_B_N2,0.4893108983763934,
EJN2021_4_Ex_Ins,,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,
EP2017_Pervanadate R#3 log2 ratio,0.5190126435917849,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,0.5032915800561665,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.5051804820411054,
AH2018_LFQ_M_4_C,0.5057621563847967,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),0.5249322933108915,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,0.506199586596264,
RN2012_H04,0.510613487513068,
CK2022_6 40-1,,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.5130427841639441,
LY2019_P3-,0.493079505292038,
FR2021_Intensity.A,0.5079659690751852,
EJN2021_3_Ex_Ins,,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.51571597045177,0.38643178545383444
HS2024_8_PD_T3,0.5655074013154421,
EJN2021_3_Ex_Basal,,
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.5135642475436522,0.3774772388407409
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.4994169526625518,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,0.5261959462769252,
FR2021_Norm.Intensity.N,0.5082482342174564,
HS2024_5_B_N1,0.5556617245671727,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.5073616685959436,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5124914079586996,
HS2024_8_I_N2,0.5162020762123514,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.506812157885486,
LY2019_P8+,0.49898682873300476,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,0.5086144136431224,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.5085263229283984,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.5059992310266798,
LY2019_P2-,0.5234457164576934,
AH2018_LFQ_IT_1_X,,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,0.5125924832117196,0.3862571469036658
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,0.5135118528378659,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.5129085867043668,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,
SR2019_MCF10A_Biol_repl_4,0.5380624869180176,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.5093528342566275,
HS2024_5_B_T2,0.5246299563429244,
HS2024_6_I_T1,0.4840255487488987,
HS2024_5_B_T3,0.5154946615123465,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,,
AH2018_TMTMS3_3_N,0.5123446399837461,
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,0.508234430210964,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.4997580595179194,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5242841571569877,
KBE2022_Log2_Ex_36_T,,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.5193998604868846,0.3715487484594281
KS2014_Intensity C2,0.5093009270096919,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,0.5112825706789406,
KBE2022_Log2_Ex_42_T,0.5137054859367525,
CK2022_9 200-1,,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.5077277670573265,
RBK2021_1332T Late,,0.357833845250085
LY2019_P1-,0.5469072773143541,
RKK2015_TNF-α/basal.1,0.5214127161084321,
RKK2015_TNF-α/TNF-α+SC-514,0.5172178925610121,
CR2017_Ratio Replicate 2.5,0.5152315625298658,
HS2024_3_I_T3,0.479144792520212,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,0.4976403835662201,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5108125960996779,
ZQ2022_C3,0.5463641790303012,
EJN2021_3_Rest_Ins,,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.5091663206833525,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,0.5132559320126304,
EP2017_Untreated R#1 log2 ratio,0.5064763615451868,
RKK2015_SC-514/basal,0.5269142750644737,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5203905512864899,0.38268917253836804
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,0.5304236207138843,
HS2024_5_I_T3,0.5609007877205298,
KS2014_Intensity N1,0.5183486975157579,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,0.5156964770639099,
CR2017_Ratio Replicate 1,0.530029309617442,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,0.49312942851583735,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,0.5160252491035597,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5051306983063406,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,0.525247910363236,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,
HS2024_5_B_N2,0.4666062649964289,
HS2024_5_I_N1,0.46123456998255946,
HS2024_6_I_N1,0.4851213429988019,
AR2021_KD 48h,0.5078700514494838,0.4108528149262094
FR2021_Intensity.B,0.5090348217708148,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.5507666364307279,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,0.5296934478627828,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5107735384067359,0.3870938336132673
KBE2022_Log2_Ex_29_U,,
HS2024_7_B_T1,0.5056808329891387,
AH2018_LFQ_M_2_X,0.5025716626409609,
AH2018_LFQ_IT_4_N,0.5044282951910469,
CK2022_15 200-1,,
RM2024_Intensity D4-1___2,0.5136023161307409,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.5100769948301428,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,0.5091918174586331,
LY2019_P2+,0.5173184595165777,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5176010826591642,0.38037475185370423
RN2012_H01,,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5251095800000037,
HS2024_8_B_T3,0.5205059777175125,
YA2020_Reporter_intensity_Cancer_No.3,0.5096162486359579,0.3773483120856419
KBE2022_Log2_Ex_44_U,0.5092544505824331,
WZ2023_Pe_010_20min,0.513140430629225,0.3886822251286361
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.5034755816317315,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,0.5109148675426438,
KS2014_Intensity C1,0.5108389115511579,
FSO2013_Ratio H/M normalized Rep3___1,0.5212396042517358,
AH2018_SILAC_M_3_C,0.5086214528744305,
RKK2015_TNF-α+IKKb/TNF-α,0.5346305254780936,
RM2024_Intensity D0-3___2,0.5140665104797391,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5125670718778008,
AH2018_SILAC_M_2_X,0.5127174739790585,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.509360312387408,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5173349848800417,0.384747252064154
PG2020_Intensity 6h_C,,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,,
VOI2024_0.1uM 24 h_2 mono,0.5122411983765944,0.3508723432055192
AH2018_TMTMS2_3_C,0.5076756061561918,
CK2022_15 16-1,,
CK2022_3 16-1,,
LY2019_P4-,0.5013701557317678,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.48474875273930185,
GF2025_P8_Adh,0.498046748639407,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.5340030017041111,
CK2022_10 16-1,,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,0.5189504347815426,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.5120052529471752,
EJN2021_2_Ex_Basal,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,0.49836325620555644,
CF2017_FTE 16,0.5084446719283673,
AR2021_L41 10 μM,0.5190258602334766,0.39732819920549006
CF2017_EOC 2,0.5022013216189164,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,0.5245582696883625,
CK2022_6 16-1,,
ZX2022_CB treated Replicate 1,0.5116013790256206,0.357716252987561
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,0.5156896629513119,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,,
RM2024_Intensity D2-2___2,0.5128284610508812,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5065109841141768,
AR2021_L41 1 μM,0.5233513716425316,0.3948525235223476
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5075953691121398,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.507912234912035,0.35450691455062067
KS2014_Intensity C4,0.5108492499073612,
