DatasetName,HNRNPL_S(101) HNRNPL_S(151) HNRNPL_S(178) HNRNPL_S(185) HNRNPL_S(188) HNRNPL_S(29) HNRNPL_S(291) HNRNPL_S(298) HNRNPL_S(36) HNRNPL_S(52) HNRNPL_S(530) HNRNPL_S(531) HNRNPL_S(544) HNRNPL_S(589) HNRNPL_T(484) HNRNPL_T(487) HNRNPL_T(577) HNRNPL_T(98) HNRNPL_Y(92),HNRNPL_S(486)
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5322532370929969,
WZ2023_Su_025_10min,0.5333482224023459,
AH2018_LFQ_IT_4_X,,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.5299886665707234,
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,0.5243777556541749,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,0.515716902096741,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,0.5250701992174631,
EP2017_Pervanadate R#1 log2 ratio,0.507407508663774,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.5367822365969406,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,,
LY2019_P7+,0.5160639291988139,
EP2017_Untreated R#1 normalized log2 ratio,0.5288659972369377,
RN2012_L10,0.5344202513584887,
PG2020_Intensity 4h_C,,
EP2017_Mitotic R#3 normalized log2 ratio,0.5375108791492904,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.5295724605908096,
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,,
HS2024_4_B_T3,0.5345352293409238,
NJH2024_Sub2_HIIT_Post,0.5157706010506777,
HS2024_8_B_N2,0.5128851376639961,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,0.516954272173233,
KBE2022_Log2_Ex_6_U,0.5295952725396343,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.5138751220659877,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.5244816290406968,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.5384785293571133,
GF2025_P9_Sph,0.5293547946260235,
CK2022_6 200-1,0.5181381210490548,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.526816704447147,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,0.5244034138462963,
NJH2024_Sub2_MICT_Mid,0.5220641940659553,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.5283484649937609,
SAS2015_AZD/DMSO_Exp1,0.5246988244736269,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,0.5162282483006928,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,,
EP2017_Untreated R#3 normalized log2 ratio,0.4991353191330248,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5164771260450265,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5237901474400269,
RB2022_7_PostEndurance,0.5287834551781018,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,0.5196394556541345,
JJ2018_Ratio H/L normalized pP1,0.5281173244480947,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5070615892331319,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,0.5225075931666252,
KBE2022_Log2_Ex_29_T,0.5298056960706813,
HS2024_7_I_T2,0.5157982578159477,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.5471587034527935,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,,
FR2021_Intensity.M,,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,0.5271964241761096,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,,
PG2020_Intensity CT_C,,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,0.5240781280304863,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.5304441001089915,
EP2017_Untreated R#3 log2 ratio,0.4984534376810766,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.5284732995658036,
HS2024_8_PD_T2,0.5301621538784024,
FS2019_Ctr2,0.5254685518484413,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,0.511851711803069,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.5288317771754908,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,0.5276254681043487,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.5232825420517964,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5256461481156489,
YA2020_Reporter_intensity_Normal_No.2,,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,0.5232477071093948,
HS2024_3_PD_T3,0.531542767948123,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,0.5305321437322505,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.5208002131087597,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.5284987008885234,
CK2022_2 16-1,0.5187399556271841,
RAM2015_Log2 B,0.5163085823531844,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,0.5196610149500108,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,0.5455357080439257,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,0.5253507315014807,
PG2020_Intensity Mock_10h_B,0.5124932810156222,
WZ2023_Su_025_30min,0.5280893572316931,
AH2018_LFQ_4_N,,
CR2017_Ratio Replicate 1.2,0.5278425126527693,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.5208662724198799,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.5253916461863807,
AH2018_SILAC_M_1_X,,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.5173574494737048,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.5260356897619092,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,0.5263320677799349,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.527476431522915,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,0.5266594049103632,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,0.521351407839428,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.5260829416264743,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,0.5093852187386402,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,0.5215039921122556,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.5379635096393652,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,,
AH2018_LFQ_2_X,,
PG2020_Intensity 2h_B,,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,0.5205778198665691,
GF2025_P3_Sph,0.5266106264184409,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,0.5185378909421184,
JJ2018_Ratio M/L normalized pP1,0.5180974328059268,
CR2017_Ratio Replicate 2.4,0.5302178598946344,
ZQ2022_N1,0.5246552856575659,
LY2019_P6-,0.525661827778017,
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.528481469309192,
AH2018_LFQ_3_N,,
RKK2015_TNF-α/IKKb,0.52608526648956,
SFR2015_HL_log2_ratio_std_b,0.5197799029694316,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,0.529218968400723,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,0.5186794869566389,
CK2022_7 40-1,0.5175735312906514,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,0.5214893525790141,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,0.5240990867801075,
WZ2023_Su_025_20min,0.53162974135779,
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,0.533069184429069,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.5367668578273816,
NJH2024_Sub2_HIIT_Pre,0.521351407839428,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,0.520270724401899,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5335984931923128,
PG2020_Intensity 10h_D,,
RB2022_8_PreEndurance,,
HS2024_3_B_N2,0.5335673382950158,
EJN2021_4_Ex_Ins,,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,
EP2017_Pervanadate R#3 log2 ratio,0.5082647021789327,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,0.5198927631628273,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.5272247039652264,
AH2018_LFQ_M_4_C,,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,0.5246149328819445,
CK2022_6 40-1,0.5173078039956178,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.5298861427959066,
LY2019_P3-,0.530718879290241,
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.5313705534341784,
HS2024_8_PD_T3,0.5259317407808511,
EJN2021_3_Ex_Basal,,
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,,
FS2019_Ctr3,0.5259275794020644,
WZ2023_Pu_025_20min,0.5267261767333391,
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.5252970417670351,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,0.5175511907400849,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5278869129647487,
HS2024_8_I_N2,0.5173488872987341,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,
LY2019_P8+,0.5341030582532555,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.530080437013686,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,
LY2019_P2-,0.5374140851776147,
AH2018_LFQ_IT_1_X,,
JJ2018_Ratio H/L normalized pP3___1,0.5185179240456153,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,0.5314977215996534,
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,0.5110459621476732,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.5287146886116694,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.5165686955420451,
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,,
HS2024_5_B_T2,0.5390930643309243,
HS2024_6_I_T1,0.5145741690821606,
HS2024_5_B_T3,0.5236192266763166,
JJ2018_Ratio H/M normalized pP1___1,0.5313163485210627,
KBE2022_Log2_Ex_36_U,0.5298961463068356,
AH2018_TMTMS3_3_N,0.5282720180354145,
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5266650448583486,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5370041581188939,
KBE2022_Log2_Ex_36_T,0.5293778027434131,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.5342210409822442,
KS2014_Intensity C2,0.5224401110752749,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.5302198539672334,
CK2022_9 200-1,0.5269644311630113,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.5264737687818984,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.5129967690647603,
RBK2021_1332T Late,,
LY2019_P1-,0.5231852083634623,
RKK2015_TNF-α/basal.1,0.5249641435070077,
RKK2015_TNF-α/TNF-α+SC-514,0.5244710682419846,
CR2017_Ratio Replicate 2.5,0.5350941269598186,
HS2024_3_I_T3,0.5283586851822063,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5165932984178104,
ZQ2022_C3,0.5340085829838609,
EJN2021_3_Rest_Ins,,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.5302768845080701,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.5281774839953511,
RKK2015_SC-514/basal,0.5216116060848297,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5330276470011839,
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,0.5275502356675653,
KS2014_Intensity N1,0.5420975159513283,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,0.5128253080110454,
CR2017_Ratio Replicate 1,0.5091777585431698,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,0.5196498871258426,
AH2018_SILAC_MR_2_C,0.5265921327957542,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5269459010635146,
JJ2018_Ratio H/M normalized___1,0.5265018824194231,
RCJD2014_15min_2,0.5150724375389277,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.5295208581378198,
HS2024_5_B_N2,0.5415464838674977,
HS2024_5_I_N1,0.5410543148198669,
HS2024_6_I_N1,0.5263224393224162,
AR2021_KD 48h,0.5313015313893782,
FR2021_Intensity.B,,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.5275328229890341,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5322593047914341,
KBE2022_Log2_Ex_29_U,0.5294331593901093,
HS2024_7_B_T1,0.5228633086536313,
AH2018_LFQ_M_2_X,0.521446309469213,
AH2018_LFQ_IT_4_N,,
CK2022_15 200-1,0.5232052089381831,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,0.5265713750705148,
JJ2018_Ratio M/L normalized pP3___1,0.5250690167580206,
KBE2022_Log2_Ex_34_T,0.530081601613723,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.5136003699450177,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.5225925249244888,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5329246234753386,
RN2012_H01,0.5353392741534485,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5075396577914271,
HS2024_8_B_T3,0.5173845491178444,
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,0.5296486090409779,
WZ2023_Pe_010_20min,0.5280815085137586,
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.5255524132724031,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,0.5275659708959708,
KS2014_Intensity C1,0.5315596213518936,
FSO2013_Ratio H/M normalized Rep3___1,0.5206553104999783,
AH2018_SILAC_M_3_C,,
RKK2015_TNF-α+IKKb/TNF-α,0.5238214967941239,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,
AH2018_SILAC_M_2_X,,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.5292401629283161,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5326930772310219,
PG2020_Intensity 6h_C,,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,0.5178570007350887,
AH2018_LFQ_M_3_N,0.5215500618437141,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,,
CK2022_15 16-1,0.5244083809982797,
CK2022_3 16-1,0.51899574359127,
LY2019_P4-,0.5138090911349875,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.536486808829656,
GF2025_P8_Adh,0.5263632915460605,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.5228636250930064,
CK2022_10 16-1,0.5249124988639753,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,0.5194431703453191,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.5367257009573373,
EJN2021_2_Ex_Basal,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,,
AR2021_L41 10 μM,0.5275207341626633,
CF2017_EOC 2,,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,0.5215039921122556,
HS2024_3_PD_T2,0.5284264851151755,
CK2022_6 16-1,0.5185145132017766,
ZX2022_CB treated Replicate 1,0.5204593029627052,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,0.5148471214431648,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5306049237051215,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,,
AR2021_L41 1 μM,0.5276289039378359,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.5207364347550755,
KS2014_Intensity C4,0.5277136030546172,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.5285781772414244,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,0.5376853434789357,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,0.5190360682340305,
SAS2015_PLX/DMSO_Exp3,0.5297046340193653,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,0.5194431703453191,
AH2018_LFQ_M_3_C,0.5206928647931413,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,,
WZ2023_Pu_025_10min,0.5339269547265902,
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.5288433213099664,
FSO2013_Ratio M/L normalized Rep3___1,0.5196782198824669,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,,
JJ2018_Ratio H/L normalized pP1___1,0.5268393630080794,
WZ2023_Pe_010_30min,0.5326278242854514,
