DatasetName,IRF2BP2_M(404) IRF2BP2_M(406) IRF2BP2_S(131) IRF2BP2_S(175) IRF2BP2_S(240) IRF2BP2_S(244) IRF2BP2_S(318) IRF2BP2_S(343) IRF2BP2_S(344) IRF2BP2_S(360) IRF2BP2_S(396) IRF2BP2_S(406) IRF2BP2_S(423) IRF2BP2_S(439) IRF2BP2_S(455) IRF2BP2_S(457) IRF2BP2_S(460) IRF2BP2_S(70) IRF2BP2_S(71) IRF2BP2_T(376) IRF2BP2_T(404) IRF2BP2_T(412),IRF2BP2_S(11) IRF2BP2_S(236) IRF2BP2_S(242) IRF2BP2_S(290) IRF2BP2_S(293) IRF2BP2_S(3) IRF2BP2_S(383) IRF2BP2_S(390) IRF2BP2_S(399) IRF2BP2_S(4) IRF2BP2_S(407) IRF2BP2_S(421) IRF2BP2_S(441) IRF2BP2_S(444) IRF2BP2_S(453) IRF2BP2_S(462) IRF2BP2_S(464) IRF2BP2_T(147) IRF2BP2_T(197) IRF2BP2_T(388) IRF2BP2_T(392) IRF2BP2_T(397)
AH2018_LFQ_IT_4_C,0.588165805469842,
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,0.5659934589009147,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),0.5528311198340896,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,0.5804853810373469,
RB2022_7_RecoveryEndurance,0.5729887433457127,0.4657663113100655
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,0.5826909939950219,0.469215665041327
TM2022_S2.12h.B,,
RN2012_L15,0.5752297530064799,
KS2014_Intensity pY_PV3,0.5711203879469071,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,0.5902216114144833,
FSO2013_Ratio H/M normalized Rep2___2,0.5779575766058764,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,0.5869504677898026,
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.5828312802150939,
RB2022_1_PreSprint,,
HS2024_4_I_N1,,
CK2022_7 200-1,0.6066621445326533,
CK2022_5 200-1,0.6071831748864809,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,0.573363476265754,
FSO2013_Ratio H/L normalized Rep2___1,0.5654282603125559,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,0.5862511709485954,
AH2018_SILAC_MR_1_X,0.5860391989801585,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,0.5713323644473957,
IMM2018_normalised rep. int. Empty-2,,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,0.5880908602756633,
AH2018_SILAC_3_C,0.5881899120003882,
EJN2021_5_Rest_Ins,0.5818935767332882,0.465818747657567
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,0.5731236123123478,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,0.5634641592302594,
CK2022_4 16-1,0.555511946039831,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,,
EJN2021_2_Ex_Ins,0.5667042131910284,0.46666531403286976
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,0.5767071885022808,
AH2018_LFQ_1_N,0.5817522442391861,
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,0.5795161189343059,
JJ2018_Ratio M/L normalized pP2,0.5857414739927198,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,0.57890225887795,
FSO2013_Ratio H/L normalized Rep3,0.5755230790099533,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,0.5703598542454028,
KTGR2014_Ratio-AA 30 mins,0.5720073527608438,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,,
KBE2022_Log2_Ex_9_T,0.5879961612998552,0.4697274576301838
AH2018_SILAC_IT_2_N,0.590311467556914,
AH2018_SILAC_IT_1_X,0.5894836215205469,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,,
UK2020_UA_2,0.5804130450190083,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5670580718301128,
WZ2023_Pe_025_20min,0.6189454813539744,0.4712239478139982
JVO2010_Log2 Ratio M/L Normalized aphidicolin,0.5666932892724407,
AH2018_LFQ_2_N,0.5797051859009401,
HS2024_4_I_N2,,
AH2018_TMTMS2_3_N,0.5755719353044009,
RN2012_H06,0.5531206966229848,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,
WZ2023_Su_005_30min,0.6118760997355507,0.46727703615285276
SR2019_HCC1419_Biol_repl_4,0.5718402357540934,
JJ2018_Ratio H/M normalized___2,0.5755821886738616,
SR2019_JIMT1_Biol_repl_3,,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,0.5798415080338577,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5393604288173997,0.47442116458706995
WZ2023_Su_025_10min,0.6109305554833333,0.470314153413414
AH2018_LFQ_IT_4_X,0.5871265980166659,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,0.56707453704363,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.6033847215210622,0.4656173361932323
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,0.5728217042472662,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,0.5698243637034598,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5827526935608832,0.47700347527458525
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,0.5749108497787072,0.4738860536267513
KS2014_Intensity,0.584852253350747,0.4685203207532279
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.5661427757838603,
LY2019_P7+,0.5425218655869386,
EP2017_Untreated R#1 normalized log2 ratio,0.5865906006442851,0.5086633637643814
RN2012_L10,0.5646729605461893,
PG2020_Intensity 4h_C,0.572520781717153,
EP2017_Mitotic R#3 normalized log2 ratio,0.5561786468489051,0.46034041146715016
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.5872745006420229,
RB2022_8_PostStrength,0.5720917917025492,
AH2018_SILAC_IT_2_X,0.5867955672554884,
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,0.5790020530544157,
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,0.5883171927088516,0.4676901050577719
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,0.5683564119678797,
CR2017_Ratio Replicate 1.1,0.5823886385910059,0.4604302859012101
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,0.5747336267166139,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.603265101157116,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.5590199203487752,0.45352982474874354
GF2025_P9_Sph,0.5748699755648896,
CK2022_6 200-1,0.6053238059755623,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.5787170181029169,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,0.5690856672783777,
MM2018_Ratio H/L replicate1,0.5623214095783742,
PG2020_Intensity 2h_D,0.5663791748541761,
EP2017_Untreated R#3 normalized log2 ratio,0.5636962388949907,0.5101615179625596
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,0.5759748244691378,
CK2022_8 200-1,0.6071364859627096,
KS2014_Intensity pY_C4,0.5744768086990395,
CR2017_Ratio Replicate 3.5,0.5391801112690435,0.45742210443597114
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,0.5755863961401692,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,0.5518677910754106,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5816835133381998,0.4549323256991981
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,0.5766520882981763,
AH2018_SILAC_2_C,0.5867343935777761,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,0.5861934056746195,0.4683343711018208
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,0.581059781142096,0.46734398537148786
FR2021_Intensity.M,,
RB2022_2_PostSprint,0.5669438067711081,0.471045897866589
AH2018_SILAC_MR_3_N,0.5852751219148725,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.581209380848033,0.46526703640761924
PG2020_Intensity CT_C,0.5834656879122296,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,0.5781483185082945,
KS2014_Intensity pY_PV4,0.5698587933028553,
KBE2022_Log2_Ex_39_U,0.5798958854796044,0.46783323902382423
EP2017_Untreated R#3 log2 ratio,0.5637942925226521,0.5103053279906667
RB2022_2_PostStrength,0.5759240946860613,0.4708531523058264
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.560808374358419,0.4569889541814467
HS2024_8_PD_T2,,
FS2019_Ctr2,0.5792399018700577,
RB2022_6_PreEndurance,0.5611971211534746,0.4634223921040368
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,0.5760008009819123,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.5900743524764013,0.467666006939814
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.5622472392244113,0.4667136859822318
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5578397315685731,
YA2020_Reporter_intensity_Normal_No.2,0.5734520021994629,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,0.5785471602221747,0.46471343148994676
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,0.58620527419141,
AH2018_LFQ_M_2_N,0.5827424469749471,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.5792114374216234,0.4662370392797274
CK2022_2 16-1,0.5582294116845632,
RAM2015_Log2 B,0.583562936281822,0.4630515928742657
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,0.5697631769072893,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.5842449125125544,0.46441018214853197
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,0.578291152826436,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,0.5793836614796258,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,0.5884669003221871,
WZ2023_Su_025_30min,0.6136069535630342,0.4665341434940929
AH2018_LFQ_4_N,0.5821567606264992,
CR2017_Ratio Replicate 1.2,0.5755098402078357,0.4706160294771383
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,0.5725290011919734,
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.5759650629610211,0.47867755099648956
AH2018_SILAC_M_1_X,0.5841857769675527,
RB2022_7_PreEndurance,0.5753892072770678,0.4702692526287329
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,0.5775550991227962,
LY2019_P6+,0.560940703612888,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.584547352437593,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,0.56519279859406,0.47120764528361164
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,0.5783457219048818,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.5803179020648611,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,0.46793271846167495
KS2014_Intensity C5,0.5806105623504683,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,0.5707761405110688,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.5713989597504063,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,0.5851030411643902,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.5765792891872934,
AH2018_LFQ_2_X,0.5863799765082747,
PG2020_Intensity 2h_B,0.5744285841846416,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,0.571940850426791,
KS2014_Intensity E15_3,0.5825354694680748,0.4692822845953778
GF2025_P3_Sph,0.5597013120071357,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,0.5854511981382781,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,0.5760369409710702,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,0.4713745156323457
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.5912563919686614,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,0.575587380475069,
RB2022_4_PreEndurance,0.5670193362427175,
JJ2018_Ratio M/L normalized pP1,0.5602874827463615,
CR2017_Ratio Replicate 2.4,0.5731669446424065,0.46114440143878355
ZQ2022_N1,0.5726850084862726,
LY2019_P6-,0.5774826789626407,
RM2024_Intensity D2-3,,
UK2020_HCM_1,0.5800239933954465,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,0.5706662275537796,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.5394436926793046,
AH2018_LFQ_3_N,0.5837680829569325,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,0.5817311233361661,
UK2020_UA_1,0.5799651748422373,
KBE2022_Log2_Ex_13_U,0.5848745840604309,0.4684046134290228
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,0.5759021456612967,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,0.5803075606452235,
JJ2018_Ratio H/L normalized pP3,0.5715651905953787,
CK2022_7 40-1,0.5796758022018534,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,0.5719919482373985,
JAW2011_Ratio H/L LS1b_1,0.5753393490089928,
PG2020_Intensity 4h_B,0.5799428045814334,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,0.562715582303389,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,0.6070879619273776,0.46757918204171883
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,0.5779534876947776,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,0.5906973531806216,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,0.5788687895394407,
FSO2013_Ratio H/L normalized Rep1,0.5579041822110286,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,0.5748322646680746,
CK2022_13 40-1,0.5796251266742823,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5676551568612913,
PG2020_Intensity 10h_D,0.5531463630914524,
RB2022_8_PreEndurance,,0.4701364884059942
HS2024_3_B_N2,,
EJN2021_4_Ex_Ins,0.568906693380955,0.46196732349395087
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.5680429651076644,0.46716494777443085
EP2017_Pervanadate R#3 log2 ratio,0.5772403432491783,0.46466856087125985
FSO2013_Ratio M/L normalized Rep1___3,0.5714665819948341,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,0.5682136827450471,0.46628303932551085
RB2022_6_PostStrength,0.5679835027305237,0.46725945398093044
AH2018_SILAC_MR_3_C,0.5797422363029384,
AH2018_LFQ_M_4_C,0.58461823805087,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,0.5761582031416406,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,0.569104769469156,
RN2012_H04,0.5734437897602824,
CK2022_6 40-1,0.5804940806421911,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.5777907075077261,0.4664772006663151
LY2019_P3-,0.5903000731250885,
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,0.5661905769717923,0.46752134408076634
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.6201216676244494,0.47143309029840186
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,0.5824185179605279,0.46696283207078354
AST2020_Control.1,0.577900346983346,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.5674010424559884,
FS2019_Ctr3,0.5814299976620814,
WZ2023_Pu_025_20min,0.6064574117321017,0.467020710425453
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,0.5905812511014008,
GF2025_P10_Adh,0.5514138485483192,
RB2022_1_RecoveryStrength,0.5701269853651137,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,0.5718031226929932,
AH2018_TMTMS2_2_C,0.5759512909101719,
RB2022_4_PreSprint,0.5664329624888299,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5783625498702591,
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,0.5665938783048156,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.5866532521520976,
LY2019_P8+,0.546935542093114,
RB2022_2_RecoveryEndurance,,0.4657720424478722
JJ2018_Ratio H/M normalized pP2___1,0.5554135700390331,
JAW2011_Ratio H/L HS_1,0.5747334047552262,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,0.5744532611811933,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,0.5676763084617567,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,0.46712607164111747
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.5773906618161987,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.583865517988451,0.4702800869712117
GRW2016_Ratio H/L normalized SILAC 1___1,0.5727583836424489,
CF2017_FTE 17,0.5843570355097024,0.46522097689944353
LY2019_P2-,0.5604827753242051,
AH2018_LFQ_IT_1_X,0.5839112155663501,
JJ2018_Ratio H/L normalized pP3___1,0.5775509610432995,
RB2022_8_RecoveryStrength,0.5756263237229237,0.47260392350059244
WZ2023_Pe_005_20min,0.6167692630044729,0.46999331746593226
AST2020_Control.2,0.5780363525706165,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,0.5863667425104954,0.4782829770506883
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,0.5744680842782773,
HS2024_3_I_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.5787317701873591,
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,0.5745075267707302,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.5806712406149831,
HS2024_5_B_T2,,
HS2024_6_I_T1,,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,0.5486372912850864,
KBE2022_Log2_Ex_36_U,0.5945211277742611,0.4668202113226745
AH2018_TMTMS3_3_N,0.5777841058521097,
SR2019_HCC1419_Biol_repl_2,0.5723380239154833,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5784265483286026,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5539786131081029,0.4576518869015262
KBE2022_Log2_Ex_36_T,0.5935398071166824,0.46842751556234713
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.6143700631181085,0.46635291677695084
KS2014_Intensity C2,0.5810064205917286,0.4640059800882636
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.577812451196216,0.4683058997271973
CK2022_9 200-1,0.6256344412273024,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,0.5761323827476219,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.6250505926296092,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,,
LY2019_P1-,0.5977392867128116,
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,0.5597011176957647,0.4584415599009226
HS2024_3_I_T3,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,0.5743019601724476,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5725597906894365,0.46964151741291665
ZQ2022_C3,0.563016407073257,
EJN2021_3_Rest_Ins,0.5781816812822007,0.4673716055034911
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.5801466661082703,0.4683403044738996
FSO2013_Ratio H/M normalized Rep3___2,0.5814543634706587,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.5866839059161019,0.5088684964984789
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.6032163061951322,0.46885552574789957
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,,
KS2014_Intensity N1,0.5868197449513687,0.47083627697450986
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,0.5701083686974807,0.46246099320510203
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,0.5756682557808864,
JJ2018_Ratio H/M normalized pP3,0.577931465492186,
AH2018_SILAC_MR_2_C,0.5785335352921034,
LATM2013_Log2 Ratio (Medium/Light) Forward,0.5609533610875673,
PG2020_Intensity 2h_A,0.577492276647419,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5863787999189124,
JJ2018_Ratio H/M normalized___1,0.5492865361590487,
RCJD2014_15min_2,0.5806856548539304,0.47843496004223235
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.5475934615091959,
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,,
AR2021_KD 48h,0.5826123146490211,0.4816986799229894
FR2021_Intensity.B,,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,0.578799431337896,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.6114033482676008,0.4698114415721291
KBE2022_Log2_Ex_29_U,0.5894650167518246,0.4696580192611575
