DatasetName,MLIP_S(1) MLIP_S(10) MLIP_S(11) MLIP_S(13) MLIP_S(135) MLIP_S(14) MLIP_S(17) MLIP_S(18) MLIP_S(21) MLIP_S(27) MLIP_S(3) MLIP_S(331) MLIP_S(337) MLIP_S(349) MLIP_S(361) MLIP_S(363) MLIP_S(365) MLIP_S(376) MLIP_S(4) MLIP_S(421) MLIP_S(432) MLIP_S(496) MLIP_S(505) MLIP_S(506) MLIP_S(577) MLIP_S(578) MLIP_S(608) MLIP_S(664) MLIP_S(686) MLIP_S(693) MLIP_S(696) MLIP_S(76) MLIP_S(805) MLIP_S(807) MLIP_S(811) MLIP_S(9) MLIP_T(10) MLIP_T(2) MLIP_T(3) MLIP_T(5) MLIP_T(515) MLIP_T(687) MLIP_T(697),MLIP_S(108) MLIP_S(163) MLIP_S(188) MLIP_S(347) MLIP_S(456) MLIP_S(459) MLIP_S(464) MLIP_S(498) MLIP_S(517) MLIP_S(584) MLIP_S(6) MLIP_S(67) MLIP_S(7) MLIP_T(4) MLIP_T(447) MLIP_T(450) MLIP_T(519) MLIP_T(688) MLIP_T(70),MLIP_S(327) MLIP_S(351) MLIP_S(436) MLIP_S(5) MLIP_S(97)
GRW2016_Ratio H/L normalized SILAC 2___2,,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,,
JJ2018_Ratio M/L normalized,,,
KTGR2014_Ratio-AA 30 mins,,,
JW2021_After_1,,,
NJH2025_Sub2_MICT_Mid,,,
HS2024_6_B_N2,,,
KBE2022_Log2_Ex_9_T,,,
AH2018_SILAC_IT_2_N,,,
AH2018_SILAC_IT_1_X,,,
HW2015_Ratio H/L normalized Exp3,,,
HS2024_7_PD_T1,,,
UK2020_UA_2,0.49709598068428495,0.639375555068663,
RM2024_Intensity D2-1___1,,,
GF2025_P10_Sph,,,
WZ2023_Pe_025_20min,,,
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,,
AH2018_LFQ_2_N,,,
HS2024_4_I_N2,,,
AH2018_TMTMS2_3_N,,,
RN2012_H06,,,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,,
HS2024_4_PD_T3,,,
WZ2023_Su_005_30min,,,
SR2019_HCC1419_Biol_repl_4,,,
JJ2018_Ratio H/M normalized___2,,,
SR2019_JIMT1_Biol_repl_3,,,
AS2011_Ratio H/L Protein,,,
UK2020_HCM_3,0.49796045824644,0.6396580992483631,
NJH2024_Sub10_HIIT_Post,,,
CR2017_Ratio Replicate 3.1,,,
WZ2023_Su_025_10min,,,
AH2018_LFQ_IT_4_X,,,
CP2009_Ratio H/L,,,
VOI2024_0.1uM 24 h_3 mono,,,
RB2022_4_RecoverySprint,0.4745354853835558,0.632876827865834,
RM2024_Intensity D6-3,,,
WZ2023_Su_005_20min,,,
CW2012_10 µM Gef/control Experiment 1 Replicate B,,,
SFR2015_HL_log2_ratio_avg_a,,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,,
RB2022_1_PreEndurance,0.49399649348145086,0.6177460038867998,0.22949301506946468
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,,
LG2023_GSK3α-2_intensity,,,
EP2017_Pervanadate R#1 log2 ratio,,,
NJH2025_Sub6_HIIT_Post,,,
RB2022_6_RecoverySprint,0.4934886809050012,0.6309502904005143,0.26721113492772597
KS2014_Intensity,,,0.26604576587136847
MV2014_Ratio H/M normalized A2___1 (2 min),,,
PG2020_Intensity 8h_D,,,
LY2019_P7+,0.4901534667410486,,
EP2017_Untreated R#1 normalized log2 ratio,,,
RN2012_L10,,,
PG2020_Intensity 4h_C,,,
EP2017_Mitotic R#3 normalized log2 ratio,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,,
DB2022_LFQ intensity L1,,,
KBE2022_Log2_Ex_24_T,,,
RB2022_8_PostStrength,0.4878773524861725,0.6086611844895402,
AH2018_SILAC_IT_2_X,,,
HS2024_4_B_T3,,,
NJH2024_Sub2_HIIT_Post,,,
HS2024_8_B_N2,,,
NJH2025_Sub8_HIIT_Pre,,,
JJ2018_Ratio H/L normalized pP2___1,,,
HS2024_8_I_T2,,,
KBE2022_Log2_Ex_6_U,,,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,,
CR2017_Ratio Replicate 1.1,,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,,
MV2014_Ratio M/H normalized B3___2 (30 min),,,
CK2022_16 200-1,,,
VOI2024_0.1uM 2 h_3 di,,,
EP2017_Mitotic R#1 normalized log2 ratio,,,
GF2025_P9_Sph,,,
CK2022_6 200-1,,,
NJH2024_Sub7_MICT_Post,,,
AH2018_TMTMS3_2_X,,,
NJH2024_Sub8_HIIT_Post,,,
DB2022_LFQ intensity R1,,,
JW2015_Intensity cap3,,,
SR2019_HCC1954_Biol_repl_1,,,
HS2024_4_I_T2,,,
NJH2024_Sub2_MICT_Mid,,,
VOI2024_0.1uM 2 h_2 mono,,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,,
HS2024_4_PD_T1,,,
SAS2015_AZD/DMSO_Exp1,,,
NJH2024_Sub1_MICT_Mid,,,
IMM2018_normalised rep. int. CDK5L-3,,,
HS2024_3_B_T3,,,
MV2014_Ratio L/H normalized A3___2 (2 min),,,
NJH2025_Sub13_MICT_Pre,,,
SR2019_MDAMB231_Biol_repl_3,,,
GRW2016_Ratio H/L normalized SILAC 4___1,,,
MM2018_Ratio H/L replicate1,,,
PG2020_Intensity 2h_D,,,
EP2017_Untreated R#3 normalized log2 ratio,,,
MV2014_Ratio M/H normalized A3___3 (10 min),,,
NJH2024_Sub7_HIIT_Pre,,,
JAW2011_Ratio H/L LS2,,,
CK2022_8 200-1,,,
KS2014_Intensity pY_C4,,,
CR2017_Ratio Replicate 3.5,,,
RB2022_7_PostEndurance,0.4858539108091703,0.6174727105637016,
NJH2025_Sub4_HIIT_Pre,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,,
TM2022_mock.12h.A,,,
JJ2018_Ratio H/L normalized pP1,,,
EP2017_Pervanadate R#2 normalized log2 ratio,,,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,,
KS2014_Intensity pY_E5_4,,,
RM2024_Intensity D4-3___2,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,,
AH2018_SILAC_2_C,,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,
HS2024_7_I_N1,,,
KBE2022_Log2_Ex_29_T,,,
HS2024_7_I_T2,,,
AS2011_Ratio H/L Normalized RNAi_2_3,,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,,
HS2024_6_B_T2,,,
AMK2021_45I_p5,,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,,
SAS2015_PLX/DMSO_Exp2,,,
EJN2021_1_Ex_Basal,0.4912125141166804,0.6536502990580414,
FR2021_Intensity.M,,,
RB2022_2_PostSprint,0.49745242744340973,0.6213656276539562,0.26991023903248046
AH2018_SILAC_MR_3_N,,,
MV2014_Ratio H/L normalized B1___3 (30 min),,,
CF2017_FTE 13,,,
PG2020_Intensity CT_C,,,
ZCP2016_Ratio H/L Rep 1,,,
FS2019_db/db2,,,
KS2014_Intensity pY_PV4,,,
KBE2022_Log2_Ex_39_U,,,
EP2017_Untreated R#3 log2 ratio,,,
RB2022_2_PostStrength,0.481786245915393,0.6049736800451915,
AS2011_Ratio H/L Normalized_1,,,
MV2014_Ratio M/H normalized A3___2 (10 min),,,
CR2017_Ratio Replicate 3.4,,,
HS2024_8_PD_T2,,,
FS2019_Ctr2,,,
RB2022_6_PreEndurance,0.48702634769276376,0.6224787466927072,
FR2021_Norm.Intensity.G,,,
NJH2025_Sub9_HIIT_Post,,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,,
RM2024_Intensity D4-3,,,
HS2024_8_B_N1,,,
NJH2025_Sub10_MICT_Mid,,,
KBE2022_Log2_Ex_15_U,,,
AS2011_Ratio H/L Normalized Inhi_2,,,
RKK2015_TNF-α/SC-514,,,
RB2022_3_PreSprint,0.4939853011477533,0.623617960270629,0.2598098397798151
CR2017_Ratio Replicate 2.3,,,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,,
GF2025_P4_Adh,,,
YA2020_Reporter_intensity_Normal_No.2,,,
YP2020_Intensity P30_R2_mult_log2,,,
NJH2025_Sub13_MICT_Post,,,
HS2024_4_B_N2,,,
HS2024_3_PD_T3,,,
AMK2021_120R_p3,,,
MV2014_Ratio L/H normalized A3___3 (2 min),,,
NJH2025_Sub10_HIIT_Pre,,,
FR2021_Intensity.G,,,
RAM2015_Log2 C,,,
AS2011_Ratio H/L Proteins Inhi_1,,,
FSO2013_Ratio H/M normalized Rep1___3,,,
AH2018_LFQ_M_2_N,,,
MV2014_Ratio M/L normalized A1___3 (2 min),,,
KBE2022_Log2_Ex_40_T,,,
CK2022_2 16-1,,,
RAM2015_Log2 B,,,
YP2020_Intensity C10_R1_mult_log2,,,
FSO2013_Ratio M/L normalized Rep1___2,,,
NJH2025_Sub8_MICT_Pre,,,
EJN2021_4_Rest_Basal,0.5026902064315795,0.6560128068803358,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,,
JJ2018_Ratio H/M normalized pP3___1,,,
VOI2024_Veh2 mono,,,
HS2024_6_B_T1,,,
UK2020_HCM_5,0.4970043076941314,0.6399181629200015,
NJH2025_Sub10_HIIT_Post,,,
VOI2024_0.1uM 2 h_3 mono,,,
JW2015_Intensity pre3,,,
AS2011_Ratio H/L Normalized Inhi_2_1,,,
DL2023_24h-3,,,
HS2024_7_PD_T3,,,
PG2020_Intensity Mock_10h_B,,,
WZ2023_Su_025_30min,,,
AH2018_LFQ_4_N,,,
CR2017_Ratio Replicate 1.2,,,
AS2011_Ratio H/L Normalized by Proteins,,,
RB2022_6_RecoveryStrength,0.49603800263942555,0.6255603958097236,0.2918859751829638
HS2024_8_I_N1,,,
AMK2021_Ctrl_p3,,,
AS2011_Ratio H/L Protein Inhi_2,,,
HH2022_Reporter intensity 7,,,
AH2018_SILAC_M_1_X,,,
RB2022_7_PreEndurance,0.4795280951672502,0.5970632345927991,
VOI2024_0.1uM 24 h_2 di,,,
DL2023_control-2,,,
LY2019_P6+,0.49086249200516013,,
DB2022_LFQ intensity R2,,,
GF2025_P6_Adh,,,
VOI2024_Veh1 di,,,
AS2011_Ratio H/L RNAi_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,,
VOI2024_Veh3 mono,,,
HS2024_5_I_T2,,,
NJH2025_Sub7_HIIT_Mid,,,
MV2014_Ratio H/L normalized B1___1 (30 min),,,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,,
RB2022_6_PostSprint,0.4796259425959453,0.630607293777398,0.26836786230748255
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,,
AS2011_Ratio H/L Inhi_1,,,
AS2011_Ratio H/L Normalized RNAi_1_2,,,
AH2018_TMTMS3_2_C,,,
SR2019_Hs578T_Biol_repl_4,,,
RB2022_8_PreStrength,0.4907937273204406,0.6312944539574793,
KS2014_Intensity C5,,,
RM2024_Intensity D0-1,,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,,
YP2020_Intensity P30_R1_mult_log2,,,
NJH2025_Sub2_HIIT_Pre,,,
RB2022_3_RecoveryEndurance,0.48685148203302525,0.6189788186986364,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,,
GF2025_P9_Adh,,,
RB2022_3_PostStrength,0.47939594704768884,0.624375848728674,
TM2022_S2.8h.A,,,
AS2011_Ratio H/L RNAi_1_1,,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,,
NJH2025_Sub2_MICT_Pre,,,
MV2014_Ratio L/M normalized A2___3 (10 min),,,
MV2014_Ratio H/M normalized A2___3 (2 min),,,
HS2024_4_B_T2,,,
SR2019_BT549_Biol_repl_1,,,
AH2018_LFQ_M_4_N,,,
NJH2024_Sub8_HIIT_Mid,,,
PG2020_Intensity 8h_B,,,
AH2018_LFQ_2_X,,,
PG2020_Intensity 2h_B,,,
AS2011_Ratio H/L Proteins RNAi_1,,,
RB2022_4_PostSprint,0.47467188688745704,0.623561571795177,
KS2014_Intensity E15_3,,,
GF2025_P3_Sph,,,
DB2022_LFQ intensity L2,,,
MV2014_Ratio H/L normalized A1___1 (10 min),,,
AH2018_SILAC_1_C,,,
NJH2024_Sub1_HIIT_Pre,,,
FSO2013_Ratio M/L normalized Rep2___2,,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.4829579598459976,0.6273710946881152,0.2628241241797076
AS2011_Ratio H/L RNAi_2_3,,,
AH2018_SILAC_IT_1_N,,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,,
RB2022_4_PreEndurance,0.49746001993234823,0.6494401429861953,
JJ2018_Ratio M/L normalized pP1,,,
CR2017_Ratio Replicate 2.4,,,
ZQ2022_N1,,,
LY2019_P6-,0.4902561934022527,,
RM2024_Intensity D2-3,,,
UK2020_HCM_1,0.49701334787576523,0.6395286891938197,
JW2015_Intensity pre2,,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,,
RM2024_Intensity D2-1,,,
NJH2025_Sub12_MICT_Post,,,
MV2014_Ratio H/M normalized B2___2 (5 min),,,
RN2012_L14,,,
AH2018_LFQ_3_N,,,
RKK2015_TNF-α/IKKb,,,
SFR2015_HL_log2_ratio_std_b,,,
UK2020_UA_1,0.49701667310882447,0.6395224769052019,
KBE2022_Log2_Ex_13_U,,,
AS2011_Ratio H/L Normalized Inhi_1,,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,,
RB2022_1_RecoverySprint,0.48813433156959146,0.630328216084121,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,,
JJ2018_Ratio H/L normalized pP3,,,
CK2022_7 40-1,,,
AS2011_Ratio H/L Inhi_1_3,,,
NJH2025_Sub10_HIIT_Mid,,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,,
JAW2011_Ratio H/L LS1b_1,,,
PG2020_Intensity 4h_B,,,
SR2019_BT549_Biol_repl_2,,,
RM2024_Intensity D4-2,,,
DB2022_LFQ intensity R2.2,,,
JJ2018_Ratio H/L normalized,,,
RB2022_5_PostEndurance,0.4834574499342237,0.6101121769646536,
HS2024_5_PD_T2,,,
WZ2023_Su_025_20min,,,
RM2024_Intensity D2-2___1,,,
IMM2018_normalised rep. int. CDK5L-2,,,
LY2019_P8-,0.49332193099829796,,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,,
FSO2013_Ratio H/L normalized Rep1,,,
NJH2024_Sub2_HIIT_Pre,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,,
CK2022_13 40-1,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,,
RN2012_H02,,,
PG2020_Intensity 10h_D,,,
RB2022_8_PreEndurance,0.48459423518741773,0.6128526022889038,
HS2024_3_B_N2,,,
EJN2021_4_Ex_Ins,0.4747653310548161,0.6487601076693563,
AS2011_Ratio H/L Normalized by Protein,,,
EJN2021_1_Ex_Ins,0.4712314704634735,0.6534076881715376,
EP2017_Pervanadate R#3 log2 ratio,,,
FSO2013_Ratio M/L normalized Rep1___3,,,
NJH2025_Sub4_HIIT_Mid,,,
RCJD2014_5min_2,,,
RB2022_6_PostStrength,0.4951562238888375,0.6365948121361117,
AH2018_SILAC_MR_3_C,,,
AH2018_LFQ_M_4_C,,,
NJH2024_Sub4_MICT_Pre,,,
AS2011_Ratio H/L Normalized Inhi_1_1,,,
DL2023_12h-1,,,
MV2014_Ratio L/M normalized B2___1 (30 min),,,
DB2022_LFQ intensity L1.1,,,
NJH2025_Sub6_MICT_Pre,,,
NJH2025_Sub6_MICT_Post,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,,
RN2012_H04,,,
CK2022_6 40-1,,,
DB2022_LFQ intensity R2.1,,,
KBE2022_Log2_Ex_42_U,,,
LY2019_P3-,0.4923994644069707,0.6300485727879547,
FR2021_Intensity.A,,,
EJN2021_3_Ex_Ins,0.47731331839674124,0.6503158551007624,
MV2014_Ratio M/L normalized A1___1 (2 min),,,
WZ2023_Pe_005_30min,,,
HS2024_8_PD_T3,,,
EJN2021_3_Ex_Basal,0.4903209905418594,0.6518128095813159,
AST2020_Control.1,,,
JW2015_Intensity cap1,,,
PG2020_Intensity CT_A,,,
FS2019_Ctr3,,,
WZ2023_Pu_025_20min,,,
NJH2025_Sub4_MICT_Post,,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,,
GF2025_P10_Adh,,,
RB2022_1_RecoveryStrength,0.5031906785479777,0.6499666193194639,0.30728509281021543
SR2019_HCC1954_Biol_repl_4,,,
FR2021_Norm.Intensity.N,,,
HS2024_5_B_N1,,,
FSO2013_Ratio H/M normalized Rep3___3,,,
AH2018_TMTMS2_2_C,,,
RB2022_4_PreSprint,0.478987426278286,0.6268975484433078,
DB2022_Intensity R2,,,
AH2018_TMTMS2_Pool,,,
HS2024_8_I_N2,,,
RB2022_3_RecoveryStrength,0.4811788983809447,0.6413991352074769,
NJH2024_Sub6_HIIT_Mid,,,
AH2018_SILAC_M_1_C,,,
LY2019_P8+,0.49223734305377925,,
RB2022_2_RecoveryEndurance,0.4844118951963601,0.6256291774639164,
JJ2018_Ratio H/M normalized pP2___1,,,
JAW2011_Ratio H/L HS_1,,,
RB2022_3_PostEndurance,0.4890354172145727,0.5857958681559106,
KS2014_Intensity pY_PV1,,,
JAW2011_Ratio H/L LS1b_2,,,
SR2019_MCF7_Biol_repl_2,,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.49618900235256796,0.6337194572726461,0.27716265703807147
AS2011_Ratio H/L Normalized RNAi_1_1,,,
AH2018_LFQ_M_4_X,,,
NJH2024_Sub6_MICT_Pre,,,
JJ2018_Ratio M/L normalized pP1___2,,,
YP2020_Intensity C30_R2_mult_log2,,,
NJH2024_Sub9_HIIT_Pre,,,
AS2011_Ratio H/L Normalized Inhi_2_3,,,
RM2024_Intensity D0-1___3,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,,
KBE2022_Log2_Ex_28_U,,,
GRW2016_Ratio H/L normalized SILAC 1___1,,,
CF2017_FTE 17,,,
LY2019_P2-,0.4954699133559714,0.631412310934989,
AH2018_LFQ_IT_1_X,,,
JJ2018_Ratio H/L normalized pP3___1,,,
RB2022_8_RecoveryStrength,0.5305249581866475,0.6494145735073655,
WZ2023_Pe_005_20min,,,
AST2020_Control.2,,,
NJH2025_Sub6_MICT_Mid,,,
RCJD2014_10min_1,,,
FSO2013_Ratio H/L normalized Rep2___3,,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,,
HS2024_3_I_T1,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,,
CK2022_4 40-1,,,
SR2019_MCF10A_Biol_repl_4,,,
KS2014_Intensity pY_C5,,,
NJH2025_Sub4_MICT_Pre,,,
NJH2024_Sub9_MICT_Post,,,
CF2017_OSE 28,,,
HS2024_5_B_T2,,,
HS2024_6_I_T1,,,
HS2024_5_B_T3,,,
JJ2018_Ratio H/M normalized pP1___1,,,
KBE2022_Log2_Ex_36_U,,,
AH2018_TMTMS3_3_N,,,
SR2019_HCC1419_Biol_repl_2,,,
FR2021_Intensity.N,,,
AS2011_Ratio H/L Inhi_2_1,,,
AH2018_SILAC_MR_1_C,,,
NJH2024_Sub1_HIIT_Mid,,,
NJH2025_Sub8_HIIT_Mid,,,
EP2017_Mitotic R#3 log2 ratio,,,
KBE2022_Log2_Ex_36_T,,,
NJH2025_Sub6_HIIT_Mid,,,
WZ2023_Pu_005_30min,,,
KS2014_Intensity C2,,,
FSO2013_Ratio H/L normalized Rep1___2,,,
RM2024_Intensity D2-2,,,
KBE2022_Log2_Ex_42_T,,,
CK2022_9 200-1,,,
GRW2016_Ratio H/L normalized SILAC 2___1,,,
JJ2018_Ratio H/M normalized pP3___2,,,
DB2022_LFQ intensity R1.1,,,
CK2022_10 200-1,,,
NJH2024_Sub9_MICT_Mid,,,
JAW2011_Ratio H/L_2,,,
HS2024_7_I_N2,,,
RBK2021_1332T Late,,,
LY2019_P1-,0.4920304491622048,0.6281658554353117,
RKK2015_TNF-α/basal.1,,,
RKK2015_TNF-α/TNF-α+SC-514,,,
CR2017_Ratio Replicate 2.5,,,
HS2024_3_I_T3,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,,
AS2011_Ratio H/L Normalized RNAi_1,,,
KS2014_Intensity E15_4,,,
ZQ2022_C3,,,
EJN2021_3_Rest_Ins,0.5014533939906135,0.6534047613720236,
YP2020_Intensity P10_R2_mult_log2,,,
MV2014_Ratio H/L normalized A1___3 (10 min),,,
NJH2025_Sub1_MICT_Pre,,,
KBE2022_Log2_Ex_39_T,,,
FSO2013_Ratio H/M normalized Rep3___2,,,
RM2024_Intensity D6-2,,,
EP2017_Untreated R#1 log2 ratio,,,
RKK2015_SC-514/basal,,,
RM2024_Intensity D6-1___3,,,
WZ2023_Pu_010_10min,,,
NJH2025_Sub9_HIIT_Mid,,,
SR2019_SKBR3_Biol_repl_4,,,
HS2024_5_I_T3,,,
KS2014_Intensity N1,,,
NJH2024_Sub12_MICT_Post,,,
TM2022_S2.8h.C,,,
CR2017_Ratio Replicate 1,,,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,,
JJ2018_Ratio H/M normalized pP3,,,
AH2018_SILAC_MR_2_C,,,
LATM2013_Log2 Ratio (Medium/Light) Forward,,,
PG2020_Intensity 2h_A,,,
NJH2024_Sub6_MICT_Mid,,,
NJH2025_Sub13_HIIT_Post,,,
AH2018_SILAC_MR_3_X,,,
JJ2018_Ratio H/M normalized___1,,,
RCJD2014_15min_2,,,
AS2011_Ratio H/L_2,,,
AS2011_Ratio H/L Normalized,,,
RN2012_H03,,,
HS2024_5_B_N2,,,
HS2024_5_I_N1,,,
HS2024_6_I_N1,,,
AR2021_KD 48h,,,
FR2021_Intensity.B,,,
RB2022_3_PreEndurance,0.4843519171678691,0.6172719383377765,
HS2024_5_I_T1,,,
NJH2024_Sub10_MICT_Pre,,,
SR2019_LM2_Biol_repl_2,,,
AST2020_anti-CD3,,,
SR2019_MDAMB231_Biol_repl_1,,,
RM2024_Intensity D2-3___3,,,
WZ2023_Pe_005_10min,,,
KBE2022_Log2_Ex_29_U,,,
HS2024_7_B_T1,,,
AH2018_LFQ_M_2_X,,,
AH2018_LFQ_IT_4_N,,,
CK2022_15 200-1,,,
RM2024_Intensity D4-1___2,,,
JJ2018_Ratio H/M normalized,,,
JJ2018_Ratio M/L normalized pP3___1,,,
KBE2022_Log2_Ex_34_T,,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,,
LY2019_P2+,0.4938330618501714,0.6264886095383296,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,,
CK2022_2 200-1,,,
AS2011_Ratio H/L Protein RNAi_2,,,
MV2014_Ratio L/H normalized A3___1 (2 min),,,
WZ2023_Su_010_30min,,,
RN2012_H01,,,
KTGR2014_Ratio-Rapa 2 mins,,,
EJN2021_2_Rest_Basal,0.49856770390810523,0.6539769818778725,
KS2014_Intensity pY_E5_3,,,
MM2018_Ratio H/L replicate 3,,,
EP2017_Pervanadate R#1 normalized log2 ratio,,,
HS2024_8_B_T3,,,
YA2020_Reporter_intensity_Cancer_No.3,,,
KBE2022_Log2_Ex_44_U,,,
WZ2023_Pe_010_20min,,,
KS2014_Intensity pY_C6,,,
AS2011_Ratio H/L Normalized_3,,,
RCJD2014_15min_mean,,,
RB2022_3_PreStrength,0.4906637718127134,0.6378236790233963,0.25738548540723893
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),0.4940940502105557,0.6369635751958812,0.26179936935579146
RCJD2014_10min_mean,,,
KS2014_Intensity C1,,,
FSO2013_Ratio H/M normalized Rep3___1,,,
AH2018_SILAC_M_3_C,,,
RKK2015_TNF-α+IKKb/TNF-α,,,
RM2024_Intensity D0-3___2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,,
AH2018_SILAC_M_2_C,,,
AH2018_SILAC_M_2_X,,,
KTGR2014_Ratio-Rapa 15 mins,,,
RM2024_Intensity D4-2___1,,,
KBE2022_Log2_Ex_15_T,,,
VOI2024_0.1uM 24 h_1 di,,,
WZ2023_Su_010_10min,,,
PG2020_Intensity 6h_C,,,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,,
JJ2018_Ratio M/L normalized pP1___1,,,
AH2018_LFQ_M_3_N,,,
VOI2024_0.1uM 24 h_2 mono,,,
AH2018_TMTMS2_3_C,,,
CK2022_15 16-1,,,
CK2022_3 16-1,,,
LY2019_P4-,0.49248079945421763,0.6364790386575214,
FSO2013_Ratio H/L normalized Rep3___2,,,
KS2014_Intensity pY_PV2,,,
HS2024_3_I_N2,,,
GF2025_P8_Adh,,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,,
GF2025_P5_Sph,,,
CK2022_10 16-1,,,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,,
VOI2024_0.1uM 2 h_2 di,,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.48493016347369433,0.6304955311934545,0.26518692189608917
NJH2024_Sub2_HIIT_Mid,,,
AMK2021_45I_p3,,,
NJH2024_Sub13_HIIT_Mid,,,
DB2022_LFQ intensity R1.2,,,
DB2022_Intensity R1,,,
NJH2024_Sub12_MICT_Mid,,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,,
UK2020_HCM_4,0.49706935881390446,0.6399921982590877,
SAS2015_AZD/DMSO_Exp2,,,
IMM2018_normalised rep. int. CDK5L-1,,,
DB2022_LFQ intensity L2.2,,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,,
EP2017_Mitotic R#1 log2 ratio,,,
EJN2021_2_Ex_Basal,0.5062379053119944,0.6509783663277519,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,,
KTGR2014_Ratio-Rapa 30 mins,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,,
CF2017_FTE 16,,,
AR2021_L41 10 μM,,,
CF2017_EOC 2,,,
RB2022_6_PostEndurance,0.4886767220948695,0.6284357913564963,
AH2018_SILAC_1_N,,,
NJH2024_Sub10_HIIT_Pre,,,
AS2011_Ratio H/L Inhi_1_2,,,
UK2020_HCM_6,0.4977960812363598,0.6404772775763783,
RB2022_7_PreSprint,0.49936437139597345,0.6465378485758423,
NJH2024_Sub2_MICT_Pre,,,
HS2024_3_PD_T2,,,
CK2022_6 16-1,,,
ZX2022_CB treated Replicate 1,,,
BS2014_Log2(Ratio H/L normalized Rep_3),,,
TM2022_mock.12h.C,,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,,
HH2022_Reporter intensity 0,,,
RM2024_Intensity D2-2___2,,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,,
RB2022_1_PreStrength,0.48332911344949353,0.6244607166511628,
