DatasetName,NRDC_S(106) NRDC_S(381) NRDC_S(58) NRDC_S(61) NRDC_S(86) NRDC_S(92) NRDC_S(96),NRDC_S(14) NRDC_S(3) NRDC_S(91) NRDC_S(94)
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,0.630951716443142
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,,
KBE2022_Log2_Ex_9_T,,0.646658067753374
AH2018_SILAC_IT_2_N,,
AH2018_SILAC_IT_1_X,,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,,
UK2020_UA_2,,0.6380868762081389
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,,0.651864635327087
WZ2023_Pe_025_20min,0.49582784265103375,0.6730010425655207
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.4871448395688633,
HS2024_4_I_N2,,
AH2018_TMTMS2_3_N,0.513805575683787,
RN2012_H06,0.5114912311455071,0.6241677214423651
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,
WZ2023_Su_005_30min,0.49437977775104985,0.673596313554381
SR2019_HCC1419_Biol_repl_4,,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,0.6404851257791788
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.49878509519061043,0.6091501696372543
WZ2023_Su_025_10min,0.4945681381857129,0.6721004798352279
AH2018_LFQ_IT_4_X,0.49638845466134657,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,0.6603182570483279
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.49712225193543447,0.6692712815373599
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,0.4914986424483191,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,0.6341109060176371
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5434872958705722,0.64693020518753
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.5600281548895093,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.5079122036125036,0.6218064643480836
LY2019_P7+,,0.6110585683520797
EP2017_Untreated R#1 normalized log2 ratio,0.44634653982024425,0.6314967194817818
RN2012_L10,0.49738359400117266,0.6159356424122434
PG2020_Intensity 4h_C,0.4983472261100593,0.6338482696314361
EP2017_Mitotic R#3 normalized log2 ratio,0.468065566219,0.6330153421381246
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,0.6479751972102235
RB2022_8_PostStrength,,0.6509157842578244
AH2018_SILAC_IT_2_X,,
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,0.4796444534044474,0.6422088309482916
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,0.49268923364849115,0.6351517267901718
CR2017_Ratio Replicate 1.1,,0.6218275106906419
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.48795456092902906,0.6471218750722069
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.4665480051437683,0.6420231340019728
GF2025_P9_Sph,,0.5673848691782505
CK2022_6 200-1,0.48698414352584496,0.6723009026756683
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.49518305968988174,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,0.474987529109836,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,0.6070646621373554
PG2020_Intensity 2h_D,0.4868979043762807,0.62766388670975
EP2017_Untreated R#3 normalized log2 ratio,0.5282755377790218,0.6260746617059959
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.4858093081280268,0.6730434235022883
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.463724609075468,0.6076334351102897
RB2022_7_PostEndurance,,0.6619342554139773
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5309483669153001,0.6513292989047982
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,,0.6494824046586708
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,0.48224426492444106,0.6751022182743835
FR2021_Intensity.M,,
RB2022_2_PostSprint,,0.6932778653556171
AH2018_SILAC_MR_3_N,0.49067893836011756,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,,0.6406060156851362
PG2020_Intensity CT_C,0.4975489152416869,0.6291564658714559
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.4841411460495443,0.6450253926754169
EP2017_Untreated R#3 log2 ratio,0.5282630154672948,0.6261661916629779
RB2022_2_PostStrength,,0.659646257311785
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.478790200854172,0.6134713523188691
HS2024_8_PD_T2,,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.48311346639746333,0.6504638653943811
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,,0.6733410309258536
CR2017_Ratio Replicate 2.3,0.45924084359358525,0.6477369583679377
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,,0.632840381333938
YA2020_Reporter_intensity_Normal_No.2,,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,0.48816820279528844,0.6314789958624734
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.4974240845427139,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,0.6433090297964015
CK2022_2 16-1,,0.6294459898008369
RAM2015_Log2 B,0.49234433535219685,0.6398649858743715
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,0.5076428824699429,0.6445338598789467
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.4782715064256658,0.675244229393406
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,,0.634524819092559
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,0.49514900113004906,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,0.48929792859855087,0.647253086221701
WZ2023_Su_025_30min,0.4965183974473454,0.6704887524954328
AH2018_LFQ_4_N,0.49767706461768146,
CR2017_Ratio Replicate 1.2,0.462720785450969,0.6136563939351452
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,0.6372904367229023
AH2018_SILAC_M_1_X,0.5021491481347395,
RB2022_7_PreEndurance,,0.6385679455794869
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,0.49224697278051327,
LY2019_P6+,,0.6352159483394988
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,,0.593911515454377
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.48792938115796763,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,0.6131997709155461
KS2014_Intensity C5,0.5491970187475291,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,0.6595014002297047
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,,0.6193631560909748
RB2022_3_PostStrength,,0.6704415671082351
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,0.5012371277669956,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.49953529684465975,0.6315940845605397
AH2018_LFQ_2_X,0.49770896444988794,
PG2020_Intensity 2h_B,0.49417530332527904,0.6306106176372173
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,0.6534220010649555
KS2014_Intensity E15_3,0.5241235724683476,
GF2025_P3_Sph,,0.6226850085019093
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,0.4970145178777277,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,0.49831299620616765,0.6282065589173399
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,0.6523086243906543
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,0.6542226988964421
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.5008095297707328,0.6268749109800693
ZQ2022_N1,,
LY2019_P6-,,0.641021618799634
RM2024_Intensity D2-3,,
UK2020_HCM_1,,0.6349009741450965
JW2015_Intensity pre2,0.49446949417429037,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.5049737183369837,0.6174170874257762
AH2018_LFQ_3_N,0.4868588252971753,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,0.49544624357802786,
UK2020_UA_1,,0.6337467351612476
KBE2022_Log2_Ex_13_U,,0.6507693830248009
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,0.675992786513238
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,,0.6655701479147138
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.5099455152722093,0.6412695865715096
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,0.6907263092338916
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,0.4944738046254827,0.671747631476872
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,,0.6228607812961913
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.5075784195345369,0.6294895728511752
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,,0.6590143739927209
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5039947411081795,0.6317871220822875
PG2020_Intensity 10h_D,0.48288809630891105,0.5909410456203299
RB2022_8_PreEndurance,,0.6784071967405697
HS2024_3_B_N2,,
EJN2021_4_Ex_Ins,0.46787595873896454,0.6753564750068837
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.48412763298856815,0.6725320333525274
EP2017_Pervanadate R#3 log2 ratio,0.5250528261027009,0.6480299019574032
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.48670203206796864,
AH2018_LFQ_M_4_C,0.5076163938651331,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,0.4930803727650054,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,0.48820867792964456,0.6335268637395831
CK2022_6 40-1,,0.6654218865199314
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.4837577705516442,0.6427601023214458
LY2019_P3-,,0.6168972404011169
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,0.4752005462119315,0.6762690424517179
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.4960487322321746,0.6724554355442647
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,0.48268689077667853,0.6750225753283706
AST2020_Control.1,,0.6303898522982401
JW2015_Intensity cap1,0.4942998658645252,
PG2020_Intensity CT_A,0.4432306004871642,0.5768884298929455
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.4967112069928618,0.6713296205996855
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,,0.5953176285664699
RB2022_1_RecoveryStrength,,0.6449674786701721
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.5169844762831148,
RB2022_4_PreSprint,,0.6505273343700755
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.49046921789655534,
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,,0.6075514622207404
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.49876605151147285,
LY2019_P8+,,0.6309351596302706
RB2022_2_RecoveryEndurance,,0.6657574832302153
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,0.6943931257161315
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,0.6394768270995488
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.498241957629219,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.4834808804807317,0.6520893615715083
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,0.595396251657701
LY2019_P2-,,0.619704849851042
AH2018_LFQ_IT_1_X,0.5018079647468799,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,0.498552560390267,0.6729972400995723
AST2020_Control.2,,0.6300334692068308
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,0.6530686045013929
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,,0.6741477069306345
HS2024_5_B_T2,,
HS2024_6_I_T1,,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,,0.648131051941878
AH2018_TMTMS3_3_N,0.491165864202777,
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5141014389244403,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.4648003943310754,0.6313730190369011
KBE2022_Log2_Ex_36_T,,0.6495370050955702
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.4958362772911012,0.6715076679572978
KS2014_Intensity C2,0.5142039752145114,
FSO2013_Ratio H/L normalized Rep1___2,0.5050292364379824,0.6399599793230157
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.48224775443179,0.6435806326942085
CK2022_9 200-1,0.489562263613813,0.6444866947609162
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.49086784384476806,0.6469400900034757
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,,
LY2019_P1-,,0.6084438437724157
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,0.49387018878279937,0.6225471745496883
HS2024_3_I_T3,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5296954106501048,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,0.46667597344446526,0.6760250047681327
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.48385711272787546,0.6451662236874783
FSO2013_Ratio H/M normalized Rep3___2,0.4863732703795242,0.607312038720714
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.44642258970206433,0.6315326661883303
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.4975486004086983,0.6722178665959282
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,,
KS2014_Intensity N1,0.5184681459565657,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,,0.6076030359583956
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,0.4854607928561858,
LATM2013_Log2 Ratio (Medium/Light) Forward,0.49457970942142204,0.6551907216691526
PG2020_Intensity 2h_A,,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.49079668133286486,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,0.6135167884463946
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,,
AR2021_KD 48h,0.5004110331513901,0.6214121050729277
FR2021_Intensity.B,,
RB2022_3_PreEndurance,,0.621513194418964
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,0.6291312804142588
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.49679673173004973,0.6724741717238518
KBE2022_Log2_Ex_29_U,,0.6483822583918077
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,0.5067897858302386,
AH2018_LFQ_IT_4_N,0.4968211476936886,
CK2022_15 200-1,0.48859873901291273,0.6478464939496635
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,,0.6566030036402357
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,,0.61802322693465
LATM2013_Log2 Ratio (Light/Medium) Reverse,0.4928060185455313,0.6352781767800618
CK2022_2 200-1,0.48804673189056713,0.6381174605696166
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.4970674760074161,0.6726461559058212
RN2012_H01,0.5245335609641757,0.6528975450252288
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.4768812928901928,0.6669457022343439
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,0.6061753416440545
EP2017_Pervanadate R#1 normalized log2 ratio,0.540166426877662,0.6458203669317144
HS2024_8_B_T3,,
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,,0.6466179929550654
WZ2023_Pe_010_20min,0.4971148293088528,0.6735670085631339
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,,0.6398004199958505
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,
KS2014_Intensity C1,0.5203724096646576,
FSO2013_Ratio H/M normalized Rep3___1,0.4894160550693812,0.6160916531723596
AH2018_SILAC_M_3_C,0.49585707129287726,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,
AH2018_SILAC_M_2_X,,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.484815622211395,0.643124104292953
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.49678760371011693,0.6718291713416285
PG2020_Intensity 6h_C,0.49989665221700497,0.637617583524091
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.4999525803702629,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.5151179299504405,
CK2022_15 16-1,,0.6388507161704647
CK2022_3 16-1,,0.6306502757159618
LY2019_P4-,,0.6144388311547896
FSO2013_Ratio H/L normalized Rep3___2,0.495259971517189,0.6228637657116274
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,
GF2025_P8_Adh,,0.6255059518952001
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,,0.5996997114486621
CK2022_10 16-1,,0.644616539463977
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,0.6453725155081391
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,0.6328233602919815
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.45856703688780703,0.6385453987457674
EJN2021_2_Ex_Basal,0.4829494130082431,0.6623783466498337
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,,0.6553475810798393
AR2021_L41 10 μM,0.4872734686987597,0.6175638933147509
CF2017_EOC 2,,0.6275187168453046
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,0.4995828388215659,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
