DatasetName,PHC1_S(645) PHC1_S(664) PHC1_S(669) PHC1_S(786) PHC1_S(862) PHC1_T(922),PHC1_S(662) PHC1_T(918),PHC1_S(327) PHC1_S(815) PHC1_S(898)
RM2024_Intensity D6-3,,,
WZ2023_Su_005_20min,0.49673304683219266,,0.4136445697545661
CW2012_10 µM Gef/control Experiment 1 Replicate B,,,
SFR2015_HL_log2_ratio_avg_a,,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,,
RB2022_1_PreEndurance,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,,
LG2023_GSK3α-2_intensity,,,
EP2017_Pervanadate R#1 log2 ratio,0.5034178703958107,,0.49152929864111755
NJH2025_Sub6_HIIT_Post,,,
RB2022_6_RecoverySprint,,,
KS2014_Intensity,0.5236726558109913,,0.42750357023473656
MV2014_Ratio H/M normalized A2___1 (2 min),,,
PG2020_Intensity 8h_D,,,
LY2019_P7+,0.5021044955397588,,
EP2017_Untreated R#1 normalized log2 ratio,0.5068660141381588,,0.42874173284288486
RN2012_L10,0.5034913980909086,,
PG2020_Intensity 4h_C,,,
EP2017_Mitotic R#3 normalized log2 ratio,0.4787622352541372,,0.41716246865334816
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,,
DB2022_LFQ intensity L1,,,
KBE2022_Log2_Ex_24_T,0.4904917866901111,,
RB2022_8_PostStrength,,,
AH2018_SILAC_IT_2_X,0.5142601506592319,,
HS2024_4_B_T3,0.5001862401747734,,
NJH2024_Sub2_HIIT_Post,,,
HS2024_8_B_N2,0.5445089964579313,0.6421552404570285,
NJH2025_Sub8_HIIT_Pre,,,
JJ2018_Ratio H/L normalized pP2___1,,,
HS2024_8_I_T2,0.5590457408532828,0.6469435708024954,
KBE2022_Log2_Ex_6_U,0.4894418623113639,,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,,
CR2017_Ratio Replicate 1.1,,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,,
MV2014_Ratio M/H normalized B3___2 (30 min),,,
CK2022_16 200-1,0.5212629316998192,,
VOI2024_0.1uM 2 h_3 di,,,
EP2017_Mitotic R#1 normalized log2 ratio,0.4939762838851875,,0.4298659288536375
GF2025_P9_Sph,,,
CK2022_6 200-1,0.5154053378983615,,
NJH2024_Sub7_MICT_Post,,,
AH2018_TMTMS3_2_X,0.4440313668713802,,
NJH2024_Sub8_HIIT_Post,,,
DB2022_LFQ intensity R1,,,
JW2015_Intensity cap3,,,
SR2019_HCC1954_Biol_repl_1,,,
HS2024_4_I_T2,,,
NJH2024_Sub2_MICT_Mid,,,
VOI2024_0.1uM 2 h_2 mono,,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,,
HS2024_4_PD_T1,,,
SAS2015_AZD/DMSO_Exp1,,,
NJH2024_Sub1_MICT_Mid,,,
IMM2018_normalised rep. int. CDK5L-3,0.49870069096598657,,
HS2024_3_B_T3,0.5117777794812016,,
MV2014_Ratio L/H normalized A3___2 (2 min),,,
NJH2025_Sub13_MICT_Pre,,,
SR2019_MDAMB231_Biol_repl_3,,,
GRW2016_Ratio H/L normalized SILAC 4___1,,,
MM2018_Ratio H/L replicate1,,,
PG2020_Intensity 2h_D,,,
EP2017_Untreated R#3 normalized log2 ratio,0.5032107281646948,,0.4980443591280465
MV2014_Ratio M/H normalized A3___3 (10 min),,,
NJH2024_Sub7_HIIT_Pre,,,
JAW2011_Ratio H/L LS2,,,
CK2022_8 200-1,0.5174925073028616,,
KS2014_Intensity pY_C4,,,
CR2017_Ratio Replicate 3.5,,,
RB2022_7_PostEndurance,,,
NJH2025_Sub4_HIIT_Pre,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,,
TM2022_mock.12h.A,,,
JJ2018_Ratio H/L normalized pP1,,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5213654374707706,,0.4731370909088632
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,,
KS2014_Intensity pY_E5_4,,,
RM2024_Intensity D4-3___2,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,,
AH2018_SILAC_2_C,,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,
HS2024_7_I_N1,,,
KBE2022_Log2_Ex_29_T,0.49859432753151545,,
HS2024_7_I_T2,,,
AS2011_Ratio H/L Normalized RNAi_2_3,,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,,
HS2024_6_B_T2,0.5954895370728533,,
AMK2021_45I_p5,,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,,
SAS2015_PLX/DMSO_Exp2,,,
EJN2021_1_Ex_Basal,,,
FR2021_Intensity.M,,,
RB2022_2_PostSprint,,,
AH2018_SILAC_MR_3_N,,,
MV2014_Ratio H/L normalized B1___3 (30 min),,,
CF2017_FTE 13,,,
PG2020_Intensity CT_C,,,
ZCP2016_Ratio H/L Rep 1,,,
FS2019_db/db2,,,
KS2014_Intensity pY_PV4,,,
KBE2022_Log2_Ex_39_U,0.5087605319652079,,
EP2017_Untreated R#3 log2 ratio,0.49899855925299597,,0.49007474339530993
RB2022_2_PostStrength,,,
AS2011_Ratio H/L Normalized_1,,,
MV2014_Ratio M/H normalized A3___2 (10 min),,,
CR2017_Ratio Replicate 3.4,,,
HS2024_8_PD_T2,0.49893628290054065,,
FS2019_Ctr2,,,
RB2022_6_PreEndurance,,,
FR2021_Norm.Intensity.G,,,
NJH2025_Sub9_HIIT_Post,,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,,
RM2024_Intensity D4-3,,,
HS2024_8_B_N1,0.543371840217049,0.6821550232298392,
NJH2025_Sub10_MICT_Mid,,,
KBE2022_Log2_Ex_15_U,0.48136241446791334,,
AS2011_Ratio H/L Normalized Inhi_2,,,
RKK2015_TNF-α/SC-514,,,
RB2022_3_PreSprint,,,
CR2017_Ratio Replicate 2.3,,,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,,
GF2025_P4_Adh,,,
YA2020_Reporter_intensity_Normal_No.2,,,
YP2020_Intensity P30_R2_mult_log2,,,
NJH2025_Sub13_MICT_Post,,,
HS2024_4_B_N2,,,
HS2024_3_PD_T3,,,
AMK2021_120R_p3,,,
MV2014_Ratio L/H normalized A3___3 (2 min),,,
NJH2025_Sub10_HIIT_Pre,,,
FR2021_Intensity.G,,,
RAM2015_Log2 C,0.4847046018440757,0.48701270554164433,
AS2011_Ratio H/L Proteins Inhi_1,,,
FSO2013_Ratio H/M normalized Rep1___3,,,
AH2018_LFQ_M_2_N,0.4969517641972003,,
MV2014_Ratio M/L normalized A1___3 (2 min),,,
KBE2022_Log2_Ex_40_T,0.4919719156484892,,
CK2022_2 16-1,,,
RAM2015_Log2 B,0.494522282244705,0.5164657467435322,
YP2020_Intensity C10_R1_mult_log2,,,
FSO2013_Ratio M/L normalized Rep1___2,,,
NJH2025_Sub8_MICT_Pre,,,
EJN2021_4_Rest_Basal,,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,,
JJ2018_Ratio H/M normalized pP3___1,,,
VOI2024_Veh2 mono,,,
HS2024_6_B_T1,0.5962070242834497,,
UK2020_HCM_5,,,
NJH2025_Sub10_HIIT_Post,,,
VOI2024_0.1uM 2 h_3 mono,,,
JW2015_Intensity pre3,,,
AS2011_Ratio H/L Normalized Inhi_2_1,,,
DL2023_24h-3,,,
HS2024_7_PD_T3,,,
PG2020_Intensity Mock_10h_B,,,
WZ2023_Su_025_30min,0.5010532569262988,,0.42038211649763263
AH2018_LFQ_4_N,,,
CR2017_Ratio Replicate 1.2,,,
AS2011_Ratio H/L Normalized by Proteins,,,
RB2022_6_RecoveryStrength,,,
HS2024_8_I_N1,0.5197148946977287,0.6358164401083382,
AMK2021_Ctrl_p3,,,
AS2011_Ratio H/L Protein Inhi_2,,,
HH2022_Reporter intensity 7,,,
AH2018_SILAC_M_1_X,0.5009812839656788,,
RB2022_7_PreEndurance,,,
VOI2024_0.1uM 24 h_2 di,,,
DL2023_control-2,,0.5572925390853949,
LY2019_P6+,0.5038149912289825,,
DB2022_LFQ intensity R2,,,
GF2025_P6_Adh,,,
VOI2024_Veh1 di,,,
AS2011_Ratio H/L RNAi_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,,
VOI2024_Veh3 mono,,,
HS2024_5_I_T2,0.507179392867494,,
NJH2025_Sub7_HIIT_Mid,,,
MV2014_Ratio H/L normalized B1___1 (30 min),,,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,,
RB2022_6_PostSprint,,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,,
AS2011_Ratio H/L Inhi_1,,,
AS2011_Ratio H/L Normalized RNAi_1_2,,,
AH2018_TMTMS3_2_C,0.4934506623172647,,
SR2019_Hs578T_Biol_repl_4,,,
RB2022_8_PreStrength,,,
KS2014_Intensity C5,0.5178506415638836,,
RM2024_Intensity D0-1,,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,,
YP2020_Intensity P30_R1_mult_log2,,,
NJH2025_Sub2_HIIT_Pre,,,
RB2022_3_RecoveryEndurance,,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,,
GF2025_P9_Adh,,,
RB2022_3_PostStrength,,,
TM2022_S2.8h.A,,,
AS2011_Ratio H/L RNAi_1_1,,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,,
NJH2025_Sub2_MICT_Pre,,,
MV2014_Ratio L/M normalized A2___3 (10 min),,,
MV2014_Ratio H/M normalized A2___3 (2 min),,,
HS2024_4_B_T2,0.5008859139776912,,
SR2019_BT549_Biol_repl_1,,,
AH2018_LFQ_M_4_N,0.49349590283146955,,
NJH2024_Sub8_HIIT_Mid,,,
PG2020_Intensity 8h_B,,,
AH2018_LFQ_2_X,0.4835802704748729,,
PG2020_Intensity 2h_B,,,
AS2011_Ratio H/L Proteins RNAi_1,,,
RB2022_4_PostSprint,,,
KS2014_Intensity E15_3,0.5192734331394974,,
GF2025_P3_Sph,,,
DB2022_LFQ intensity L2,,,
MV2014_Ratio H/L normalized A1___1 (10 min),,,
AH2018_SILAC_1_C,0.49520601387938784,,
NJH2024_Sub1_HIIT_Pre,,,
FSO2013_Ratio M/L normalized Rep2___2,,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,,
AS2011_Ratio H/L RNAi_2_3,,,
AH2018_SILAC_IT_1_N,0.5155083694601035,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,,
RB2022_4_PreEndurance,,,
JJ2018_Ratio M/L normalized pP1,,,
CR2017_Ratio Replicate 2.4,,,
ZQ2022_N1,,,
LY2019_P6-,0.5084093985934701,,
RM2024_Intensity D2-3,,,
UK2020_HCM_1,,,
JW2015_Intensity pre2,,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,,
RM2024_Intensity D2-1,,,
NJH2025_Sub12_MICT_Post,,,
MV2014_Ratio H/M normalized B2___2 (5 min),,,
RN2012_L14,0.5143970792101485,,
AH2018_LFQ_3_N,,,
RKK2015_TNF-α/IKKb,,,
SFR2015_HL_log2_ratio_std_b,,,
UK2020_UA_1,,,
KBE2022_Log2_Ex_13_U,0.48435296991187604,,
AS2011_Ratio H/L Normalized Inhi_1,,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,,
RB2022_1_RecoverySprint,,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,,
JJ2018_Ratio H/L normalized pP3,,,
CK2022_7 40-1,,,
AS2011_Ratio H/L Inhi_1_3,,,
NJH2025_Sub10_HIIT_Mid,,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,,
JAW2011_Ratio H/L LS1b_1,,,
PG2020_Intensity 4h_B,,,
SR2019_BT549_Biol_repl_2,,,
RM2024_Intensity D4-2,,,
DB2022_LFQ intensity R2.2,,,
JJ2018_Ratio H/L normalized,,,
RB2022_5_PostEndurance,,,
HS2024_5_PD_T2,0.5644639539609494,0.7091325025842382,
WZ2023_Su_025_20min,0.5006441249959331,,0.4173042680801095
RM2024_Intensity D2-2___1,,,
IMM2018_normalised rep. int. CDK5L-2,0.5018647078483743,,
LY2019_P8-,0.5290340174424631,,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,,
FSO2013_Ratio H/L normalized Rep1,,,
NJH2024_Sub2_HIIT_Pre,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,,
CK2022_13 40-1,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,,
RN2012_H02,0.4644126527634387,,
PG2020_Intensity 10h_D,,,
RB2022_8_PreEndurance,,,
HS2024_3_B_N2,,,
EJN2021_4_Ex_Ins,,,
AS2011_Ratio H/L Normalized by Protein,,,
EJN2021_1_Ex_Ins,,,
EP2017_Pervanadate R#3 log2 ratio,0.5146609276589498,,0.47978125831120116
FSO2013_Ratio M/L normalized Rep1___3,,,
NJH2025_Sub4_HIIT_Mid,,,
RCJD2014_5min_2,,,
RB2022_6_PostStrength,,,
AH2018_SILAC_MR_3_C,,,
AH2018_LFQ_M_4_C,0.4925523994106495,,
NJH2024_Sub4_MICT_Pre,,,
AS2011_Ratio H/L Normalized Inhi_1_1,,,
DL2023_12h-1,,0.535967907951843,
MV2014_Ratio L/M normalized B2___1 (30 min),,,
DB2022_LFQ intensity L1.1,,,
NJH2025_Sub6_MICT_Pre,,,
NJH2025_Sub6_MICT_Post,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,,
RN2012_H04,0.4904836412078863,,
CK2022_6 40-1,,,
DB2022_LFQ intensity R2.1,,,
KBE2022_Log2_Ex_42_U,0.5011427959207323,,
LY2019_P3-,0.5043947496516484,,
FR2021_Intensity.A,,,
EJN2021_3_Ex_Ins,,,
MV2014_Ratio M/L normalized A1___1 (2 min),,,
WZ2023_Pe_005_30min,0.4959595100305583,,0.4135578228858771
HS2024_8_PD_T3,0.5309514624127362,,
EJN2021_3_Ex_Basal,,,
AST2020_Control.1,,,
JW2015_Intensity cap1,,,
PG2020_Intensity CT_A,,,
FS2019_Ctr3,,,
WZ2023_Pu_025_20min,0.4983523768486797,,0.4106704048275181
NJH2025_Sub4_MICT_Post,,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,,
GF2025_P10_Adh,,,
RB2022_1_RecoveryStrength,,,
SR2019_HCC1954_Biol_repl_4,,,
FR2021_Norm.Intensity.N,,,
HS2024_5_B_N1,0.5563621857535588,0.6858075056071756,
FSO2013_Ratio H/M normalized Rep3___3,,,
AH2018_TMTMS2_2_C,0.5174742575135708,0.5364095020758669,0.39813753543934816
RB2022_4_PreSprint,,,
DB2022_Intensity R2,,,
AH2018_TMTMS2_Pool,0.49316499038287337,,0.38612080066464993
HS2024_8_I_N2,0.5485916448432974,0.6600744537274021,
RB2022_3_RecoveryStrength,,,
NJH2024_Sub6_HIIT_Mid,,,
AH2018_SILAC_M_1_C,0.4980741230171435,,
LY2019_P8+,0.5028436197278671,,
RB2022_2_RecoveryEndurance,,,
JJ2018_Ratio H/M normalized pP2___1,,,
JAW2011_Ratio H/L HS_1,,,
RB2022_3_PostEndurance,,,
KS2014_Intensity pY_PV1,,,
JAW2011_Ratio H/L LS1b_2,,,
SR2019_MCF7_Biol_repl_2,,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,,
AS2011_Ratio H/L Normalized RNAi_1_1,,,
AH2018_LFQ_M_4_X,,,0.45681250389152916
NJH2024_Sub6_MICT_Pre,,,
JJ2018_Ratio M/L normalized pP1___2,,,
YP2020_Intensity C30_R2_mult_log2,,,
NJH2024_Sub9_HIIT_Pre,,,
AS2011_Ratio H/L Normalized Inhi_2_3,,,
RM2024_Intensity D0-1___3,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,,
KBE2022_Log2_Ex_28_U,0.508955577739448,,
GRW2016_Ratio H/L normalized SILAC 1___1,,,
CF2017_FTE 17,,,
LY2019_P2-,0.4961258339457122,,
AH2018_LFQ_IT_1_X,0.5000300387447522,,
JJ2018_Ratio H/L normalized pP3___1,,,
RB2022_8_RecoveryStrength,,,
WZ2023_Pe_005_20min,0.49693632074561106,,0.4037159285585814
AST2020_Control.2,,,
NJH2025_Sub6_MICT_Mid,,,
RCJD2014_10min_1,,,
FSO2013_Ratio H/L normalized Rep2___3,,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,,
HS2024_3_I_T1,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,,
CK2022_4 40-1,,,
SR2019_MCF10A_Biol_repl_4,,,
KS2014_Intensity pY_C5,,,
NJH2025_Sub4_MICT_Pre,,,
NJH2024_Sub9_MICT_Post,,,
CF2017_OSE 28,,,
HS2024_5_B_T2,0.5304178154091767,,
HS2024_6_I_T1,,,
HS2024_5_B_T3,0.49134857767266943,,
JJ2018_Ratio H/M normalized pP1___1,,,
KBE2022_Log2_Ex_36_U,0.4823145650774592,,
AH2018_TMTMS3_3_N,0.4914212506683105,,0.41628352709667826
SR2019_HCC1419_Biol_repl_2,,,
FR2021_Intensity.N,,,
AS2011_Ratio H/L Inhi_2_1,,,
AH2018_SILAC_MR_1_C,,,0.48232917681184767
NJH2024_Sub1_HIIT_Mid,,,
NJH2025_Sub8_HIIT_Mid,,,
EP2017_Mitotic R#3 log2 ratio,0.4833194827639283,,0.42599580392312025
KBE2022_Log2_Ex_36_T,0.48179078329773223,,
NJH2025_Sub6_HIIT_Mid,,,
WZ2023_Pu_005_30min,0.4977828657578991,,0.39087700211104576
KS2014_Intensity C2,0.517975185002402,,
FSO2013_Ratio H/L normalized Rep1___2,,,
RM2024_Intensity D2-2,,,
KBE2022_Log2_Ex_42_T,0.5020207477433768,,
CK2022_9 200-1,0.48434915098653253,,
GRW2016_Ratio H/L normalized SILAC 2___1,,,
JJ2018_Ratio H/M normalized pP3___2,,,
DB2022_LFQ intensity R1.1,,,
CK2022_10 200-1,0.48375523174975,,
NJH2024_Sub9_MICT_Mid,,,
JAW2011_Ratio H/L_2,,,
HS2024_7_I_N2,0.5000785248512502,,
RBK2021_1332T Late,,,
LY2019_P1-,0.4938235109099252,,
RKK2015_TNF-α/basal.1,,,
RKK2015_TNF-α/TNF-α+SC-514,,,
CR2017_Ratio Replicate 2.5,,,
HS2024_3_I_T3,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,,
AS2011_Ratio H/L Normalized RNAi_1,,,
KS2014_Intensity E15_4,0.5165388309188584,,
ZQ2022_C3,,,
EJN2021_3_Rest_Ins,,,
YP2020_Intensity P10_R2_mult_log2,,,
MV2014_Ratio H/L normalized A1___3 (10 min),,,
NJH2025_Sub1_MICT_Pre,,,
KBE2022_Log2_Ex_39_T,0.5009410478104609,,
FSO2013_Ratio H/M normalized Rep3___2,,,
RM2024_Intensity D6-2,,,
EP2017_Untreated R#1 log2 ratio,0.503623370604411,,0.42417949299345464
RKK2015_SC-514/basal,,,
RM2024_Intensity D6-1___3,,,
WZ2023_Pu_010_10min,0.49965893700319125,,0.4147982401151122
NJH2025_Sub9_HIIT_Mid,,,
SR2019_SKBR3_Biol_repl_4,,,
HS2024_5_I_T3,0.535542185764754,,
KS2014_Intensity N1,0.5273879809917229,,0.42216501292009
NJH2024_Sub12_MICT_Post,,,
TM2022_S2.8h.C,,,
CR2017_Ratio Replicate 1,,,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,,
JJ2018_Ratio H/M normalized pP3,,,
AH2018_SILAC_MR_2_C,,,0.46968134393407945
LATM2013_Log2 Ratio (Medium/Light) Forward,,,
PG2020_Intensity 2h_A,,,
NJH2024_Sub6_MICT_Mid,,,
NJH2025_Sub13_HIIT_Post,,,
AH2018_SILAC_MR_3_X,,,
JJ2018_Ratio H/M normalized___1,,,
RCJD2014_15min_2,,,
AS2011_Ratio H/L_2,,,
AS2011_Ratio H/L Normalized,,,
RN2012_H03,0.49204382947742625,,
HS2024_5_B_N2,0.5720234605409852,0.6228696249714983,
HS2024_5_I_N1,0.567200002561887,0.6253608939474166,
HS2024_6_I_N1,,,
AR2021_KD 48h,,,
FR2021_Intensity.B,,,
RB2022_3_PreEndurance,,,
HS2024_5_I_T1,0.4663135058696983,,
NJH2024_Sub10_MICT_Pre,,,
SR2019_LM2_Biol_repl_2,,,
AST2020_anti-CD3,,,
SR2019_MDAMB231_Biol_repl_1,,,
RM2024_Intensity D2-3___3,,,
WZ2023_Pe_005_10min,0.4868964828881519,,0.4124219523907014
KBE2022_Log2_Ex_29_U,0.5046995987206216,,
HS2024_7_B_T1,0.5093417787977231,,
AH2018_LFQ_M_2_X,0.4936315421394443,,0.4318272718118526
AH2018_LFQ_IT_4_N,,,
CK2022_15 200-1,0.5221378722119862,,
RM2024_Intensity D4-1___2,,,
JJ2018_Ratio H/M normalized,,,
JJ2018_Ratio M/L normalized pP3___1,,,
KBE2022_Log2_Ex_34_T,0.5122023372612816,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,,
LY2019_P2+,0.5105514917828056,,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,,
CK2022_2 200-1,0.49764563211331286,,
AS2011_Ratio H/L Protein RNAi_2,,,
MV2014_Ratio L/H normalized A3___1 (2 min),,,
WZ2023_Su_010_30min,0.4974899456142456,,0.41761608539605527
RN2012_H01,0.48645906967405234,,
KTGR2014_Ratio-Rapa 2 mins,,,
EJN2021_2_Rest_Basal,,,
KS2014_Intensity pY_E5_3,,,
MM2018_Ratio H/L replicate 3,,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5018166069545692,,0.48985643565144416
HS2024_8_B_T3,0.5150940358491306,,
YA2020_Reporter_intensity_Cancer_No.3,,,
KBE2022_Log2_Ex_44_U,0.4868732877212212,,
WZ2023_Pe_010_20min,0.49390720979374,,0.4122170682763185
KS2014_Intensity pY_C6,,,
AS2011_Ratio H/L Normalized_3,,,
RCJD2014_15min_mean,,,
RB2022_3_PreStrength,,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,,
RCJD2014_10min_mean,,,
KS2014_Intensity C1,0.519341195614942,,
FSO2013_Ratio H/M normalized Rep3___1,,,
AH2018_SILAC_M_3_C,,,
RKK2015_TNF-α+IKKb/TNF-α,,,
RM2024_Intensity D0-3___2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,,
AH2018_SILAC_M_2_C,,,
AH2018_SILAC_M_2_X,,,
KTGR2014_Ratio-Rapa 15 mins,,,
RM2024_Intensity D4-2___1,,,
KBE2022_Log2_Ex_15_T,0.4802753455628656,,
VOI2024_0.1uM 24 h_1 di,,,
WZ2023_Su_010_10min,0.5003519770163168,,0.4185542915985148
PG2020_Intensity 6h_C,,,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,,
JJ2018_Ratio M/L normalized pP1___1,,,
AH2018_LFQ_M_3_N,,,
VOI2024_0.1uM 24 h_2 mono,,,
AH2018_TMTMS2_3_C,0.5177507834863994,0.5315830781579396,0.4161021993166498
CK2022_15 16-1,,,
CK2022_3 16-1,,,
LY2019_P4-,0.5273684853437949,,
FSO2013_Ratio H/L normalized Rep3___2,,,
KS2014_Intensity pY_PV2,,,
HS2024_3_I_N2,,,
GF2025_P8_Adh,,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,,
GF2025_P5_Sph,,,
CK2022_10 16-1,,,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,,
VOI2024_0.1uM 2 h_2 di,,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,,
NJH2024_Sub2_HIIT_Mid,,,
AMK2021_45I_p3,,,
NJH2024_Sub13_HIIT_Mid,,,
DB2022_LFQ intensity R1.2,,,
DB2022_Intensity R1,,,
NJH2024_Sub12_MICT_Mid,,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,,
UK2020_HCM_4,,,
SAS2015_AZD/DMSO_Exp2,,,
IMM2018_normalised rep. int. CDK5L-1,0.5019867240933252,,
DB2022_LFQ intensity L2.2,,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,,
EP2017_Mitotic R#1 log2 ratio,0.4981657396381274,,0.4382061810088997
EJN2021_2_Ex_Basal,,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,,
KTGR2014_Ratio-Rapa 30 mins,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,,
CF2017_FTE 16,,,
AR2021_L41 10 μM,,,
CF2017_EOC 2,,,
RB2022_6_PostEndurance,,,
AH2018_SILAC_1_N,0.49036210491739757,,
NJH2024_Sub10_HIIT_Pre,,,
AS2011_Ratio H/L Inhi_1_2,,,
UK2020_HCM_6,,,
RB2022_7_PreSprint,,,
NJH2024_Sub2_MICT_Pre,,,
HS2024_3_PD_T2,,,
CK2022_6 16-1,,,
ZX2022_CB treated Replicate 1,,,
BS2014_Log2(Ratio H/L normalized Rep_3),,,
TM2022_mock.12h.C,,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,,
HH2022_Reporter intensity 0,,0.5807155546492176,
RM2024_Intensity D2-2___2,,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,,
RB2022_1_PreStrength,,,
JJ2018_Ratio H/M normalized pP2___2,,,
AH2018_TMTMS2_2_X,0.5180811786838543,0.532942902303669,0.4524481378935419
AR2021_L41 1 μM,,,
JJ2018_Ratio H/M normalized pP1___2,,,
AH2018_TMTMS2_1_N,0.5166755336412718,0.5251909396687406,0.4211570129798196
NJH2025_Sub10_MICT_Pre,,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,,
ZX2022_Control Replicate 3,,,
KS2014_Intensity C4,0.5151143045798707,,
AS2011_Ratio H/L Inhi_2,,,
KBE2022_Log2_Ex_18_T,0.503001161251705,,
NJH2025_Sub9_MICT_Pre,,,
RCJD2014_20min_1,,,
MV2014_Ratio H/M normalized B2___1 (5 min),,,
FSO2013_Ratio M/L normalized Rep2___3,,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,,
SR2019_MCF10A_Biol_repl_3,,,
HS2024_7_B_T2,0.4831231231954593,,
SAS2015_PLX/DMSO_Exp3,,,
AMK2021_Ctrl_p5,,,
NJH2025_Sub2_HIIT_Mid,,,
AH2018_LFQ_M_3_C,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,,
YA2020_Reporter_intensity_Cancer_No.2,,,
FSO2013_Ratio H/M normalized Rep2___3,,,
RB2022_8_PreSprint,,,
AH2018_SILAC_IT_3_C,0.48792596163739127,,
WZ2023_Pu_025_10min,0.4946158562770484,,0.41450796159242836
RM2024_Intensity D2-2___3,,,
AS2011_Ratio H/L_1,,,
RCJD2014_10min_3,,,
FSO2013_Ratio M/L normalized Rep3___1,,,
SR2019_JIMT1_Biol_repl_4,,,
YP2020_Intensity C10_R2_mult_log2,,,
ZCP2016_Ratio H/L Rep 2,,,
CF2017_EOC 4,,,
JJ2018_Ratio H/L normalized pP1___1,,,
WZ2023_Pe_010_30min,0.4965942509626345,,0.4022420423138888
MV2014_Ratio L/M normalized B2___3 (30 min),,,
