DatasetName,CCNK_S(11) CCNK_S(3) CCNK_S(321) CCNK_S(324) CCNK_S(328) CCNK_S(329) CCNK_S(340) CCNK_S(8) CCNK_S(9),CCNK_S(22) CCNK_S(23) CCNK_S(5) CCNK_S(6)
AH2018_LFQ_IT_4_X,0.5476860969324595,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,0.539118517351307,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.5503143284277245,0.38859684486375634
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.48172097872152403,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.5876691022305208,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.5443170710099103,
LY2019_P7+,0.5398943711432186,
EP2017_Untreated R#1 normalized log2 ratio,0.47995934521932576,
RN2012_L10,0.5351961004601308,
PG2020_Intensity 4h_C,0.5515037094189994,
EP2017_Mitotic R#3 normalized log2 ratio,0.5085801352137223,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.5777726164024528,
RB2022_8_PostStrength,0.5483776849291417,
AH2018_SILAC_IT_2_X,0.5504716200799792,
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,0.5765493445875172,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.5344240252534068,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.6130640055501964,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.4791667167470977,
GF2025_P9_Sph,0.5311101448007299,
CK2022_6 200-1,0.596085240861595,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.6247040816355507,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,0.5535797869648187,
EP2017_Untreated R#3 normalized log2 ratio,0.46879290912281807,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5969706898088676,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5604579278574842,
RB2022_7_PostEndurance,0.5252168894729534,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.4823807160949333,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,0.5532264559249941,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,0.568351556366273,
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,,
FR2021_Intensity.M,,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,0.5659546016094831,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5500472749905018,
PG2020_Intensity CT_C,0.5512413682478646,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.5788684623273433,
EP2017_Untreated R#3 log2 ratio,0.46918470463344814,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.5578679674712286,
HS2024_8_PD_T2,,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.5952357525970177,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,0.5317332741729152,
CR2017_Ratio Replicate 2.3,0.5643606016058099,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.49240926117036843,
YA2020_Reporter_intensity_Normal_No.2,0.5655293285602477,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.5597466485602313,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.5835960659413317,
CK2022_2 16-1,0.5645896455419348,
RAM2015_Log2 B,0.5609966303665472,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,0.549733858202693,
WZ2023_Su_025_30min,0.538853085523225,0.395384566047025
AH2018_LFQ_4_N,0.5515650726635819,
CR2017_Ratio Replicate 1.2,0.551814068842839,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.5451423560766223,
AH2018_SILAC_M_1_X,0.5494594505362529,
RB2022_7_PreEndurance,0.5549605668199711,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.5330742296443246,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.5968168288530955,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.6300059660569185,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,0.5183364975548571,
KS2014_Intensity C5,0.5598739449139889,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,0.5226364094445518,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.588519158196324,
RB2022_3_PostStrength,0.542133333324229,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,0.5420650217400029,
AH2018_LFQ_M_4_N,0.5585697642726759,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.539089777419226,
AH2018_LFQ_2_X,0.5552611916980725,
PG2020_Intensity 2h_B,0.5517708193670121,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,0.5425677424058228,
KS2014_Intensity E15_3,0.5439636251978865,
GF2025_P3_Sph,0.5064465647889576,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,0.5474589512200815,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.5483427766258433,0.38063704463519643
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.5482505754278303,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,0.542086538978279,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.5565360797492388,
ZQ2022_N1,0.4906426293970212,
LY2019_P6-,0.5424500695956241,
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.5320141409261149,
AH2018_LFQ_3_N,0.555318334433781,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,0.5849673653943633,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,0.5654759116898059,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.550697511730293,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,0.5389310279420083,
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,0.5421398591308528,0.389694373830867
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,0.5421900451187481,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,0.5741877988267473,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5379839990671837,
PG2020_Intensity 10h_D,0.5320043221918019,
RB2022_8_PreEndurance,0.5462615290908458,
HS2024_3_B_N2,,
EJN2021_4_Ex_Ins,,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,
EP2017_Pervanadate R#3 log2 ratio,0.5070308633608586,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.5630536468966996,
AH2018_LFQ_M_4_C,0.55705661578959,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,0.5397557987452314,
CK2022_6 40-1,0.5652501471757245,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.5919552573454318,
LY2019_P3-,0.5375173505848023,
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.5481079056865867,0.4024626534840535
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,,
AST2020_Control.1,0.5685150786645946,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.5414194970457461,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.5377517710483347,0.392566950399976
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.5014556173282102,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,0.5344496925262641,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.5261559518648178,
RB2022_4_PreSprint,0.5345364071498658,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.6182599007312548,
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,0.540610769978944,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.5499678845686434,
LY2019_P8+,0.5466606457159692,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,0.5322775945567508,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,0.5446219522728055,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.5508762699699784,0.34696129439558804
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.5519718240767797,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.5779290542891042,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.5452626788009659,
LY2019_P2-,0.49626524059210525,
AH2018_LFQ_IT_1_X,0.5487675234525526,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,0.5586240506214248,
WZ2023_Pe_005_20min,0.5297779436058103,0.40027640516830215
AST2020_Control.2,0.5676422384356187,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.5643238799621,
SR2019_MCF10A_Biol_repl_4,0.5441707154320677,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.5473243787925198,
HS2024_5_B_T2,,
HS2024_6_I_T1,,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.5668383574382136,
AH2018_TMTMS3_3_N,0.6163849475307661,
SR2019_HCC1419_Biol_repl_2,0.5438225870469447,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5701416325199683,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5138898812405741,
KBE2022_Log2_Ex_36_T,0.5720035008966895,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.5421036742186195,0.39746995709870364
KS2014_Intensity C2,0.5561693746545084,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.5858370031492092,
CK2022_9 200-1,0.6092284864206112,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.6069866948718776,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,,
LY2019_P1-,0.5568255372070581,
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,0.5755167064794308,
HS2024_3_I_T3,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5699335260544692,
ZQ2022_C3,0.5721553385548854,
EJN2021_3_Rest_Ins,,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.5822872222687138,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.48009851586673186,
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5471888626605855,0.3848482697968116
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,,
KS2014_Intensity N1,0.5382114889694786,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,0.5407136209200822,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,0.5620894800322795,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.5492645627455076,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5656959022319394,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.5362420901648217,
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,,
AR2021_KD 48h,0.5981129274127034,
FR2021_Intensity.B,,
RB2022_3_PreEndurance,0.5341010398464658,
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,0.5699548210057402,
SR2019_MDAMB231_Biol_repl_1,0.5310048983152291,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5442079995444672,0.39708543864622625
KBE2022_Log2_Ex_29_U,0.5659882065406173,
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,0.5609585625668952,
AH2018_LFQ_IT_4_N,0.5468002367042885,
CK2022_15 200-1,0.6122172143826963,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.5797818926388882,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.5846849639010193,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.6002306210348691,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5456851297224969,0.3931085390269805
RN2012_H01,0.5491994583924756,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.4848989273266707,
HS2024_8_B_T3,,
YA2020_Reporter_intensity_Cancer_No.3,0.5668943353480898,
KBE2022_Log2_Ex_44_U,0.5739013254033343,
WZ2023_Pe_010_20min,0.5413612624955325,0.4000162760888578
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,0.5285839014841125,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,
KS2014_Intensity C1,0.5306947563884977,
FSO2013_Ratio H/M normalized Rep3___1,,
AH2018_SILAC_M_3_C,0.5486511750034864,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5538238695305648,
AH2018_SILAC_M_2_X,0.5515544584034476,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.5840165336992073,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5417296373862563,0.3908921013778401
PG2020_Intensity 6h_C,0.542746090247054,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.5633043647071552,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.5159041414216126,
CK2022_15 16-1,0.5747771617460007,
CK2022_3 16-1,0.5656513482550835,
LY2019_P4-,0.5983674799116252,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,
GF2025_P8_Adh,0.5845842360633048,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.5711170127719717,
CK2022_10 16-1,0.5744663593703004,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.5558285801664862,0.47607508785587327
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.48367181639024104,
EJN2021_2_Ex_Basal,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,0.549461752912912,
AR2021_L41 10 μM,0.5472639384683357,
CF2017_EOC 2,0.53942151595071,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,0.548026851651444,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,0.5301178698048246,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,
CK2022_6 16-1,0.5627964845376795,
ZX2022_CB treated Replicate 1,0.6657691370306815,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5605688521251861,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5267242288800323,
AR2021_L41 1 μM,0.538430176887966,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5202286178372916,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.669146545289617,
KS2014_Intensity C4,0.5724629936546171,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.5569623362436164,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,0.5437825339381335,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.5647343907442862,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,0.5766486423369412,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,0.5382883281896731,
AH2018_SILAC_IT_3_C,0.546629977195476,
WZ2023_Pu_025_10min,0.5286437668814075,0.4022604340297767
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,,
SR2019_JIMT1_Biol_repl_4,0.5443073521096387,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,0.5458054732292159,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5309824696711174,0.39944861631912015
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5517235663205352,
KS2014_Intensity C6,0.5611061247488247,
ZQ2022_N3,0.5078571134174148,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.5813404483804655,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.6606064433424831,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,0.574204617962383,
