DatasetName,PI4K2A_M(5) PI4K2A_S(10) PI4K2A_S(460) PI4K2A_S(464) PI4K2A_S(468) PI4K2A_S(5) PI4K2A_S(7) PI4K2A_S(9) PI4K2A_T(4) PI4K2A_T(466),PI4K2A_S(1099) PI4K2A_S(37) PI4K2A_S(44) PI4K2A_S(459) PI4K2A_S(461) PI4K2A_S(462) PI4K2A_S(47) PI4K2A_S(51)
PG2020_Intensity 4h_A,,0.5036142112449905
FSO2013_Ratio H/M normalized Rep2___2,,0.5935598133682403
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,,0.6214722355280922
NJH2025_Sub13_MICT_Mid,,0.5842267063641506
KS2014_Intensity C3,,
RB2022_1_PreSprint,,
HS2024_4_I_N1,0.4717980091430123,0.6140523643179514
CK2022_7 200-1,,0.6197850932739111
CK2022_5 200-1,,0.6215472185311622
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,0.614809280668638
FSO2013_Ratio H/L normalized Rep2___1,,0.6090935535455893
NJH2024_Sub10_HIIT_Mid,,0.5526836631804087
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,0.46754559785062416,
AH2018_SILAC_MR_1_X,,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,,0.6181948553478323
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,,0.6041993673442312
AH2018_SILAC_3_C,,
EJN2021_5_Rest_Ins,,0.5602647371294908
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,,0.5624092762209838
CK2022_4 16-1,,0.5858844959272005
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,,0.5757837696860494
EJN2021_2_Ex_Ins,,0.5788433107909585
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.4757423795224863,
SAS2015_PLX/DMSO_Exp1,,0.5810627735975592
SFR2015_HL_log2_ratio_avg_c,,
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,0.5701527739103579
PG2020_Intensity 6h_B,,0.53878996911971
FSO2013_Ratio H/L normalized Rep3,,0.6078376436791977
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,0.5992093943589621
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,0.5827431418946116
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,0.5854795424576724
HS2024_6_B_N2,,0.5245214732478972
KBE2022_Log2_Ex_9_T,,0.6342771759041049
AH2018_SILAC_IT_2_N,0.46152479556345194,
AH2018_SILAC_IT_1_X,0.4594401863371796,
HW2015_Ratio H/L normalized Exp3,,0.5801093108956367
HS2024_7_PD_T1,,0.597477453900492
UK2020_UA_2,,0.6116698660231891
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.4679415169174027,0.5991520355683452
WZ2023_Pe_025_20min,0.4656944416161294,0.6087692257627695
JVO2010_Log2 Ratio M/L Normalized aphidicolin,0.4764826775877645,0.578886087235559
AH2018_LFQ_2_N,0.4806319443503452,0.6131560593485361
HS2024_4_I_N2,0.48427862345235634,0.5932513784519161
AH2018_TMTMS2_3_N,,
RN2012_H06,,0.5687572564350013
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,0.6056475352040998
WZ2023_Su_005_30min,0.45898495143069296,0.6127461455505846
SR2019_HCC1419_Biol_repl_4,,0.5840234001592257
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,0.5901762310413108
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,0.611884735847919
NJH2024_Sub10_HIIT_Post,,0.5528474212999595
CR2017_Ratio Replicate 3.1,0.46271598879575115,0.5730475160653465
WZ2023_Su_025_10min,0.4649041993513564,0.6118842464752958
AH2018_LFQ_IT_4_X,,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,0.5635682749378517
RM2024_Intensity D6-3,,0.5985411110075116
WZ2023_Su_005_20min,0.4410692748894044,0.6095352310827722
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,0.5788625123987157
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,,0.6099916057419119
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.4693522520527259,
MV2014_Ratio H/M normalized A2___1 (2 min),,0.575744799780537
PG2020_Intensity 8h_D,0.4624758498644324,0.5608746598889497
LY2019_P7+,,0.5955377950964474
EP2017_Untreated R#1 normalized log2 ratio,,0.5614178671435328
RN2012_L10,,0.5957637660133632
PG2020_Intensity 4h_C,,0.5474403950927279
EP2017_Mitotic R#3 normalized log2 ratio,,0.5595399523876649
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,0.4790248505405625,0.5774635665410932
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,0.6160139228676469
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,0.4580910645916293,
HS2024_4_B_T3,,0.5970109202282835
NJH2024_Sub2_HIIT_Post,,0.5682808608575767
HS2024_8_B_N2,,0.5806956648340473
NJH2025_Sub8_HIIT_Pre,,0.5622371530446194
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,0.558860458774744
KBE2022_Log2_Ex_6_U,,0.6012112783395297
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,0.593316886066277
CR2017_Ratio Replicate 1.1,,0.5678176676854929
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,0.5959825944378725
MV2014_Ratio M/H normalized B3___2 (30 min),,0.5556441292818523
CK2022_16 200-1,,0.6274313293839748
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,,0.5451094987525829
GF2025_P9_Sph,0.4848191002347262,0.578500234540939
CK2022_6 200-1,,0.6195031301559855
NJH2024_Sub7_MICT_Post,,0.5718353902307739
AH2018_TMTMS3_2_X,,
NJH2024_Sub8_HIIT_Post,,0.5616190437179818
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,0.5729512377064025
HS2024_4_I_T2,,0.5872431106773367
NJH2024_Sub2_MICT_Mid,,0.5854795424576724
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,0.4734314017559222,0.5639029885492309
HS2024_4_PD_T1,,0.5910293440542979
SAS2015_AZD/DMSO_Exp1,,0.5765906990501449
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,0.618192181947211
HS2024_3_B_T3,,0.5866719427754898
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,0.5827945330622644
SR2019_MDAMB231_Biol_repl_3,,0.5781021781654884
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,,0.5515602845326809
EP2017_Untreated R#3 normalized log2 ratio,,0.5612488141913651
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,0.571825681303932
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,,0.6195641390283196
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.45723712288187635,0.6217397299866995
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,0.6049177754581161
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,,0.595696740823179
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,0.5975558603053689
AH2018_SILAC_2_C,0.4606278392004411,0.6124117088062315
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,0.5786592195783906
KBE2022_Log2_Ex_29_T,,0.6367959085596195
HS2024_7_I_T2,,0.5505588504935798
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,0.5780379411855416
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,0.5691208442012308
EJN2021_1_Ex_Basal,,0.5496272417879071
FR2021_Intensity.M,,0.596106193308993
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.47266581727903645,0.6254685432341334
PG2020_Intensity CT_C,,0.5737189306486031
ZCP2016_Ratio H/L Rep 1,,0.5942842210095647
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,,0.6036640875297646
EP2017_Untreated R#3 log2 ratio,,0.5609710837733712
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,0.5772460261146446
CR2017_Ratio Replicate 3.4,0.46401414807245633,0.6277221679180112
HS2024_8_PD_T2,,0.5559542284025394
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,0.5878839474309093
NJH2025_Sub9_HIIT_Post,,0.5811358874859588
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,0.6057979204128074
RM2024_Intensity D4-3,,0.5940085612651052
HS2024_8_B_N1,,0.5599329904947788
NJH2025_Sub10_MICT_Mid,,0.5649355981191249
KBE2022_Log2_Ex_15_U,,0.6070933835680641
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,0.5810522546628221
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.4618718830448462,0.6005861035296035
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.4649455216415448,0.5618545762450571
YA2020_Reporter_intensity_Normal_No.2,,0.5751500764659414
YP2020_Intensity P30_R2_mult_log2,,0.6049447382709909
NJH2025_Sub13_MICT_Post,,0.5880320484089288
HS2024_4_B_N2,,0.6235871470272187
HS2024_3_PD_T3,,0.6033206711063624
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,0.5543175734185953
FR2021_Intensity.G,,0.5949810719669025
RAM2015_Log2 C,0.49826829972579956,0.5694599861400411
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.48550368889278356,0.6152898570654657
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,0.6457005775251949
CK2022_2 16-1,,0.5854734856560607
RAM2015_Log2 B,0.4793079248446384,0.5893099984255645
YP2020_Intensity C10_R1_mult_log2,,0.5854830936208395
FSO2013_Ratio M/L normalized Rep1___2,,0.5847276262770397
NJH2025_Sub8_MICT_Pre,,0.5614102795884953
EJN2021_4_Rest_Basal,,0.5548662860571261
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,0.5750020001845674
UK2020_HCM_5,,0.6145011115803808
NJH2025_Sub10_HIIT_Post,,0.5528474212999595
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,0.46214154525557394,0.6147313438361723
HS2024_7_PD_T3,,0.5676869344513307
PG2020_Intensity Mock_10h_B,,0.5400118322975348
WZ2023_Su_025_30min,0.4527318750382814,0.6064845165281749
AH2018_LFQ_4_N,0.4708630016385734,0.6173856555781252
CR2017_Ratio Replicate 1.2,0.46325961689941464,0.5782524680786701
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,0.5848883261536817
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,0.5687994013922255
AH2018_SILAC_M_1_X,0.43798238748503937,0.6098505992185245
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,0.450527714775657,0.6146098451520989
LY2019_P6+,,0.6039669757983046
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.47047699833611933,0.5733936119166548
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,0.4765372688993209,0.5638072895079611
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,0.6273360267450613
NJH2025_Sub7_HIIT_Mid,,0.5769324136167638
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,0.5800728632191169
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,,
SR2019_Hs578T_Biol_repl_4,,0.5636187234615542
RB2022_8_PreStrength,,
KS2014_Intensity C5,,
RM2024_Intensity D0-1,,0.5974004102544397
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,0.5842764246063138
NJH2025_Sub2_HIIT_Pre,,0.583168908378715
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.46654665205831536,0.567579643739551
RB2022_3_PostStrength,,0.6157299902568844
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,0.5808358237868457
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,0.5795161783701258
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,0.6105549869661063
SR2019_BT549_Biol_repl_1,,0.5831223444805242
AH2018_LFQ_M_4_N,0.4768128767555152,0.6190154715620673
NJH2024_Sub8_HIIT_Mid,,0.5662214135961685
PG2020_Intensity 8h_B,,0.5650290076403446
AH2018_LFQ_2_X,0.4666513247726572,0.6171534376211978
PG2020_Intensity 2h_B,,0.551891983138312
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,0.5877534514044547
KS2014_Intensity E15_3,,
GF2025_P3_Sph,0.4813087775651663,0.6111979002096958
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,0.4478674174351943,0.6128102311199641
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,0.5840925187476664
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.4584401214749533,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.45940100236078935,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.4566556197520872,0.6194303894355907
ZQ2022_N1,0.4693911223675591,0.5752014397451296
LY2019_P6-,,0.6178870750094532
RM2024_Intensity D2-3,,0.5928574672520825
UK2020_HCM_1,,0.6121858225761385
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,0.5758965039016224
RM2024_Intensity D2-1,,0.5917518140550625
NJH2025_Sub12_MICT_Post,,0.5851579696315348
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,,0.5618260344749759
AH2018_LFQ_3_N,0.4783439640434062,0.6152251385302098
RKK2015_TNF-α/IKKb,,0.5953494567425882
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,0.6131924231092568
KBE2022_Log2_Ex_13_U,,0.6252646012345899
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,0.5961993329236208
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,0.6076297792712085
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,,0.5896565336659777
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,0.5526836631804087
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,0.5865106842364732
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,0.5703336812765404
SR2019_BT549_Biol_repl_2,,0.5846774895762048
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,,0.5556304935390008
WZ2023_Su_025_20min,0.46384388118942016,0.5945731416988719
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,0.6155705171780258
LY2019_P8-,,0.595222965800193
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,0.45501604628326275,0.5955084354886833
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,0.5902530047355415
FSO2013_Ratio H/L normalized Rep1,,0.5729596551492498
NJH2024_Sub2_HIIT_Pre,,0.583168908378715
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,0.6027108974100588
CK2022_13 40-1,,0.5889947799794796
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,0.4684842584699709,0.5853712270480056
RN2012_H02,,0.6056914599089595
PG2020_Intensity 10h_D,0.46642508300653285,0.5416017042683497
RB2022_8_PreEndurance,,
HS2024_3_B_N2,,0.5852939273461985
EJN2021_4_Ex_Ins,,0.5740557120061458
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,0.5636766221449429
EP2017_Pervanadate R#3 log2 ratio,,0.5992217422029466
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,,
AH2018_LFQ_M_4_C,0.4766392459672348,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,0.4615255138035653,0.6146645776414932
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,0.6047334392545963
RN2012_H04,,0.6149665978004285
CK2022_6 40-1,,0.5890923278543608
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,0.5999201309042199
LY2019_P3-,,0.5607835963647071
FR2021_Intensity.A,,0.5937395551648363
EJN2021_3_Ex_Ins,,0.5570495271708169
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.4680258034593801,0.6042401468182539
HS2024_8_PD_T3,,0.550491915726096
EJN2021_3_Ex_Basal,,0.5630780034846777
AST2020_Control.1,,0.6439764869960241
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,,0.5302184695154981
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.4591078377031903,0.6011465418052035
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,0.45829699352612724,0.6187109423127702
GF2025_P10_Adh,0.4679128931792871,0.5986333993497577
RB2022_1_RecoveryStrength,,0.5809429815479062
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,0.5996506389407814
HS2024_5_B_N1,,0.5699133533753383
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,,
HS2024_8_I_N2,,0.5642974568924396
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.4516455734302305,0.6129531365769552
LY2019_P8+,,0.6083502921870769
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,0.5899028966301774
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,0.5741691336283722
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.4648898999083791,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.47991119705208024,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,0.5819916238125179
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,0.5901601907611521
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,0.4697804935774032,0.5719158513306349
KBE2022_Log2_Ex_28_U,,0.5972642222686099
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.46959908109068405,0.6143423907312568
LY2019_P2-,,0.5539762074251722
AH2018_LFQ_IT_1_X,0.43518782026499386,0.6104108243270833
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,0.5525829208168265
WZ2023_Pe_005_20min,0.4633552173380616,0.605013203031814
AST2020_Control.2,,0.6485832470680442
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,0.5124280100147094,0.5984629060284606
HS2024_3_I_T1,,0.586031590345598
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,0.47376624828345726,
CK2022_4 40-1,,0.5883621836557426
SR2019_MCF10A_Biol_repl_4,,0.5749834802090472
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,0.5823421852611954
CF2017_OSE 28,0.46529232826863665,0.5924552982612211
HS2024_5_B_T2,0.4750500882008337,0.6003988846893992
HS2024_6_I_T1,,0.5648920812476156
HS2024_5_B_T3,,0.577565362681276
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,,0.6344893521912293
AH2018_TMTMS3_3_N,,
SR2019_HCC1419_Biol_repl_2,,0.5844309040687965
FR2021_Intensity.N,,0.5996213903128
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,0.5662214135961685
EP2017_Mitotic R#3 log2 ratio,,0.571739639912731
KBE2022_Log2_Ex_36_T,,0.6392158473904778
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.4513852429771177,0.6069980277347442
KS2014_Intensity C2,,
FSO2013_Ratio H/L normalized Rep1___2,,0.5739012476856049
RM2024_Intensity D2-2,,0.5883590304014127
KBE2022_Log2_Ex_42_T,,0.6126510082736284
CK2022_9 200-1,,0.6309334230983159
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,,0.6290339985887143
NJH2024_Sub9_MICT_Mid,,0.5822887789325226
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.47902414952562333,0.5878301504175749
RBK2021_1332T Late,,
LY2019_P1-,,0.5317311830737651
RKK2015_TNF-α/basal.1,,0.6161640566207847
RKK2015_TNF-α/TNF-α+SC-514,,0.5816448680067124
CR2017_Ratio Replicate 2.5,0.45652980865051135,0.62662562841995
HS2024_3_I_T3,,0.5947740079817453
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,0.6092284119427973
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,
ZQ2022_C3,0.47502425058785186,0.5837871115526725
EJN2021_3_Rest_Ins,,0.5611433401988181
YP2020_Intensity P10_R2_mult_log2,,0.5920381116434815
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,0.6042593809809372
FSO2013_Ratio H/M normalized Rep3___2,,0.593677052478484
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,,0.5612834484739638
RKK2015_SC-514/basal,,0.598250693870981
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.4594284673636048,0.6000358282983957
NJH2025_Sub9_HIIT_Mid,,0.5826018708185385
SR2019_SKBR3_Biol_repl_4,,0.5520731185106176
HS2024_5_I_T3,,0.6190520784596483
KS2014_Intensity N1,0.4602370723557055,
NJH2024_Sub12_MICT_Post,,0.5851579696315348
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,,0.552250051752242
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,0.5992950943600256
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,,
LATM2013_Log2 Ratio (Medium/Light) Forward,,0.5711827202278741
PG2020_Intensity 2h_A,,0.5484668333744673
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,0.5851968132651264
AH2018_SILAC_MR_3_X,,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,0.5778331310265662
HS2024_5_B_N2,,0.5717718284528419
HS2024_5_I_N1,,0.5792052280523297
HS2024_6_I_N1,,0.5671711175048296
AR2021_KD 48h,0.47307383902871686,0.567371008106782
FR2021_Intensity.B,,0.6096975194407992
RB2022_3_PreEndurance,,
HS2024_5_I_T1,,0.5800825307737956
NJH2024_Sub10_MICT_Pre,,0.5618477752728588
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,0.64752138130361
SR2019_MDAMB231_Biol_repl_1,,0.5946144081586946
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.47334508819131127,0.6060454152348591
KBE2022_Log2_Ex_29_U,,0.6412315527823077
HS2024_7_B_T1,,0.5972379227459801
AH2018_LFQ_M_2_X,0.4737692113399392,0.6189966463924649
AH2018_LFQ_IT_4_N,,
CK2022_15 200-1,,0.6266522224283789
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,,0.597489018100316
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,0.6109224424832526
LY2019_P2+,,0.6101871286455285
LATM2013_Log2 Ratio (Light/Medium) Reverse,,0.5935217811769528
CK2022_2 200-1,,0.619253530138982
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,0.5891889932390487
