DatasetName,NSRP1_S(146) NSRP1_S(214) NSRP1_S(248) NSRP1_S(253) NSRP1_S(254) NSRP1_S(255) NSRP1_S(275) NSRP1_S(291) NSRP1_S(33) NSRP1_S(446) NSRP1_S(457) NSRP1_S(846) NSRP1_T(223) NSRP1_T(275) NSRP1_T(503) NSRP1_Y(103),NSRP1_S(1104) NSRP1_S(27) NSRP1_S(289) NSRP1_S(293) NSRP1_T(1088) NSRP1_T(39) NSRP1_Y(8)
FSO2013_Ratio H/L normalized Rep3,0.4886928709673281,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,0.49088612400416254,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,0.4944029652589673,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,0.4856927469795431,
HS2024_6_B_N2,0.4851043285925697,
KBE2022_Log2_Ex_9_T,,
AH2018_SILAC_IT_2_N,,
AH2018_SILAC_IT_1_X,,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.49432996119754063,
UK2020_UA_2,,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.4876283830498573,
WZ2023_Pe_025_20min,0.5190447775268959,0.6504308862368655
JVO2010_Log2 Ratio M/L Normalized aphidicolin,0.48882993784412365,
AH2018_LFQ_2_N,,0.6630720093784163
HS2024_4_I_N2,0.4980092147135188,
AH2018_TMTMS2_3_N,,
RN2012_H06,0.4892908734073253,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,0.490467728222568,
WZ2023_Su_005_30min,0.519024195341778,0.6456053511635931
SR2019_HCC1419_Biol_repl_4,,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,0.48076705470364506,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,0.48273301402219165,
CR2017_Ratio Replicate 3.1,0.5062509812894315,
WZ2023_Su_025_10min,0.5198261901725808,0.6429518152629949
AH2018_LFQ_IT_4_X,,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.5211266100983689,0.6438170991325014
CW2012_10 µM Gef/control Experiment 1 Replicate B,0.49314403171003984,0.6543478060475948
SFR2015_HL_log2_ratio_avg_a,0.47744117579843287,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,0.6447843305034553
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.4913720430223909,0.6820006297049174
NJH2025_Sub6_HIIT_Post,0.4855009253607688,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.4942160313949596,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.49295894832808085,
LY2019_P7+,0.4867995522675539,
EP2017_Untreated R#1 normalized log2 ratio,0.4818781843756722,0.603053212562957
RN2012_L10,0.4829542391085588,
PG2020_Intensity 4h_C,0.47505433822655213,
EP2017_Mitotic R#3 normalized log2 ratio,0.45699837152870737,0.6299451390803145
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.48103982253319155,
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,,
HS2024_4_B_T3,0.5078491087655297,
NJH2024_Sub2_HIIT_Post,0.4804200087766908,
HS2024_8_B_N2,0.4837519771697326,
NJH2025_Sub8_HIIT_Pre,0.4847617716950469,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,0.46580963255382485,
KBE2022_Log2_Ex_6_U,,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.4945066370390259,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.47904561723168965,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.47700148417633464,0.6377379334272357
GF2025_P9_Sph,0.48909867705866256,
CK2022_6 200-1,0.4943458571483419,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.4694709243945785,
NJH2024_Sub8_HIIT_Post,0.48476554991816323,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,0.5034519527505472,
NJH2024_Sub2_MICT_Mid,0.4856927469795431,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.49643287371483524,
SAS2015_AZD/DMSO_Exp1,0.49251437967813316,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,0.5026897651412925,
HS2024_3_B_T3,0.48495998764654696,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,0.4860735934666378,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,0.48582464170217066,
PG2020_Intensity 2h_D,0.49335513249661866,
EP2017_Untreated R#3 normalized log2 ratio,0.5006075837633976,0.6526599656913038
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.4937999344104076,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.4994428964659108,
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,0.48395798407469565,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.48006419925562516,0.680444865533102
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,0.478419666486541,
KBE2022_Log2_Ex_29_T,,
HS2024_7_I_T2,0.5015627554601843,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,0.48959505331607034,0.6601108463243611
HS2024_6_B_T2,0.47903551880601664,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,0.4864890407907547,0.6430414343841975
SAS2015_PLX/DMSO_Exp2,0.5089710073666741,
EJN2021_1_Ex_Basal,,
FR2021_Intensity.M,0.4827595154413714,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,,0.6180739576150505
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.48170984182580556,
PG2020_Intensity CT_C,0.48896684507787375,
ZCP2016_Ratio H/L Rep 1,0.5141037721417326,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,,
EP2017_Untreated R#3 log2 ratio,0.5043672114552769,0.6545876807986916
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.49448433535856845,
HS2024_8_PD_T2,0.4634684727052102,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,0.47995747810163136,
NJH2025_Sub9_HIIT_Post,0.48368563963182837,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,0.5053795350314192,
NJH2025_Sub10_MICT_Mid,0.48503405892174645,
KBE2022_Log2_Ex_15_U,,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,0.510920848037566,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.4975499292818441,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.49310740325727515,
YA2020_Reporter_intensity_Normal_No.2,,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,0.48427649744487966,
HS2024_4_B_N2,0.48690156922361133,
HS2024_3_PD_T3,0.5167738386182068,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,0.4819464015452666,
FR2021_Intensity.G,0.48295905683644197,
RAM2015_Log2 C,0.49086337099397925,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,0.46489415161877723,
AH2018_LFQ_M_2_N,,0.6683463901752138
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,
CK2022_2 16-1,0.492697464097751,
RAM2015_Log2 B,0.5158806302764589,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,0.48505475006064885,
EJN2021_4_Rest_Basal,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,0.4865344484351303,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,0.48273301402219165,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,0.4888837651781973,
HS2024_7_PD_T3,0.49929588425912524,
PG2020_Intensity Mock_10h_B,0.46894561375955657,
WZ2023_Su_025_30min,0.5178865340658079,0.6480467020469456
AH2018_LFQ_4_N,,
CR2017_Ratio Replicate 1.2,0.48610878484903713,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.487870954528217,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.4872048045396962,
AH2018_SILAC_M_1_X,,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,0.49502598788841423,
LY2019_P6+,0.48940078732627024,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.49605797836198495,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,0.49576123907472686,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,0.48625224633193354,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.4786430094426433,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,0.4944012898095986,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,0.49256030081905444,0.6484883464007055
YP2020_Intensity P30_R1_mult_log2,,0.6167571071458235
NJH2025_Sub2_HIIT_Pre,0.4867323352604453,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.4996992944469115,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,0.48668345714460565,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.5180904568592001,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,,0.6606365957926145
NJH2024_Sub8_HIIT_Mid,0.4838318315590922,
PG2020_Intensity 8h_B,0.4795852921887337,
AH2018_LFQ_2_X,,
PG2020_Intensity 2h_B,0.4885549948748245,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,0.4770585842474081,
GF2025_P3_Sph,0.4920048462272923,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),0.48293725335395987,
AH2018_SILAC_1_C,,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.4875025756494409,
ZQ2022_N1,,
LY2019_P6-,0.4862653506327028,
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,0.49624114204933306,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.4778344428791243,
AH2018_LFQ_3_N,,
RKK2015_TNF-α/IKKb,0.4898403473857149,
SFR2015_HL_log2_ratio_std_b,0.4898660185962225,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,0.4948909051605358,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,0.4823678709439857,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,0.49449580709959506,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.48071498633075854,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,0.47559443879094515,
WZ2023_Su_025_20min,0.5205076086040029,0.642761759066269
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,0.5023659862607206,
LY2019_P8-,0.4912624528869589,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,0.4969654405776683,0.655381169299519
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.49646801497032556,
NJH2024_Sub2_HIIT_Pre,0.4867323352604453,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,0.49149853794772563,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.47394424289867854,
PG2020_Intensity 10h_D,0.4841906265203309,
RB2022_8_PreEndurance,,
HS2024_3_B_N2,0.5183489081550859,
EJN2021_4_Ex_Ins,,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,
EP2017_Pervanadate R#3 log2 ratio,0.47625736504460225,0.6800999864090306
FSO2013_Ratio M/L normalized Rep1___3,0.48354986578694203,
NJH2025_Sub4_HIIT_Mid,0.4789070178468504,
RCJD2014_5min_2,0.5013451344384275,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,,0.618227476470256
AH2018_LFQ_M_4_C,,0.6811728378120164
NJH2024_Sub4_MICT_Pre,0.48086409860929313,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,0.4987997545942006,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,0.48738664676791427,
NJH2025_Sub6_MICT_Post,0.4867909033038696,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,0.48393563695768504,
CK2022_6 40-1,0.49490852094820265,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,
LY2019_P3-,0.49598951067028857,
FR2021_Intensity.A,0.4764232465708471,
EJN2021_3_Ex_Ins,,
MV2014_Ratio M/L normalized A1___1 (2 min),0.48584966257480583,
WZ2023_Pe_005_30min,0.5203493991148067,0.6539260133289364
HS2024_8_PD_T3,0.47849790193217867,
EJN2021_3_Ex_Basal,,
AST2020_Control.1,0.48411653343303307,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.49805303778177873,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.5202139615174453,0.6498486751156419
NJH2025_Sub4_MICT_Post,0.4839083485630514,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,0.4906314423025897,0.6419152196369013
GF2025_P10_Adh,0.5003040666287918,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,0.47986094651992295,
HS2024_5_B_N1,0.46205367537968334,
FSO2013_Ratio H/M normalized Rep3___3,0.5039445429909716,
AH2018_TMTMS2_2_C,,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,,
HS2024_8_I_N2,0.4954597752662907,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,0.4858338080039201,
AH2018_SILAC_M_1_C,,
LY2019_P8+,0.48783714934684363,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,0.6557596428022505
NJH2024_Sub6_MICT_Pre,0.48738664676791427,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,0.48483535393528326,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.49963167315520857,
LY2019_P2-,0.49380890780159303,
AH2018_LFQ_IT_1_X,,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,0.521191309946218,0.6526628636376222
AST2020_Control.2,0.4835870066079775,
NJH2025_Sub6_MICT_Mid,0.4841083424326456,
RCJD2014_10min_1,0.4937027099050293,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,0.48782960930648994,0.6355110299315303
HS2024_3_I_T1,0.48283820396865923,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.49539923207833547,
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,0.48086409860929313,
NJH2024_Sub9_MICT_Post,0.4842378651841627,
CF2017_OSE 28,0.48823393708879465,
HS2024_5_B_T2,0.4861368683641112,
HS2024_6_I_T1,0.49467646054379055,
HS2024_5_B_T3,0.47920052830545723,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,,
AH2018_TMTMS3_3_N,0.47979093580825216,
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,0.4798272096508358,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,0.6151893270329202
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,0.4838318315590922,
EP2017_Mitotic R#3 log2 ratio,0.4567636477679221,0.6295888739242574
KBE2022_Log2_Ex_36_T,,
NJH2025_Sub6_HIIT_Mid,0.4858338080039201,
WZ2023_Pu_005_30min,0.5192159164414545,0.6499664758254796
KS2014_Intensity C2,0.485463779094653,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,,
CK2022_9 200-1,0.4929024805291954,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.4944674536883916,
NJH2024_Sub9_MICT_Mid,0.4841348822559658,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.4818398634248176,
RBK2021_1332T Late,,
LY2019_P1-,0.4833501371986759,
RKK2015_TNF-α/basal.1,0.48570523026834017,
RKK2015_TNF-α/TNF-α+SC-514,0.481825176961074,
CR2017_Ratio Replicate 2.5,0.4851898795421454,
HS2024_3_I_T3,0.47894973383805234,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.4885321982520534,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,,
YP2020_Intensity P10_R2_mult_log2,,0.6410489538849845
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.48460514618429695,0.6036270639140477
RKK2015_SC-514/basal,0.49779138754363506,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5224868018114073,0.6477542369822238
NJH2025_Sub9_HIIT_Mid,0.4836030016889682,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,0.4500063306928012,
KS2014_Intensity N1,0.49396785311474145,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,0.5034589216527626,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,,0.614793518693122
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.48286104575028566,
NJH2024_Sub6_MICT_Mid,0.4841083424326456,
NJH2025_Sub13_HIIT_Post,0.4849975466177066,
AH2018_SILAC_MR_3_X,,0.6167139750038209
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,0.5049998800518647,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.49282537229234846,
HS2024_5_B_N2,0.4647042673839952,
HS2024_5_I_N1,0.4659142607721793,
HS2024_6_I_N1,0.4793175152822683,
AR2021_KD 48h,0.49463643484741177,
FR2021_Intensity.B,0.49120586387900345,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.4883011718668945,
NJH2024_Sub10_MICT_Pre,0.4860362156038945,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,0.4832426137572268,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5218139851438811,0.6510916730259895
KBE2022_Log2_Ex_29_U,,
HS2024_7_B_T1,0.46213293305383696,
AH2018_LFQ_M_2_X,,0.6507840627053074
AH2018_LFQ_IT_4_N,,
CK2022_15 200-1,0.47951950584471753,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.4808958945316135,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.4960257927293182,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.49280213828124986,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5213134533328241,0.6457524884589028
RN2012_H01,0.4927421940774341,
KTGR2014_Ratio-Rapa 2 mins,0.49154086178318085,
EJN2021_2_Rest_Basal,,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,0.47101596399686596,
EP2017_Pervanadate R#1 normalized log2 ratio,0.4912099252674379,0.6815833141158473
HS2024_8_B_T3,0.5237609189907437,
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,0.48106091349801366,
WZ2023_Pe_010_20min,0.5196767753131739,0.6526318823407463
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.49190753892201233,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,0.48885943511285057,
KS2014_Intensity C1,0.48967256699099815,
FSO2013_Ratio H/M normalized Rep3___1,0.4861433398389469,
AH2018_SILAC_M_3_C,,
RKK2015_TNF-α+IKKb/TNF-α,0.48621259650770393,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,
AH2018_SILAC_M_2_X,,
KTGR2014_Ratio-Rapa 15 mins,0.4910576195383285,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5215137067437563,0.646543737584268
PG2020_Intensity 6h_C,0.4743621436557448,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,0.4862095572226291,0.6413215456759518
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,,0.6573276544309665
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,,
CK2022_15 16-1,0.48342322276335176,
CK2022_3 16-1,0.49212385403505177,
LY2019_P4-,0.4772407518346314,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.5034062172460739,
GF2025_P8_Adh,0.4988425083444389,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,0.4817790467127596,
GF2025_P5_Sph,0.48024037797807867,
CK2022_10 16-1,0.4909451143733069,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,0.48417967447383076,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,0.4805867057772103,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,0.4725591812277229,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,0.4857987227923678,
IMM2018_normalised rep. int. CDK5L-1,0.5026240784989682,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,0.4876415097755191,
EP2017_Mitotic R#1 log2 ratio,0.4749135307693307,0.636571269623147
EJN2021_2_Ex_Basal,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
